config_id,pos_auc_rate,pos_mcc_rate,pos_spread_rate,worst_fold_mcc,worst_fold_spread_pct,fold_std_roc_auc,fold_std_mcc,fold_std_spread_pct
C0_Control,1.0,0.8,1.0,-0.004849676519314767,0.2257604397835097,0.024152524529274837,0.04638958995361839,0.6199132129478688
C1_GroupA,0.8,0.8,1.0,-0.017348555336963153,0.004746645396292663,0.042424337749562835,0.05185663827135387,0.5999357759696132
C2_GroupB,1.0,0.8,1.0,-0.021037550078326996,0.3987912986006216,0.035158280705388206,0.07004910383607074,0.692453656974771
C3_GroupC,0.8,0.8,0.8,-0.055653992341836274,-1.8275116489985785,0.043527956997764274,0.06972376611651139,1.2338165208691818
C4_GroupD,0.8,0.8,0.8,-0.031397166605062615,-0.3631411157615283,0.03597556233320153,0.04678592999073386,0.6515330593371449
C5_GroupE,1.0,0.8,1.0,-0.010557788191614927,0.25403184011285085,0.021822239909938604,0.06740737365453274,0.5574657094529297
C6_GroupF,1.0,0.8,1.0,-0.019129512688499745,0.45594547825970366,0.030605170461804075,0.05145829100660558,0.5395454864604557
C7_GroupG,1.0,1.0,1.0,0.007837336842650238,0.609538248509588,0.02480190634173787,0.04539684795288048,0.5032125466701876
C8_Filtered_Combined,0.8,0.8,1.0,-0.024012080592115032,0.2611776742276111,0.051451609296844614,0.07363666263606192,1.083231613259712
