strategy,fold,cum_return_pct,total_trades,win_rate_pct,profit_factor,expectancy_pct,daily_sharpe,max_drawdown_pct
Candidate A: Baseline Control (P(up) >= 0.55),1,-28.200533085447343,84,47.61904761904761,0.9313352463044454,-0.1775182591619636,-0.02858994874917503,68.06427117941283
Candidate A: Baseline Control (P(up) >= 0.55),2,225.8499363425031,38,71.05263157894737,3.5528354901534844,3.365744753379576,1.6373065290174453,24.761090112833248
Candidate A: Baseline Control (P(up) >= 0.55),3,47.143537752452744,40,57.49999999999999,1.9700111245281384,1.056671047301982,0.7964155165111664,16.89055584766597
Candidate A: Baseline Control (P(up) >= 0.55),4,58.0900451885789,54,59.25925925925925,1.6912411469369542,0.9448630935073451,0.8238118660497197,19.400744318528726
Candidate A: Baseline Control (P(up) >= 0.55),5,33.80993111245797,60,60.0,1.362883920102292,0.6260024602293375,0.4951861464315986,26.878703548817267
