strategy,fold,cum_return_pct,total_trades,win_rate_pct,profit_factor,expectancy_pct,daily_sharpe,max_drawdown_pct
Candidate 1: C59 Baseline ML,1,-30.187224936559637,82,45.1219512195122,0.9413971973363603,-0.1698051751306805,-0.051104869120730936,68.49573922791686
Candidate 1: C59 Baseline ML,2,353.3231012923095,31,80.64516129032258,13.065336412921475,5.1218643932193,2.2927494540603224,9.506968619193202
Candidate 1: C59 Baseline ML,3,37.18071884523225,39,56.41025641025641,1.794856326732215,0.8979822484578938,0.6750665662773502,16.890555847665972
Candidate 1: C59 Baseline ML,4,76.24533893306388,48,68.75,2.0029942571873898,1.2844377872398427,1.0964915932131312,22.061974453740998
Candidate 1: C59 Baseline ML,5,67.03426779065491,54,66.66666666666666,1.7777313976918316,1.0682394909148762,0.8180112853034871,23.074111759775878
Candidate 2: C59 + Trend Confirmation,1,-1.9316191739951465,34,58.82352941176471,1.0591330308697753,0.1451646657810799,0.07251864460994088,44.69478332772726
Candidate 2: C59 + Trend Confirmation,2,277.8452511140906,24,83.33333333333334,15.323544517408642,5.831434336827609,2.2152468620308423,7.953976302405014
Candidate 2: C59 + Trend Confirmation,3,4.8726221186151815,13,38.46153846153847,1.2682996474764232,0.5302262565176552,0.192396850727495,16.311795096096652
Candidate 2: C59 + Trend Confirmation,4,-4.521888036505814,22,54.54545454545454,0.8875210130683293,-0.1629291296146997,-0.07989656370410847,25.07398311228518
Candidate 2: C59 + Trend Confirmation,5,13.102450161247688,25,60.0,1.4503918992033782,0.574361731848263,0.3549014071090741,20.698198833643083
Candidate 3: C59 + Breakout Confirmation,1,-18.670551473774452,18,50.0,0.7796281820453786,-0.8077975863118382,-0.24149378277356817,46.42911783832233
Candidate 3: C59 + Breakout Confirmation,2,0.0,0,0.0,1.0,0.0,0.0,0.0
Candidate 3: C59 + Breakout Confirmation,3,-2.8276271067705383,2,50.0,0.6011089149141288,-1.2883923945705607,-0.2218031635331233,8.37330769563074
Candidate 3: C59 + Breakout Confirmation,4,-1.2080128436944215,1,0.0,0.0,-1.208012843694424,-0.19246223200200416,2.6059438224125433
Candidate 3: C59 + Breakout Confirmation,5,7.846477634652503,7,71.42857142857143,3.9644799930529886,1.114138419196325,0.38537758084893486,7.024924397201023
Candidate 4: C59 + Momentum Confirmation,1,-41.33576443872552,52,44.230769230769226,0.7049174475317983,-0.8317939248465807,-0.37507463055862145,66.37921585078345
Candidate 4: C59 + Momentum Confirmation,2,171.0392647584243,19,78.94736842105263,12.87981157922335,5.55070377695183,1.8356478959699376,7.949647669815106
Candidate 4: C59 + Momentum Confirmation,3,0.8348013131301414,12,41.66666666666667,1.0984848489016623,0.19746352860747518,0.07507932830889727,18.22613949870116
Candidate 4: C59 + Momentum Confirmation,4,44.67626824972915,20,65.0,2.8736254887123547,1.9433609510240004,1.1028188344852194,10.76461932128857
Candidate 4: C59 + Momentum Confirmation,5,42.719154070889054,26,69.23076923076923,2.0143989455794897,1.5091558410319055,0.7818000448605955,19.69099684000849
Candidate 5: C59 + Volatility Confirmation,1,0.0,0,0.0,1.0,0.0,0.0,0.0
Candidate 5: C59 + Volatility Confirmation,2,0.0,0,0.0,1.0,0.0,0.0,0.0
Candidate 5: C59 + Volatility Confirmation,3,0.0,0,0.0,1.0,0.0,0.0,0.0
Candidate 5: C59 + Volatility Confirmation,4,0.0,0,0.0,1.0,0.0,0.0,0.0
Candidate 5: C59 + Volatility Confirmation,5,0.0,0,0.0,1.0,0.0,0.0,0.0
Candidate 6: C59 + Combined Confirmation,1,-16.16087095501038,28,53.57142857142857,0.8900745777586929,-0.3574341776525374,-0.17772579144125203,46.03832669103032
Candidate 6: C59 + Combined Confirmation,2,173.59774706190422,18,83.33333333333334,14.384979434864738,5.910681625083461,1.8651637073954155,7.9496476698151035
Candidate 6: C59 + Combined Confirmation,3,-8.535723053592417,5,40.0,0.5088526846431234,-1.6270465528110285,-0.3846296165760507,16.56875958197824
Candidate 6: C59 + Combined Confirmation,4,-3.9563250291166336,10,40.0,0.8015507053961626,-0.34840901134736296,-0.13344391143482565,15.343862492507865
Candidate 6: C59 + Combined Confirmation,5,10.370115473093799,15,60.0,1.433243728670617,0.8059069397568748,0.3291802922575159,20.438183353065206
Candidate 7: C59 + Combined + Causal Regime Gate,1,-16.16087095501038,28,53.57142857142857,0.8900745777586929,-0.3574341776525374,-0.17772579144125203,46.03832669103032
Candidate 7: C59 + Combined + Causal Regime Gate,2,173.59774706190422,18,83.33333333333334,14.384979434864738,5.910681625083461,1.8651637073954155,7.9496476698151035
Candidate 7: C59 + Combined + Causal Regime Gate,3,-8.535723053592417,5,40.0,0.5088526846431234,-1.6270465528110285,-0.3846296165760507,16.56875958197824
Candidate 7: C59 + Combined + Causal Regime Gate,4,-3.9563250291166336,10,40.0,0.8015507053961626,-0.34840901134736296,-0.13344391143482565,15.343862492507865
Candidate 7: C59 + Combined + Causal Regime Gate,5,10.370115473093799,15,60.0,1.433243728670617,0.8059069397568748,0.3291802922575159,20.438183353065206
Candidate 8: C59 + Combined + Regime + Dynamic ATR Exit,1,-21.10221613108381,33,42.42424242424242,0.8212574171406062,-0.522095676127282,-0.31483418780694833,48.29905758727164
Candidate 8: C59 + Combined + Regime + Dynamic ATR Exit,2,151.6547957156974,18,83.33333333333334,10.377459854266174,5.407737316933538,1.8502693108170243,10.109685930873246
Candidate 8: C59 + Combined + Regime + Dynamic ATR Exit,3,-4.094781131028881,5,40.0,0.694631493839223,-0.741054330336786,-0.2554439300969821,12.04748355307988
Candidate 8: C59 + Combined + Regime + Dynamic ATR Exit,4,-7.9596649103668025,10,30.0,0.6177296649051806,-0.7714982071599769,-0.3601173115515153,15.42308821854464
Candidate 8: C59 + Combined + Regime + Dynamic ATR Exit,5,24.506778869663453,16,62.5,2.287811248204923,1.4541560760584893,0.777327437875265,8.672967229702587
