strategy,fold,trade_id,allocated_cash,position_weight,net_return_pct,net_pnl,is_win
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,4,47992.638008111666,0.5,-2.066535480032396,-991.7848922411405,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,5,47496.74556199109,0.5,5.905612658456338,2804.9738182637448,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,6,48899.23247112296,0.5,0.13506435985682105,66.045435312021,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,7,48932.255188778974,0.5,-2.3724243447163236,-1160.8807345173088,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,8,48351.81482152032,0.5,-1.110280988676285,-536.8410076433023,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,9,48083.394317698665,0.5,8.202980128330681,3944.2712809077057,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,10,50055.52995815252,0.5,-1.2571449669364865,-629.2705755422995,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,11,99481.78934076274,1.0,-1.1556933324424823,-1149.704406405671,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,12,98332.08493435707,1.0,-2.2435836656340022,-2206.162595664589,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,13,48062.96116934624,0.5,-1.091259307607582,-524.4915372723088,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,14,47800.71540071009,0.5,-6.853355962520056,-3275.953179041808,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,15,46162.738811189185,0.5,-13.735042185695784,-6340.471649789395,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,16,42992.50298629449,0.5,3.595329189902241,1545.7220093358385,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,17,43765.3639909624,0.5,3.884910695457608,1700.245306590851,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,18,44615.48664425783,0.5,6.0410827555774915,2695.2584699832387,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,19,45963.115879249446,0.5,2.7594126072991467,1268.3120142795253,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,20,93194.54377277842,1.0,5.053667715766409,4709.742571500697,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,21,97904.28634427911,1.0,-3.2527444590063723,-3184.5762491932715,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,22,94719.71009508584,1.0,8.54377903443827,8092.642732584654,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,23,102812.3528276705,1.0,-1.358371375437443,-1396.5735712248247,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,24,101415.77925644568,1.0,3.025653269380623,3068.4898407404844,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,25,104484.26909718616,1.0,4.601781525020863,4808.137791867396,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,26,109292.40688905356,1.0,-2.7103699209801215,-2962.2285222361133,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,27,106330.17836681745,1.0,16.37981461291743,17416.68609406913,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,28,123746.86446088657,1.0,-7.041456650280642,-8713.58181709487,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,29,115033.2826437917,1.0,0.6387694937034802,734.7975171342416,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,30,115768.08016092594,1.0,2.63163868331398,3046.5975804448644,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,31,118814.6777413708,1.0,3.157149883712452,3751.1574601450125,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,32,122565.83520151582,1.0,3.3812864494398824,4144.301977311672,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,33,126710.13717882748,1.0,4.160455480164912,5271.7188461810065,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,34,131981.85602500848,1.0,7.840154144759579,10347.580955475321,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,35,142329.43698048382,1.0,-2.7917440395792954,-3973.4735734694264,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,36,138355.96340701438,1.0,-8.046065417319346,-11132.211324490794,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,37,63611.87604126179,0.5,1.5377326234911566,978.1805703012375,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,38,64100.96632641241,0.5,4.406709407819628,2824.7433136093077,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,39,65513.33798321706,0.5,5.455121382774669,3573.8321088919133,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,40,134600.50807532604,1.0,-6.621274282510586,-8912.268825320149,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,41,62844.119625002946,0.5,1.3401203082275341,842.1868096214697,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,42,126530.42605962735,1.0,-1.1004291845493563,-1392.3777356947835,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,43,62569.024161966285,0.5,1.0560770056382665,660.777076826777,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,44,62899.412700379675,0.5,4.769536384033622,3000.0103740880736,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,45,128798.83577484742,1.0,-3.50837663712654,-4518.748263215727,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,46,124280.08751163169,1.0,-0.4300735309897233,-534.4957606783926,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,47,61872.79587547665,0.5,3.810017060944105,2357.364078938781,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,48,63051.47791494604,0.5,8.63414705705361,5443.9573248221195,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,49,131546.9131547142,1.0,5.504374348422839,7240.834543830158,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,50,138787.74769854435,1.0,2.0052974730665505,2783.1071975248897,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,51,141570.85489606924,1.0,-4.040590979455715,-5720.299192468912,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,52,135850.55570360034,1.0,-5.602414657763951,-7610.911445392287,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,53,64119.82212910403,0.5,-0.05123611172451214,-32.8525037036262,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,54,64103.39587725222,0.5,-1.20098860030131,-769.874476891819,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,55,63718.4586388063,0.5,5.405316327789652,3444.1842486192936,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,56,65440.55076311595,0.5,2.2925795424401523,1500.276679255359,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,57,132381.37820548724,1.0,4.8664848123675535,6442.319664772887,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,58,138823.69787026013,1.0,-2.893703294502987,-4017.1459188225904,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,59,134806.55195143755,1.0,-0.8390522125010924,-1131.0973567449714,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,60,133675.45459469256,1.0,-4.291133869178137,-5736.192706890694,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,61,63969.630943900935,0.5,1.186917141811915,759.2665152269793,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,62,64349.26420151442,0.5,2.912975333666438,1874.4781935859623,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,63,65286.503298307405,0.5,-0.48419446542998884,-316.11363564317156,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,64,65128.446480485814,0.5,0.30632937355497686,199.50756210976056,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,65,65228.2002615407,0.5,-2.660665294248594,-1735.504086421784,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,66,64360.44821832981,0.5,-2.625285303450605,-1689.6453883107492,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,67,63515.62552417444,0.5,-4.666892395839939,-2964.2058977578686,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,68,62033.5225752955,0.5,3.248094626381696,2014.9075133234494,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,69,63040.97633195722,0.5,-7.128510106067614,-4493.882368787263,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,70,60794.03514756359,0.5,0.9104305674482907,553.4874791686765,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,71,61070.77888714793,0.5,7.219762462743644,4409.165169799477,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,72,63275.36147204766,0.5,-5.9465960198479735,-3762.7301268412043,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,73,61393.99640862706,0.5,0.5433259982038366,333.5695438244006,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,74,123121.56236107853,1.0,-7.756655283550412,-9550.115172070413,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,75,56785.72359450406,0.5,2.407180028930959,1366.934597650837,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,76,57469.190893329476,0.5,2.9120863745028283,1673.552477541668,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,77,58305.96713210031,0.5,1.275865834072089,743.9059138637697,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,78,117355.84017806439,1.0,5.338070447822303,6264.537423338828,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,79,123620.37760140322,1.0,-0.9748207776704151,-1205.0771262931025,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,80,122415.30047511011,1.0,-2.808786504781128,-3438.3844395321607,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,81,59488.45801778897,0.5,-0.17967769122969898,-106.88748791451198,0
