strategy,fold,trade_id,allocated_cash,position_weight,net_return_pct,net_pnl,is_win
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,75,113721.80753028957,1.0,2.1243005664163164,2415.7930015048146,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,76,116137.6005317944,1.0,3.914883144707619,4546.651347887085,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,77,120684.25187968148,1.0,0.7839848005048937,946.1461913397443,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,78,121630.39807102123,1.0,-1.812640655689347,-2204.722045112122,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,79,119425.67602590911,1.0,4.719919344869598,5636.7955854881775,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,80,125062.47161139728,1.0,2.2945392216065033,2869.607462634009,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,81,127932.0790740313,1.0,-0.5286080673433902,-676.2592907054545,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,82,127255.81978332585,1.0,-4.286387690136819,-5454.677794175174,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,83,60900.57099457533,0.5,-0.8309619973723337,-506.0606011476793,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,4,84,60647.540694001495,0.5,2.247417783065581,1363.0036145489244,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,1,100000.0,1.0,-0.940316436266545,-940.316436266545,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,2,99059.68356373346,1.0,-3.0508988341196273,-3022.210730928536,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,3,96037.47283280492,1.0,-1.5063933923986272,-1446.7021449800002,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,4,94590.77068782493,1.0,8.259634914820953,7812.852321929811,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,5,102403.62300975474,1.0,-1.5237271150372353,-1560.3517705801423,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,6,100843.27123917459,1.0,4.189668029829204,4224.998295341647,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,7,105068.26953451624,1.0,4.952536012811027,5203.543886734274,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,8,110271.81342125051,1.0,-8.465397240457508,-9334.947050364992,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,9,100936.86637088552,1.0,-17.23669816678002,-17398.182995355623,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,10,83538.68337552989,1.0,10.028581158646055,8377.744661179375,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,11,91916.42803670926,1.0,1.5896049386773043,1461.1080795273008,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,12,93377.53611623656,1.0,6.041082755577492,5641.014231901112,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,13,99018.55034813767,1.0,7.940447125962903,7862.515635288827,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,14,106881.0659834265,1.0,-0.8497677843956272,-908.2408663457917,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,15,105972.8251170807,1.0,3.4311161727015564,3636.0507412608936,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,16,109608.8758583416,1.0,4.208539393744682,4612.932719539011,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,17,114221.80857788061,1.0,-0.2282143147336247,-260.6705177223628,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,18,113961.13806015825,1.0,0.2785010419738799,317.3829569428326,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,19,114278.52101710108,1.0,10.389912712299367,11873.438582583489,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,20,126151.95959968457,1.0,0.1122939572895573,141.66102763280935,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,21,126293.62062731739,1.0,0.667800062025602,843.3888768836041,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,22,127137.00950420099,1.0,0.40176723547125787,510.79484834585867,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,23,127647.80435254685,1.0,2.213349913286379,2825.2925669490623,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,24,130473.09691949592,1.0,5.132576511455471,6696.6315262585795,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,25,137169.7284457545,1.0,-8.344942806300445,-11446.735386355844,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,26,125722.99305939866,1.0,4.06291847619685,5108.0227138379905,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,27,130831.01577323665,1.0,2.07785076496819,2718.4732620598506,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,28,133549.4890352965,1.0,0.956406262808427,1277.275677082229,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,29,134826.7647123787,1.0,2.552573529411765,3441.552306610461,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,30,138268.31701898915,1.0,5.51316354954238,7622.958454456613,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,31,145891.27547344577,1.0,1.3619779723715555,1987.0070355602372,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,32,147878.282509006,1.0,-1.8875465132272193,-2791.27136531904,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,33,145087.01114368698,1.0,1.9996549384135773,2901.239583331394,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,34,147988.25072701837,1.0,8.28242064806942,12257.009434931313,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,35,160245.26016194967,1.0,2.0052974730665505,3213.3941527364964,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,36,163458.65431468617,1.0,-3.701446629334657,-6050.33485048674,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,37,157408.31946419942,1.0,-6.483139141389365,-10205.000370986727,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,38,147203.3190932127,1.0,2.948112732587004,4339.719792977679,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,39,151543.03888619036,1.0,4.635312377712813,7024.493239053723,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,40,158567.5321252441,1.0,-1.6394732633000126,-2599.672293468035,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,41,155967.85983177606,1.0,3.8480506710284517,6001.722276845374,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,42,161969.58210862143,1.0,3.21517428399243,5207.6043518464,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,43,167177.18646046784,1.0,-9.869158979325347,-16498.98230894674,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,44,150678.2041515211,1.0,5.700200069503267,8588.95909777128,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,45,159267.16324929235,1.0,-1.9633140825869255,-3126.914645010065,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,46,156140.2486042823,1.0,-3.2440831124181604,-5065.319436659254,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,47,151074.92916762305,1.0,-4.885575458260159,-7380.879662997309,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,48,143694.04950462573,1.0,-0.14585698758901233,-209.58781195211117,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,49,143484.46169267362,1.0,-8.30096406660824,-11910.5936062751,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,50,131573.86808639852,1.0,3.87756198467835,5101.858290689029,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,51,136675.72637708756,1.0,-8.30549537955418,-11351.596139221123,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,52,125324.13023786644,1.0,8.619908295122968,10802.825098164561,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,53,136126.955336031,1.0,4.221699088461796,5746.870432572018,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,54,141873.82576860304,1.0,-2.7299627551220143,-3873.102602749562,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,55,138000.72316585347,1.0,-5.213742999822997,-7195.003043764798,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,56,130805.72012208868,1.0,1.8100386335463223,2367.6340690982806,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,57,133173.35419118695,1.0,2.2631277466717328,3013.8831298741748,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,58,136187.23732106114,1.0,1.2758658340720888,1737.5664313460918,1
Candidate 1: Baseline C59 (Fixed 100% Size),5,59,137924.80375240723,1.0,-2.8087865047811285,-3874.0132745434694,0
Candidate 1: Baseline C59 (Fixed 100% Size),5,60,134050.79047786375,1.0,-0.179677691229699,-240.85936540578678,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,1,25000.0,0.25,-2.872291364874804,-718.072841218701,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,2,24820.481789695325,0.25,1.2297501696041453,305.2299169053442,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,3,24896.78926892166,0.25,-6.422559505395061,-1599.0111057293057,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,4,24497.036492489337,0.25,-2.066535480032396,-506.23995067377575,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,5,24370.476504820894,0.25,5.905612658456336,1439.22594539483,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,6,24730.282991169603,0.25,0.13506435985682108,33.40179841280353,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,7,24738.633440772803,0.25,-2.372424344716323,-586.9053622990274,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,8,24591.90710019805,0.25,-1.110280988676285,-273.03926928643244,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,9,24523.647282876438,0.25,8.202980128330681,2011.6699133562613,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,10,25026.564761215504,0.25,-1.2571449669364865,-314.620199292721,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,11,24947.909711392327,0.25,-1.1556933324424823,-288.3213291183316,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,12,24875.829379112743,0.25,-2.2435836656340022,-558.1100446407577,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,13,24736.301867952552,0.25,-1.0912593076075818,-269.93719649194037,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,14,24668.817568829567,0.25,-6.853355962520055,-1690.6418797365761,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,15,24246.15709889542,0.25,-13.735042185695786,-3330.219905943359,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,16,23413.60212240958,0.25,3.595329189902241,841.7960715145622,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,17,23624.05114028822,0.25,3.884910695457608,917.773289449432,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,18,23853.49446265058,0.25,6.041082755577493,1441.0093405858163,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,19,24213.746797797034,0.25,2.759412607299147,668.1571818379049,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,20,24380.78609325651,0.25,5.05366771576641,1232.1239156449706,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,21,24688.817072167752,0.25,-3.2527444590063723,-803.0641293091559,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,22,24488.051039840462,0.25,8.543779034438268,2092.204970684432,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,23,25011.102282511572,0.25,-1.3583713754374427,-339.74365408701806,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,24,24926.16636898982,0.25,3.025653269380623,754.1793676745938,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,25,25114.711210908466,0.25,4.601781525020863,1155.7241405659295,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,26,25403.64224604995,0.25,-2.7103699209801215,-688.5326782703368,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,27,25231.509076482365,0.25,16.379814612917425,4132.874410769245,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,28,26264.727679174677,0.25,-7.041456650280642,-1849.4194138433459,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,29,25802.37282571384,0.25,0.6387694937034801,164.81768626229663,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,30,25843.577247279412,0.25,2.63163868331398,680.1095759915354,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,31,26013.6046412773,0.25,3.157149883712451,821.288488681503,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,32,26218.926763447675,0.25,3.3812864494398824,886.537017841023,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,33,26440.56101790793,0.25,4.160455480164912,1100.047769855898,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,34,26715.57296037191,0.25,7.8401541447595795,2094.5421007488676,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,35,27239.208485559124,0.25,-2.791744039579296,-760.4489793241746,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,36,27049.096240728082,0.25,-8.046065417319346,-2176.38797832265,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,37,26504.99924614742,0.25,1.5377326234911566,407.57602026409404,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,38,26606.893251213445,0.25,4.406709407819629,1172.488468029749,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,39,26900.01536822088,0.25,5.45512138277467,1467.4284903214896,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,40,27266.872490801252,0.25,-6.621274282510586,-1805.414415878377,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,41,26815.518886831658,0.25,1.3401203082275344,359.3602143590211,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,42,26905.358940421414,0.25,-1.1004291845493563,-296.0744219881567,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,43,26831.340334924374,0.25,1.0560770056382665,283.35961558168174,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,44,26902.180238819794,0.25,4.769536384033623,1283.1092745888134,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,45,27222.957557466994,0.25,-3.5083766371265397,-955.0838828810456,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,46,26984.186586746735,0.25,-0.4300735309897233,-116.05184406247697,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,47,26955.173625731113,0.25,3.810017060944104,1026.9967139474609,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,48,27211.92280421798,0.25,8.634147057053609,2349.5174319680864,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,49,27799.30216221,0.25,5.504374348422839,1530.1776572572428,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,50,28181.84657652431,0.25,2.00529747306655,565.1298572625341,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,51,28323.12904083994,0.25,-4.0405909794557155,-1144.4217971237806,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,52,56074.04718311799,0.5,-5.602414657763951,-3141.5006385884762,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,53,27251.648431911875,0.25,-0.05123611172451213,-13.962685037345627,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,54,27248.15776065254,0.25,-1.2009886003013097,-327.24726849755365,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,55,27166.34594352815,0.25,5.405316327789652,1468.426932949349,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,56,27533.45267676549,0.25,2.292579542440152,631.2263033949661,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,57,27691.259252614233,0.25,4.8664848123675535,1347.5909258817967,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,58,28028.156984084682,0.25,-2.893703294502986,-811.0517020369273,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,59,27825.394058575454,0.25,-0.8390522125010924,-233.46958448562486,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,60,27767.02666245405,0.25,-4.291133869178137,-1191.5202855762893,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,61,27469.146591059976,0.25,1.186917141811915,326.0360095987342,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,62,27550.655593459658,0.25,2.912975333666438,802.5438017008726,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,63,27751.291543884876,0.25,-0.48419446542998895,-134.3702177408311,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,64,27717.69898944967,0.25,0.3063293735549768,84.90745367823531,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,65,27738.92585286923,0.25,-2.660665294248594,-738.0399731646424,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,66,27554.41585957807,0.25,-2.6252853034506045,-723.3820300131656,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,67,27373.570352074777,0.25,-4.66689239583994,-1277.4950732308741,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,68,27054.196583767058,0.25,3.2480946263816963,878.7459054480782,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,69,27273.883060129076,0.25,-7.128510106067615,-1944.2215102583643,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,70,26787.827682564486,0.25,0.9104305674482907,243.88457157744213,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,71,26848.798825458845,0.25,7.219762462743645,1938.4194992980345,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,72,27333.403700283354,0.25,-5.946596019847972,-1625.4070965300282,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,73,26927.05192615085,0.25,0.5433259982038365,146.3016736646245,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,74,26963.627344567005,0.25,-7.756655283550412,-2091.4756250592004,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,75,26440.758438302204,0.25,2.407180028930958,636.4766566246877,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,76,26599.877602458375,0.25,2.912086374502829,774.6114112956201,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,77,26793.530455282278,0.25,1.2758658340720888,341.84950082064637,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,78,26878.99283048744,0.25,5.338070447822304,1434.819572956526,1
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,79,27237.697723726575,0.25,-0.9748207776704151,-265.51873676994836,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,80,27171.31803953409,0.25,-2.808786504781128,-763.1843142655937,0
Candidate 2: Confidence-Scaled Sizing (Platt Calibrated),5,81,26980.521960967693,0.25,-0.17967769122969895,-48.47797894118865,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,1,28288.78659321572,0.2828878659321572,-2.872291364874804,-812.5363745447963,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,2,24796.8659063638,0.25,-3.1401345765690287,-778.6549602311868,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,3,28864.6895399536,0.2933140836827739,-4.95998601754371,-1431.6845651891006,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,4,28072.30404352851,0.28947346401581325,6.378653506407331,1790.6350062018585,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,5,24691.939776559193,0.25,-5.799795428857542,-1432.0819944571372,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,6,35314.60498031129,0.3628125475487907,-0.7030094969191552,-248.2650268110733,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,7,24271.853021242143,0.25,7.730445904271743,1876.3224677714707,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,8,24740.933638185008,0.25,4.952536012811026,1225.3036483367898,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,9,33261.03870022114,0.33198281266526475,-15.271174476719246,-5079.351252679882,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,10,23777.421737099237,0.25,4.734819289670819,1125.817950994557,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,11,24058.876224847874,0.25,1.5896049386773046,382.4410846604417,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,12,24154.486496012985,0.25,9.440701458373683,2280.3529588917722,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,13,24724.57473573593,0.25,2.5239756587843587,624.042248067922,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,14,24880.58529775291,0.25,6.954265197132373,1730.2618842044644,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,15,25313.150768804026,0.25,3.4311161727015573,868.5236098487635,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,16,25530.281671266217,0.25,3.4937464278382007,891.9633039068943,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,17,27539.00802678663,0.2673350350885976,-1.1299152964602377,-311.1674641880748,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,18,28182.794845472923,0.2744135080691595,10.389912712299369,2928.1677843310426,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,19,26407.522577278687,0.25,0.11229395728955734,29.654052124159538,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,20,26414.936090309726,0.25,0.44416634448493425,117.32625603036031,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,21,26444.267654317315,0.25,-1.9152157599744086,-506.4647817253001,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,22,26317.65145888599,0.25,3.3343167997161673,877.5138738843826,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,23,26537.029927357085,0.25,2.9086387365220805,771.8663319895655,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,24,26729.996510354475,0.25,-8.046065417319346,-2150.7130052702996,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,25,26192.318259036896,0.25,1.537732623491157,402.7678227178414,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,26,26293.010214716356,0.25,4.406709407819629,1158.6565547308817,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,27,26582.674353399078,0.25,1.3401203082275344,356.2398174798934,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,28,26671.73430776905,0.25,-1.1004291845493563,-293.50354834815386,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,29,26598.358420682012,0.25,1.2205081526040844,324.63513298327894,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,30,40304.01707369088,0.37766816361052075,1.808874382982775,729.0490401589981,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,31,26861.779463967585,0.25,-0.4300735309897234,-115.52540342735777,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,32,26832.898113110747,0.25,3.810017060944105,1022.3379960552683,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,33,34889.37897077611,0.32199458594960145,8.634147057053609,3012.400287629546,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,34,27841.582684031953,0.25,2.00529747306655,558.306554024627,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,35,27981.15932253811,0.25,-3.4386742559368266,-962.1809221367854,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,36,27740.614092003918,0.25,-4.560544320259343,-1265.1230003779476,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,37,40899.80748047857,0.3728423127972279,-0.14437277109526112,-59.04818543219381,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,38,27409.57129555138,0.25,-1.284235543843512,-352.0034569925994,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,39,27321.570431303233,0.25,5.405316327789652,1476.8173075317834,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,40,27690.774758186177,0.25,2.622034817133503,726.0617552936571,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,41,27872.29019700959,0.25,-0.3477652962696005,-96.93015258075323,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,42,27848.057658864403,0.25,-5.32671543917493,-1483.3867868250668,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,43,32454.390058354435,0.2952846096993879,1.5020189589530961,487.4710916890724,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,44,27599.078735080406,0.25,2.286487003832609,631.0493484551428,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,45,27756.84107219419,0.25,-0.6874185509210466,-190.8056746799352,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,46,42138.736625153935,0.3801880638668123,0.30632937355497686,129.08332792781565,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,47,27741.410485506163,0.25,-2.6606652942485938,-738.1060809229028,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,48,27556.88396527544,0.25,-2.625285303450604,-723.4468248293122,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,49,27376.02225906811,0.25,-10.300100575877092,-2819.757826358515,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,50,26671.082802478482,0.25,7.2156787937908335,1924.499665852834,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,51,27152.20771894169,0.25,-5.397553243152375,-1465.5548683212066,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,52,31340.58603745427,0.2925109928062716,7.57307813870726,2373.4470697451893,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,53,27379.180769297684,0.25,2.998027987952829,820.8355023357432,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,54,27584.38964488162,0.25,-2.7299627551220147,-753.0435635330019,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,55,43289.16100896906,0.3950299091313326,-5.213742999822997,-2256.9856017872303,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,56,54075.662898590774,0.5038377683128997,1.8100386335463226,978.7903898107681,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,57,27076.57995100425,0.25,2.2631277466717328,612.7775937209327,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,58,27229.774349434483,0.25,2.966352768973736,807.7311653997499,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,59,27431.707140784423,0.25,2.765557084025503,758.6395201010934,1
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,60,27621.367020809696,0.25,-0.9748207776704152,-269.2588247954567,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,61,27554.05231461083,0.25,-2.808786504781128,-773.934502933121,0
Candidate 3: Risk-Normalized Sizing (Isotonic Calibrated),5,62,27360.568688877553,0.25,-0.17967769122969898,-49.16083812749111,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,1,50000.0,0.5,-2.872291364874804,-1436.145682437402,0
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,2,49281.9271587813,0.5,1.2297501696041453,606.0445828193043,1
Candidate 4: Causal Regime-Aware Adaptive Sizing,5,3,49584.94945019095,0.5,-6.422559505395063,-3184.6228841585757,0
