strategy,fold,trade_id,holding_period,exit_reason,net_return_pct,net_pnl,is_win
Candidate 6: Expected Return Decay Exit,1,54,3,RETURN_DECAY,5.526021010517345,8202.021656373485,1
Candidate 6: Expected Return Decay Exit,1,55,1,RETURN_DECAY,-1.618665971552108,-2535.2756163901227,0
Candidate 6: Expected Return Decay Exit,1,56,1,RETURN_DECAY,0.912009576797416,1405.3356022152439,1
Candidate 6: Expected Return Decay Exit,1,57,7,RETURN_DECAY,-0.7526225019998567,-1170.3094274149353,0
Candidate 6: Expected Return Decay Exit,1,58,1,RETURN_DECAY,-1.44419794572578,-2228.7906002108352,0
Candidate 6: Expected Return Decay Exit,1,59,1,RETURN_DECAY,-1.6280389605356624,-2476.221755812029,0
Candidate 6: Expected Return Decay Exit,1,60,2,RETURN_DECAY,1.6667560199557594,2493.837221506417,1
Candidate 6: Expected Return Decay Exit,1,61,7,RETURN_DECAY,-3.756468712829801,-5714.191786745155,0
Candidate 6: Expected Return Decay Exit,1,62,1,RETURN_DECAY,0.5259179070587896,769.9535831925665,1
Candidate 6: Expected Return Decay Exit,1,63,1,RETURN_DECAY,2.396014277215943,3526.2575979976405,1
Candidate 6: Expected Return Decay Exit,1,64,1,RETURN_DECAY,1.2567420220001453,1893.885951476563,1
Candidate 6: Expected Return Decay Exit,1,65,1,RETURN_DECAY,-0.881779631872932,-1345.5247730332956,0
Candidate 6: Expected Return Decay Exit,1,66,1,RETURN_DECAY,-1.3069079742706922,-1976.6516484937092,0
Candidate 6: Expected Return Decay Exit,1,67,1,RETURN_DECAY,0.713149773530257,1064.5170830019003,1
Candidate 6: Expected Return Decay Exit,1,68,1,RETURN_DECAY,-1.4082842100080863,-2117.1341383914973,0
Candidate 6: Expected Return Decay Exit,1,69,1,RETURN_DECAY,-1.8049997385088894,-2675.3193655665755,0
Candidate 6: Expected Return Decay Exit,1,70,10,TIME_LIMIT_10D,1.586766715086321,2309.4094970217893,1
Candidate 6: Expected Return Decay Exit,1,71,6,RETURN_DECAY,7.267681298875149,10745.357716921966,1
Candidate 6: Expected Return Decay Exit,1,72,1,RETURN_DECAY,-1.2385017461098724,-1964.221767862373,0
Candidate 6: Expected Return Decay Exit,1,73,1,RETURN_DECAY,-2.1822175614857446,-3418.059454328719,0
Candidate 6: Expected Return Decay Exit,1,74,2,RETURN_DECAY,-1.1296111508597857,-1730.7261277598955,0
Candidate 6: Expected Return Decay Exit,1,75,10,RETURN_DECAY,3.656828245479015,5539.495120970409,1
Candidate 6: Expected Return Decay Exit,1,76,4,RETURN_DECAY,-1.9138175863445646,-3005.135634640747,0
Candidate 6: Expected Return Decay Exit,1,77,1,RETURN_DECAY,-0.3854635318359999,-593.6830714524648,0
Candidate 6: Expected Return Decay Exit,1,78,3,RETURN_DECAY,3.5521370026023207,5449.840541009665,1
Candidate 6: Expected Return Decay Exit,1,79,1,RETURN_DECAY,1.8096170000555394,2875.013053321459,1
Candidate 6: Expected Return Decay Exit,1,80,1,RETURN_DECAY,-1.4279145163387081,-2309.639326548242,0
Candidate 6: Expected Return Decay Exit,1,81,1,RETURN_DECAY,-0.5983600823852322,-954.0222758050974,0
Candidate 6: Expected Return Decay Exit,1,82,10,TIME_LIMIT_10D,-2.931638940982372,-4646.221746817839,0
Candidate 6: Expected Return Decay Exit,1,83,3,RETURN_DECAY,-0.15682957421451302,-241.26543760899813,0
Candidate 6: Expected Return Decay Exit,1,84,10,RETURN_DECAY,-0.9000427660471926,-1382.4475308230637,0
Candidate 6: Expected Return Decay Exit,1,85,3,RETURN_DECAY,-1.4741455902517253,-2243.878597306351,0
Candidate 6: Expected Return Decay Exit,1,86,1,RETURN_DECAY,-1.7711530093110088,-2656.227506001439,0
Candidate 6: Expected Return Decay Exit,1,87,2,RETURN_DECAY,-2.1580567280642673,-3179.1505254051117,0
Candidate 6: Expected Return Decay Exit,1,88,10,TIME_LIMIT_10D,-2.890312447383486,-4165.988795795434,0
Candidate 6: Expected Return Decay Exit,1,89,10,TIME_LIMIT_10D,2.3939584071057998,3350.8305154342656,1
Candidate 6: Expected Return Decay Exit,1,90,3,RETURN_DECAY,1.6417152835516708,2352.924733564354,1
Candidate 6: Expected Return Decay Exit,1,91,1,RETURN_DECAY,1.1785846176460788,1716.8918845447083,1
Candidate 6: Expected Return Decay Exit,1,92,3,RETURN_DECAY,-0.25518079567768887,-376.1133651246185,0
Candidate 6: Expected Return Decay Exit,1,93,10,RETURN_DECAY,-3.7461714977568774,-5507.427410669206,0
Candidate 6: Expected Return Decay Exit,1,94,1,RETURN_DECAY,-0.20463046799268753,-289.5672466015603,0
Candidate 6: Expected Return Decay Exit,1,95,10,TIME_LIMIT_10D,-10.399868938401049,-14686.469104070044,0
Candidate 6: Expected Return Decay Exit,1,96,10,TIME_LIMIT_10D,1.9194106186069166,2428.656352249926,1
Candidate 6: Expected Return Decay Exit,1,97,10,TIME_LIMIT_10D,-3.9157078061589883,-5049.69741191458,0
Candidate 6: Expected Return Decay Exit,1,98,10,TIME_LIMIT_10D,8.598163437150967,10654.01170457713,1
Candidate 6: Expected Return Decay Exit,1,99,5,RETURN_DECAY,-2.522336911624858,-3394.165771937075,0
Candidate 6: Expected Return Decay Exit,1,100,1,RETURN_DECAY,2.3591563300893603,3094.5092386230103,1
Candidate 6: Expected Return Decay Exit,1,101,10,TIME_LIMIT_10D,-9.060198424409327,-12164.645853194199,0
Candidate 6: Expected Return Decay Exit,1,102,10,TIME_LIMIT_10D,-4.020611298970489,-4909.167516581582,0
Candidate 6: Expected Return Decay Exit,1,103,10,TIME_LIMIT_10D,2.877992377467378,3372.744028055703,1
Candidate 6: Expected Return Decay Exit,1,104,10,TIME_LIMIT_10D,2.6832258303768985,3234.993774793288,1
Candidate 6: Expected Return Decay Exit,1,105,2,RETURN_DECAY,-3.508736944231914,-4343.767149945143,0
Candidate 6: Expected Return Decay Exit,1,106,10,TIME_LIMIT_10D,0.5113855374926158,610.8747296018452,1
Candidate 6: Expected Return Decay Exit,1,107,10,TIME_LIMIT_10D,-8.829699488253668,-10601.44100492041,0
Candidate 6: Expected Return Decay Exit,1,108,10,TIME_LIMIT_10D,-5.399779077476811,-5910.828464250838,0
Candidate 6: Expected Return Decay Exit,1,109,10,TIME_LIMIT_10D,-0.0942846574906116,-97.63500270373177,0
Candidate 6: Expected Return Decay Exit,1,110,10,TIME_LIMIT_10D,0.7117345712475793,736.3307035564093,1
Candidate 6: Expected Return Decay Exit,1,111,10,TIME_LIMIT_10D,-8.837994851401675,-9208.495258849967,0
Candidate 6: Expected Return Decay Exit,1,112,10,TIME_LIMIT_10D,3.4418922516290085,3269.2344321891787,1
Candidate 6: Expected Return Decay Exit,1,113,10,TIME_LIMIT_10D,16.649024192757146,16358.144286310566,1
Candidate 6: Expected Return Decay Exit,1,114,10,TIME_LIMIT_10D,-2.993494565616716,-3430.8745184087393,0
Candidate 6: Expected Return Decay Exit,1,115,10,TIME_LIMIT_10D,3.848364270747103,4278.616818896827,1
Candidate 6: Expected Return Decay Exit,1,116,10,TIME_LIMIT_10D,0.18512184292143044,213.7393801195231,1
Candidate 6: Expected Return Decay Exit,1,117,10,TIME_LIMIT_10D,-7.517486366426339,-8695.664199777737,0
Candidate 6: Expected Return Decay Exit,1,118,10,TIME_LIMIT_10D,-5.869364988429924,-6278.860776429933,0
Candidate 6: Expected Return Decay Exit,1,119,10,TIME_LIMIT_10D,-10.617325250596535,-10691.431221957699,0
Candidate 6: Expected Return Decay Exit,1,120,7,RETURN_DECAY,11.960599744651503,10765.322102197819,1
Candidate 6: Expected Return Decay Exit,1,121,10,TIME_LIMIT_10D,6.223492439983363,6271.529276166792,1
Candidate 6: Expected Return Decay Exit,1,122,10,TIME_LIMIT_10D,-4.121283950560771,-4411.562146497813,0
Candidate 6: Expected Return Decay Exit,1,123,10,TIME_LIMIT_10D,5.589730495698409,5736.842707708414,1
Candidate 6: Expected Return Decay Exit,1,124,1,RETURN_DECAY,-1.7056965323236843,-1848.4406949128027,0
Candidate 6: Expected Return Decay Exit,1,125,10,TIME_LIMIT_10D,-16.28429693656461,-17346.070901510644,0
Candidate 6: Expected Return Decay Exit,1,126,10,TIME_LIMIT_10D,-26.47427294292346,-23608.210844604135,0
Candidate 6: Expected Return Decay Exit,1,127,10,TIME_LIMIT_10D,-5.0397927421428586,-3304.3880099845137,0
Candidate 6: Expected Return Decay Exit,1,128,10,TIME_LIMIT_10D,5.907811796382023,3678.2959279677434,1
Candidate 6: Expected Return Decay Exit,1,129,10,TIME_LIMIT_10D,-0.3644537165720411,-240.3202643717564,0
Candidate 6: Expected Return Decay Exit,1,130,10,TIME_LIMIT_10D,-8.840899293325268,-5808.429996215999,0
Candidate 6: Expected Return Decay Exit,1,131,10,TIME_LIMIT_10D,-1.0340328514476795,-619.2937324932756,0
Candidate 6: Expected Return Decay Exit,1,132,10,TIME_LIMIT_10D,12.92178606946769,7658.977047602899,1
Candidate 6: Expected Return Decay Exit,1,133,10,TIME_LIMIT_10D,-4.724744712919601,-3162.309027070485,0
Candidate 6: Expected Return Decay Exit,1,134,10,TIME_LIMIT_10D,-0.17810670403061685,-113.57594213022972,0
Candidate 6: Expected Return Decay Exit,1,135,10,TIME_LIMIT_10D,-10.134948136236865,-6451.39175096616,0
Candidate 6: Expected Return Decay Exit,1,136,10,TIME_LIMIT_10D,9.741184561165063,5572.299938546604,1
Candidate 6: Expected Return Decay Exit,1,137,10,TIME_LIMIT_10D,7.681976951872967,4822.423608844679,1
Candidate 6: Expected Return Decay Exit,1,138,10,TIME_LIMIT_10D,1.0466942148760328,707.5468486794933,1
Candidate 6: Expected Return Decay Exit,1,139,5,TIME_LIMIT_10D,8.561325465274624,5847.880570298833,1
Candidate 7: Combined Adaptive Exit,1,1,4,PROFIT_TARGET,2.8969999999999985,2896.9999999999986,1
Candidate 7: Combined Adaptive Exit,1,2,7,PROFIT_TARGET,2.896999999999998,2980.9260899999977,1
Candidate 7: Combined Adaptive Exit,1,3,2,PROFIT_TARGET,2.8969999999999994,3067.283518827299,1
Candidate 7: Combined Adaptive Exit,1,4,6,PROFIT_TARGET,2.896999999999999,3156.1427223677256,1
Candidate 7: Combined Adaptive Exit,1,5,4,STOP_LOSS,-3.8513325994254224,-4317.395926728064,0
Candidate 7: Combined Adaptive Exit,1,6,7,PROFIT_TARGET,2.897000000000002,3122.5012170374102,1
Candidate 7: Combined Adaptive Exit,1,7,5,STOP_LOSS,-3.5333925769548435,-3918.760540961805,0
Candidate 7: Combined Adaptive Exit,1,8,1,STOP_LOSS,-3.459610012330589,-3701.357080160372,0
Candidate 7: Combined Adaptive Exit,1,9,10,TIME_LIMIT_10D,0.33183480600194304,342.74002596677553,1
Candidate 7: Combined Adaptive Exit,1,10,10,TIME_LIMIT_10D,-2.5292980445718154,-2621.088294714206,0
Candidate 7: Combined Adaptive Exit,1,11,5,PROFIT_TARGET,2.8970000000000025,2926.2015204654613,1
Candidate 7: Combined Adaptive Exit,1,12,6,PROFIT_TARGET,2.8970000000000016,3010.973578513345,1
Candidate 7: Combined Adaptive Exit,1,13,6,STOP_LOSS,-2.943009200638946,-3147.406099463627,0
Candidate 7: Combined Adaptive Exit,1,14,2,PROFIT_TARGET,2.896999999999999,3007.0211283814124,1
Candidate 7: Combined Adaptive Exit,1,15,4,PROFIT_TARGET,2.897000000000003,3094.134530470626,1
Candidate 7: Combined Adaptive Exit,1,16,8,PROFIT_TARGET,2.8970000000000002,3183.771607818357,1
Candidate 7: Combined Adaptive Exit,1,17,5,STOP_LOSS,-3.941124039811715,-4456.729001547374,0
Candidate 7: Combined Adaptive Exit,1,18,2,STOP_LOSS,-4.086799776700137,-4439.325449698065,0
Candidate 7: Combined Adaptive Exit,1,19,2,PROFIT_TARGET,2.8969999999999994,3018.2867738442737,1
Candidate 7: Combined Adaptive Exit,1,20,1,PROFIT_TARGET,2.8970000000000073,3105.7265416825508,1
Candidate 7: Combined Adaptive Exit,1,21,5,STOP_LOSS,-5.532054255392003,-6102.4448338853435,0
Candidate 7: Combined Adaptive Exit,1,22,2,PROFIT_TARGET,2.8969999999999985,3018.9116127574266,1
Candidate 7: Combined Adaptive Exit,1,23,2,PROFIT_TARGET,2.8970000000000042,3106.3694821790154,1
Candidate 7: Combined Adaptive Exit,1,24,4,PROFIT_TARGET,2.897000000000005,3196.3610060777423,1
Candidate 7: Combined Adaptive Exit,1,25,8,STOP_LOSS,-5.392686896665463,-6122.309028161741,0
Candidate 7: Combined Adaptive Exit,1,26,2,STOP_LOSS,-5.081873503175893,-5458.315066715562,0
Candidate 7: Combined Adaptive Exit,1,27,1,PROFIT_TARGET,2.896999999999998,2953.468904395212,1
Candidate 7: Combined Adaptive Exit,1,28,2,PROFIT_TARGET,2.8969999999999962,3039.0308985555394,1
Candidate 7: Combined Adaptive Exit,1,29,4,STOP_LOSS,-7.494347020318937,-8089.527064308008,0
Candidate 7: Combined Adaptive Exit,1,30,6,STOP_LOSS,-8.37781247441341,-8365.429462111384,0
Candidate 7: Combined Adaptive Exit,1,31,2,PROFIT_TARGET,2.897000000000001,2650.3715331163285,1
Candidate 7: Combined Adaptive Exit,1,32,2,STOP_LOSS,-8.65235458906125,-8145.078706685694,0
Candidate 7: Combined Adaptive Exit,1,33,1,PROFIT_TARGET,2.8970000000000042,2491.189866298027,1
Candidate 7: Combined Adaptive Exit,1,34,5,PROFIT_TARGET,2.897000000000003,2563.359636724679,1
Candidate 7: Combined Adaptive Exit,1,35,2,PROFIT_TARGET,2.8970000000000065,2637.6201654005968,1
Candidate 7: Combined Adaptive Exit,1,36,2,PROFIT_TARGET,2.8969999999999976,2714.032021592244,1
Candidate 7: Combined Adaptive Exit,1,37,1,PROFIT_TARGET,2.897000000000001,2792.6575292577745,1
Candidate 7: Combined Adaptive Exit,1,38,2,PROFIT_TARGET,2.897000000000004,2873.560817880375,1
Candidate 7: Combined Adaptive Exit,1,39,5,PROFIT_TARGET,2.8970000000000073,2956.807874774373,1
Candidate 7: Combined Adaptive Exit,1,40,3,PROFIT_TARGET,2.8970000000000042,3042.466598906584,1
Candidate 7: Combined Adaptive Exit,1,41,1,PROFIT_TARGET,2.8970000000000042,3130.606856276908,1
Candidate 7: Combined Adaptive Exit,1,42,1,PROFIT_TARGET,2.897000000000006,3221.3005369032517,1
Candidate 7: Combined Adaptive Exit,1,43,4,PROFIT_TARGET,2.897000000000004,3314.6216134573365,1
Candidate 7: Combined Adaptive Exit,1,44,2,PROFIT_TARGET,2.897,3410.646201599191,1
Candidate 7: Combined Adaptive Exit,1,45,1,PROFIT_TARGET,2.897,3509.4526220595194,1
Candidate 7: Combined Adaptive Exit,1,46,1,STOP_LOSS,-6.601605727617035,-8228.926525129411,0
Candidate 7: Combined Adaptive Exit,1,47,3,PROFIT_TARGET,2.8970000000000034,3372.7294630875886,1
Candidate 7: Combined Adaptive Exit,1,48,7,PROFIT_TARGET,2.897000000000007,3470.43743563324,1
Candidate 7: Combined Adaptive Exit,1,49,10,PROB_DETERIORATION,1.0919744357999248,1346.0181262504645,1
Candidate 7: Combined Adaptive Exit,1,50,2,PROFIT_TARGET,2.8969999999999962,3609.970153260998,1
Candidate 7: Combined Adaptive Exit,1,51,2,PROFIT_TARGET,2.897,3714.550988600974,1
Candidate 7: Combined Adaptive Exit,1,52,1,PROB_DETERIORATION,1.2939731039704743,1707.2054607556574,1
Candidate 7: Combined Adaptive Exit,1,53,4,PROB_DETERIORATION,1.2820444954296961,1713.3545658511412,1
Candidate 7: Combined Adaptive Exit,1,54,4,STOP_LOSS,-4.064627311452843,-5501.705487406205,0
Candidate 7: Combined Adaptive Exit,1,55,4,PROFIT_TARGET,2.897000000000008,3761.870746741395,1
Candidate 7: Combined Adaptive Exit,1,56,1,PROFIT_TARGET,2.897000000000003,3870.852142274487,1
Candidate 7: Combined Adaptive Exit,1,57,10,TIME_LIMIT_10D,-3.6489942399364406,-5016.883060836537,0
Candidate 7: Combined Adaptive Exit,1,58,7,PROFIT_TARGET,2.8970000000000113,3837.651626563756,1
Candidate 7: Combined Adaptive Exit,1,59,1,PROB_DETERIORATION,1.970698143191488,2686.2094526071046,1
Candidate 7: Combined Adaptive Exit,1,60,1,PROFIT_TARGET,2.8970000000000034,4026.6478820273255,1
Candidate 7: Combined Adaptive Exit,1,61,3,PROB_DETERIORATION,0.6769580182189443,968.1878045128806,1
Candidate 7: Combined Adaptive Exit,1,62,2,STOP_LOSS,-4.1289632936639755,-5945.234345745594,0
Candidate 7: Combined Adaptive Exit,1,63,1,STOP_LOSS,-4.083796772370532,-5637.408438665587,0
Candidate 7: Combined Adaptive Exit,1,64,2,PROFIT_TARGET,2.8970000000000007,3835.7991104019998,1
Candidate 7: Combined Adaptive Exit,1,65,7,PROFIT_TARGET,2.8970000000000025,3946.922210630348,1
Candidate 7: Combined Adaptive Exit,1,66,2,PROB_DETERIORATION,2.0717391304347825,2904.3426583421437,1
Candidate 7: Combined Adaptive Exit,1,67,3,PROB_DETERIORATION,-2.2830859548971945,-3266.9355107481447,0
Candidate 7: Combined Adaptive Exit,1,68,7,PROFIT_TARGET,2.8970000000000042,4050.7602321381105,1
Candidate 7: Combined Adaptive Exit,1,69,9,PROB_DETERIORATION,-2.2302123129877547,-3208.7580014044615,0
Candidate 7: Combined Adaptive Exit,1,70,3,PROFIT_TARGET,2.896999999999999,4075.153036762456,1
Candidate 7: Combined Adaptive Exit,1,71,5,PROB_DETERIORATION,-1.2518765246390742,-1812.0060191894809,0
Candidate 7: Combined Adaptive Exit,1,72,2,STOP_LOSS,-4.234620098975571,-6052.592653234103,0
Candidate 7: Combined Adaptive Exit,1,73,1,PROFIT_TARGET,2.897000000000002,3965.3727966973574,1
Candidate 7: Combined Adaptive Exit,1,74,2,PROFIT_TARGET,2.896999999999998,4080.2496466176744,1
Candidate 7: Combined Adaptive Exit,1,75,4,PROFIT_TARGET,2.897000000000001,4198.454478880193,1
Candidate 7: Combined Adaptive Exit,1,76,6,PROFIT_TARGET,2.8969999999999967,4320.083705133346,1
Candidate 7: Combined Adaptive Exit,1,77,2,PROFIT_TARGET,2.897000000000012,4445.236530071082,1
Candidate 7: Combined Adaptive Exit,1,78,3,STOP_LOSS,-6.61307249593969,-10441.247154446017,0
Candidate 7: Combined Adaptive Exit,1,79,1,PROFIT_TARGET,2.896999999999997,4271.532102282918,1
Candidate 7: Combined Adaptive Exit,1,80,10,PROFIT_TARGET,2.897000000000007,4395.278387286068,1
Candidate 7: Combined Adaptive Exit,1,81,9,PROFIT_TARGET,2.8969999999999962,4522.6096021657295,1
Candidate 7: Combined Adaptive Exit,1,82,1,PROFIT_TARGET,2.897000000000009,4653.629602340491,1
Candidate 7: Combined Adaptive Exit,1,83,4,STOP_LOSS,-4.5284997663959725,-7485.147809706902,0
Candidate 7: Combined Adaptive Exit,1,84,10,TIME_LIMIT_10D,-2.0776244751049786,-3278.587894542954,0
Candidate 7: Combined Adaptive Exit,1,85,8,STOP_LOSS,-4.703277468360331,-7267.789152267768,0
Candidate 7: Combined Adaptive Exit,1,86,7,STOP_LOSS,-3.8249674409335204,-5632.580742851929,0
Candidate 7: Combined Adaptive Exit,1,87,10,TIME_LIMIT_10D,-2.5188779442796156,-3567.378158773589,0
Candidate 7: Combined Adaptive Exit,1,88,5,PROFIT_TARGET,2.8969999999999994,3999.5491674468735,1
Candidate 7: Combined Adaptive Exit,1,89,2,STOP_LOSS,-3.462744707463387,-4919.100912298093,0
Candidate 7: Combined Adaptive Exit,1,90,2,PROFIT_TARGET,2.8969999999999994,3972.909753398533,1
Candidate 7: Combined Adaptive Exit,1,91,2,PROFIT_TARGET,2.8969999999999936,4088.0049489544804,1
Candidate 7: Combined Adaptive Exit,1,92,4,PROFIT_TARGET,2.897000000000011,4206.434452325716,1
Candidate 7: Combined Adaptive Exit,1,93,4,STOP_LOSS,-5.423250206233837,-8102.6668910978915,0
Candidate 7: Combined Adaptive Exit,1,94,5,STOP_LOSS,-5.969326136786015,-8434.863056122882,0
Candidate 7: Combined Adaptive Exit,1,95,3,PROFIT_TARGET,2.8970000000000042,3849.202615838596,1
Candidate 7: Combined Adaptive Exit,1,96,1,PROFIT_TARGET,2.8970000000000073,3960.714015619444,1
Candidate 7: Combined Adaptive Exit,1,97,1,STOP_LOSS,-5.480281588835922,-7709.5774727150465,0
Candidate 7: Combined Adaptive Exit,1,98,4,STOP_LOSS,-5.861879774935338,-7794.477882154882,0
Candidate 7: Combined Adaptive Exit,1,99,1,PROFIT_TARGET,2.8969999999999967,3626.3034170213436,1
Candidate 7: Combined Adaptive Exit,1,100,10,TIME_LIMIT_10D,0.4394581931027241,566.0254030705295,1
Candidate 7: Combined Adaptive Exit,1,101,6,PROFIT_TARGET,2.897000000000009,3747.755182939421,1
Candidate 7: Combined Adaptive Exit,1,102,8,STOP_LOSS,-4.526916899040971,-6025.9837106286,0
Candidate 7: Combined Adaptive Exit,1,103,3,PROFIT_TARGET,2.8970000000000042,3681.7549024922596,1
Candidate 7: Combined Adaptive Exit,1,104,2,PROFIT_TARGET,2.8970000000000073,3788.415342017465,1
Candidate 7: Combined Adaptive Exit,1,105,2,PROFIT_TARGET,2.8970000000000073,3898.1657344757105,1
Candidate 7: Combined Adaptive Exit,1,106,5,PROFIT_TARGET,2.8969999999999967,4011.0955958034574,1
Candidate 7: Combined Adaptive Exit,1,107,1,STOP_LOSS,-4.807955763344088,-6849.7968821158365,0
Candidate 7: Combined Adaptive Exit,1,108,3,PROFIT_TARGET,2.897000000000008,3928.858419539003,1
Candidate 7: Combined Adaptive Exit,1,109,1,STOP_LOSS,-5.9166371471224615,-8256.49139192032,0
Candidate 7: Combined Adaptive Exit,1,110,4,STOP_LOSS,-6.713005319348262,-8813.540814731336,0
Candidate 7: Combined Adaptive Exit,1,111,2,PROFIT_TARGET,2.897000000000005,3548.1586149263458,1
Candidate 7: Combined Adaptive Exit,1,112,8,STOP_LOSS,-7.485993482616644,-9434.234966376565,0
Candidate 7: Combined Adaptive Exit,1,113,3,STOP_LOSS,-5.70111108563856,-6646.977925235689,0
Candidate 7: Combined Adaptive Exit,1,114,1,PROFIT_TARGET,2.897000000000006,3185.076032530755,1
Candidate 7: Combined Adaptive Exit,1,115,10,TIME_LIMIT_10D,-1.132716334119815,-1281.4308787048888,0
Candidate 7: Combined Adaptive Exit,1,116,2,PROFIT_TARGET,2.8970000000000073,3240.2246326370923,1
Candidate 7: Combined Adaptive Exit,1,117,1,PROFIT_TARGET,2.8970000000000042,3334.0939402445856,1
Candidate 7: Combined Adaptive Exit,1,118,10,TIME_LIMIT_10D,-3.6681968881663183,-4343.9487022941585,0
Candidate 7: Combined Adaptive Exit,1,119,3,PROFIT_TARGET,2.8969999999999967,3304.8384477880004,1
Candidate 7: Combined Adaptive Exit,1,120,1,PROFIT_TARGET,2.8970000000000105,3400.579617620435,1
Candidate 7: Combined Adaptive Exit,1,121,4,STOP_LOSS,-5.164834324339783,-6238.261273195241,0
Candidate 7: Combined Adaptive Exit,1,122,3,STOP_LOSS,-5.774164603876759,-6614.023482826982,0
Candidate 7: Combined Adaptive Exit,1,123,6,STOP_LOSS,-6.1242994091318,-6610.02319690251,0
Candidate 7: Combined Adaptive Exit,1,124,3,STOP_LOSS,-6.263138440772585,-6345.878775343613,0
Candidate 7: Combined Adaptive Exit,1,125,3,STOP_LOSS,-6.308968542228138,-5991.954828062685,0
Candidate 7: Combined Adaptive Exit,1,126,1,STOP_LOSS,-8.050564429497106,-7163.6526381867925,0
Candidate 7: Combined Adaptive Exit,1,127,1,PROFIT_TARGET,2.897000000000007,2370.313291327711,1
Candidate 7: Combined Adaptive Exit,1,128,1,PROFIT_TARGET,2.8970000000000016,2438.9812673774704,1
Candidate 7: Combined Adaptive Exit,1,129,5,PROFIT_TARGET,2.897000000000001,2509.6385546933952,1
Candidate 7: Combined Adaptive Exit,1,130,5,STOP_LOSS,-11.140372294961313,-9930.362444862067,0
Candidate 7: Combined Adaptive Exit,1,131,1,PROFIT_TARGET,2.8970000000000082,2294.660183595214,1
Candidate 7: Combined Adaptive Exit,1,132,1,PROFIT_TARGET,2.897000000000004,2361.136489113964,1
Candidate 7: Combined Adaptive Exit,1,133,5,PROFIT_TARGET,2.896999999999999,2429.538613203592,1
Candidate 7: Combined Adaptive Exit,1,134,1,PROFIT_TARGET,2.897000000000001,2499.922346828102,1
Candidate 7: Combined Adaptive Exit,1,135,9,STOP_LOSS,-7.123420944204785,-6325.1283884117665,0
Candidate 7: Combined Adaptive Exit,1,136,3,STOP_LOSS,-5.839215428234898,-4815.500642444003,0
Candidate 7: Combined Adaptive Exit,1,137,1,PROFIT_TARGET,2.897000000000003,2249.601074191821,1
Candidate 7: Combined Adaptive Exit,1,138,2,PROFIT_TARGET,2.8969999999999994,2314.772017311155,1
Candidate 7: Combined Adaptive Exit,1,139,3,PROFIT_TARGET,2.897000000000002,2381.8309626526616,1
Candidate 7: Combined Adaptive Exit,1,140,3,STOP_LOSS,-7.6790811321236845,-6496.424722115666,0
Candidate 7: Combined Adaptive Exit,1,141,1,PROFIT_TARGET,2.8970000000000042,2262.63118144102,1
Candidate 7: Combined Adaptive Exit,1,142,1,PROFIT_TARGET,2.897000000000001,2328.1796067673636,1
Candidate 7: Combined Adaptive Exit,1,143,1,PROFIT_TARGET,2.8970000000000025,2395.6269699754152,1
Candidate 7: Combined Adaptive Exit,1,144,2,PROFIT_TARGET,2.897000000000002,2465.0282832956027,1
Candidate 7: Combined Adaptive Exit,1,145,5,PROFIT_TARGET,2.897000000000004,2536.440152662678,1
Candidate 7: Combined Adaptive Exit,1,146,2,PROFIT_TARGET,2.8970000000000042,2609.920823885316,1
Candidate 7: Combined Adaptive Exit,1,147,1,PROFIT_TARGET,2.8969999999999936,2685.5302301532643,1
Candidate 7: Combined Adaptive Exit,1,148,1,STOP_LOSS,-6.930072501650167,-6610.313265298287,0
Candidate 7: Combined Adaptive Exit,1,149,4,STOP_LOSS,-8.198256172077386,-7278.05148444611,0
Candidate 7: Combined Adaptive Exit,1,150,1,PROFIT_TARGET,2.8969999999999967,2360.984114120712,1
Candidate 7: Combined Adaptive Exit,1,151,1,PROFIT_TARGET,2.897,2429.381823906792,1
Candidate 7: Combined Adaptive Exit,1,152,3,PROFIT_TARGET,2.897,2499.7610153453716,1
Candidate 7: Combined Adaptive Exit,1,153,5,PROB_DETERIORATION,0.3546805678457136,314.91264788996165,1
Candidate 7: Combined Adaptive Exit,1,154,8,PROFIT_TARGET,2.897000000000002,2581.3021113693007,1
Candidate 7: Combined Adaptive Exit,1,155,1,PROFIT_TARGET,2.896999999999993,2656.0824335356615,1
Candidate 7: Combined Adaptive Exit,1,156,1,STOP_LOSS,-7.027991498525924,-6630.205582545998,0
Candidate 7: Combined Adaptive Exit,1,157,5,STOP_LOSS,-8.155557701791524,-7153.2210404270145,0
Candidate 7: Combined Adaptive Exit,1,158,10,TIME_LIMIT_10D,-6.181863570764393,-4979.896058576028,0
Candidate 7: Combined Adaptive Exit,1,159,2,PROFIT_TARGET,2.896999999999998,2189.4556835507183,1
Candidate 7: Combined Adaptive Exit,1,160,10,TIME_LIMIT_10D,-0.10569546143602052,-82.19524909733511,0
Candidate 7: Combined Adaptive Exit,1,161,2,STOP_LOSS,-7.358406914397846,-5716.298574733512,0
Candidate 7: Combined Adaptive Exit,1,162,3,STOP_LOSS,-9.401625526201952,-6766.125798990475,0
Candidate 7: Combined Adaptive Exit,1,163,1,PROFIT_TARGET,2.897000000000009,1888.8871842300566,1
Candidate 7: Combined Adaptive Exit,1,164,2,PROFIT_TARGET,2.8970000000000082,1943.6082459572006,1
Candidate 7: Combined Adaptive Exit,1,165,1,PROFIT_TARGET,2.897000000000009,1999.9145768425817,1
