strategy,cum_return_pct,total_trades,win_rate_pct,profit_factor,expectancy_pct,daily_sharpe,max_drawdown_pct
Candidate A: Baseline Control (P(up) >= 0.55),67.33858346210907,55.2,59.086187691450846,1.9016613856050628,1.1631526190512553,0.744826021852151,31.19907300145161
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),79.83927385805731,41.4,66.34842916267066,3.5793324703680733,2.0943255629329753,1.087744334317676,23.695811512603182
Candidate C: Risk-Adjusted Edge (RAE > 0.5),53.698809265973786,42.2,63.30427988188385,2.652455828289085,1.4264417594366727,0.8312596615044374,25.48083352955215
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),67.58198432628099,54.8,58.81032562248534,1.9079604252206572,1.1688497571367482,0.7476975816881202,31.19907300145161
Candidate E: Meta-Filtered + Mission 25 Exit,65.04098241340958,77.0,62.53935339515401,2.1959668794741267,0.7370816525315309,0.9930244428417696,25.83431349921397
Candidate F: Meta-Filtered + Tiered Sizing,67.58198432628099,54.8,58.81032562248534,1.9079604252206572,1.1688497571367482,0.7476975816881202,31.19907300145161
