candidate_id,target_name,model,total_folds,mean_roc_auc,median_roc_auc,std_roc_auc,min_roc_auc,max_roc_auc,mean_pr_auc,std_pr_auc,mean_mcc,std_mcc,mean_f1,std_f1,mean_return_spread_pct,std_return_spread_pct,pos_auc_folds,pos_mcc_folds,pos_spread_folds,stability_score,worst_fold,worst_fold_auc,best_fold,best_fold_auc,verdict
Candidate_B,TARGET_B,xgboost,5,0.5273703838014164,0.5348731884057971,0.01941771145488884,0.49657106178845306,0.5474563401670463,0.5654909190927707,0.04301672149087615,0.05034018435830564,0.03319510903377208,0.5000201187037276,0.0851737146650056,0.3943479058815233,0.19494974795841283,4,5,5,92.02911442725555,1,0.49657106178845306,5,0.5474563401670463,🟢 STRONG CANDIDATE
Candidate_C,TARGET_D,random_forest,5,0.5607068769053957,0.5596714126757045,0.024152524529274837,0.5224114595082338,0.5940874475913408,0.615645633669859,0.05406347932150119,0.07956809639588695,0.04638958995361839,0.5453845931695052,0.07386959426577998,1.1477626486291448,0.6199132129478688,5,4,5,91.79237377353626,1,0.5224114595082338,3,0.5940874475913408,🟢 STRONG CANDIDATE
Candidate_A,TARGET_B,random_forest,5,0.5202739361517097,0.5213485054347826,0.013453723077217247,0.49610373523417006,0.536573019488737,0.563719924520813,0.03645503937285171,0.023892025227321922,0.025394207467197012,0.48307072078975455,0.08339708028072895,0.24382548097844833,0.2753842168898219,4,4,4,79.32731384613913,1,0.49610373523417006,5,0.536573019488737,🟢 STRONG CANDIDATE
Candidate_D,TARGET_D,xgboost,5,0.567392372885525,0.590142893813639,0.0454536015892254,0.4814177757726144,0.610797656602073,0.6224668223628674,0.06480178458028332,0.09444689819449839,0.07194513237740305,0.5260044984378537,0.07566878216490304,0.9827824917844233,0.8789809051447739,4,4,4,77.72731992053872,1,0.4814177757726144,2,0.610797656602073,🟢 STRONG CANDIDATE
