asset,feature_config,feature_count,model,fold,train_samples,validation_samples,accuracy,precision,recall,f1,roc_auc,training_time,prediction_time,is_model_collapse
reliance_ns,NO_PRICE_LEVELS_27,27,xgboost,1,1314,1404,0.47364672364672367,0.6,0.004054054054054054,0.008053691275167786,0.5078679583197656,0.6564556000521407,0.014572500018402934,True
reliance_ns,NO_PRICE_LEVELS_27,27,logistic_regression,2,2718,1407,0.511727078891258,0.5044802867383512,0.8077474892395983,0.6210700496414782,0.5188211045325035,0.055241000023670495,0.007275699987076223,False
reliance_ns,NO_PRICE_LEVELS_27,27,random_forest,2,2718,1407,0.5110163468372424,0.5039370078740157,0.8263988522238164,0.6260869565217392,0.5304878048780488,0.7203721000114456,0.22506810002960265,False
reliance_ns,NO_PRICE_LEVELS_27,27,xgboost,2,2718,1407,0.5202558635394456,0.5087719298245614,0.9153515064562411,0.6540235776524859,0.5465556610827086,0.718561299960129,0.013328899978660047,False
reliance_ns,NO_PRICE_LEVELS_27,27,logistic_regression,3,4125,1409,0.47622427253371186,0.5135135135135135,0.02571041948579161,0.04896907216494845,0.5139397733928462,0.13734500005375594,0.004282500012777746,True
reliance_ns,NO_PRICE_LEVELS_27,27,random_forest,3,4125,1409,0.48474095102909864,0.5607476635514018,0.08119079837618404,0.14184397163120568,0.5096843253287014,0.8728432999923825,0.20870990003459156,False
reliance_ns,NO_PRICE_LEVELS_27,27,xgboost,3,4125,1409,0.49112845990063875,0.5705128205128205,0.12043301759133965,0.19888268156424582,0.503738412134187,0.746664100093767,0.02759640000294894,False
tcs_ns,ALL_32,32,logistic_regression,1,918,1262,0.4960380348652932,0.49833333333333335,0.471608832807571,0.4846029173419773,0.4933542968514537,0.060648499988019466,0.005051700049079955,False
tcs_ns,ALL_32,32,random_forest,1,918,1262,0.4849445324881141,0.481651376146789,0.3312302839116719,0.3925233644859813,0.48404880548132373,0.6297319999430329,0.20071409991942346,False
tcs_ns,ALL_32,32,xgboost,1,918,1262,0.4849445324881141,0.4806763285024155,0.3138801261829653,0.3797709923664122,0.4920382165605095,0.47762699995655566,0.028860800084657967,False
tcs_ns,ALL_32,32,logistic_regression,2,2180,1263,0.5170229612034838,0.52015732546706,0.8125960061443932,0.6342925659472423,0.5123615754545545,0.070858099963516,0.00610849994700402,False
tcs_ns,ALL_32,32,random_forest,2,2180,1263,0.49643705463182897,0.5226586102719033,0.26574500768049153,0.35234215885947046,0.5053123399897593,0.6926764999516308,0.24838490004185587,False
tcs_ns,ALL_32,32,xgboost,2,2180,1263,0.5130641330166271,0.5350194552529183,0.42242703533026116,0.4721030042918455,0.5126301416623997,0.6285799000179395,0.012468499946407974,False
tcs_ns,ALL_32,32,logistic_regression,3,3443,1265,0.5011857707509881,0.5380952380952381,0.34087481146304677,0.41735918744228995,0.5114399963921168,0.050520400051027536,0.004851000034250319,False
tcs_ns,ALL_32,32,random_forest,3,3443,1265,0.4774703557312253,0.6666666666666666,0.006033182503770739,0.01195814648729447,0.5071155474712247,0.8671999999787658,0.21669179992750287,True
tcs_ns,ALL_32,32,xgboost,3,3443,1265,0.4782608695652174,0.5333333333333333,0.03619909502262444,0.06779661016949153,0.5130485109965274,0.5069676999701187,0.01384559995494783,True
tcs_ns,SHORTLIST_16,16,logistic_regression,1,944,1262,0.506339144215531,0.5081723625557206,0.5394321766561514,0.523335883703137,0.5093908858928249,0.016789900022558868,0.0047036000760272145,False
