strategy,fold,trade_id,net_return_pct,net_pnl,is_win
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,43,-8.819431487692851,-12471.585433187724,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,44,-1.649437803245513,-2126.7640709283005,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,45,2.3738947413968736,3010.382468727213,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,46,2.89963968292097,3764.3801825148244,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,47,-2.1874649617209365,-2922.1627688537696,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,48,-5.80598348073223,-7586.362807984192,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,49,-2.9971163024827394,-3688.7967330858314,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,50,10.467491766018037,12497.07573323266,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,51,4.32808928020215,5708.164467340615,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,52,-11.069463005004476,-15230.987919434046,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,53,-19.07174472259201,-23336.883612632657,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,54,19.224609535167232,19037.509829881332,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,55,-8.42630507583333,-9948.456387436496,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,56,-1.9999799140690264,-2162.2947488356986,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,57,-5.60799095047901,-5941.86428979303,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,58,7.465291918334669,7466.162685410126,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,59,1.5365777758758918,1651.4804020175684,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,60,8.85744327228786,9666.066487012533,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,61,-0.6786786253272886,-806.2388097298333,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,62,2.051511282883194,2420.5604165134846,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,63,-9.648925797385779,-11618.242160833002,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,64,-3.626872253417969,-3945.7270311812836,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,65,-8.659694425947503,-9079.31950722596,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,66,6.341046919885095,6072.59278161345,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,67,-0.1658995868276799,-168.9504793505625,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,68,-2.61788282436885,-2661.6027500597506,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,69,-6.446766290288218,-6382.843136791598,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,70,-18.56691823808526,-17197.71999585913,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,71,-12.490826514459425,-9421.566022571214,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,72,-1.1300820957165252,-745.9255714262706,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,73,-3.5384186046511634,-2309.185834805798,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,74,2.565920156137102,1615.2776750582882,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,75,-10.514645838005803,-6788.9370547731405,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,76,4.295348949621123,2481.7472280991105,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,77,0.3911824713592246,235.72379364547982,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,78,-0.27954945633307854,-169.11349203057563,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,79,-3.017956570834085,-1820.6095785335083,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,80,-5.185072064878768,-3033.5416686752214,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,81,10.583042298139683,5870.599039289467,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,82,13.56815450538954,8323.025045237697,1
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,83,-2.0736972540340015,-1444.6490029495521,0
Candidate D: Meta-Filtered High Quality (P_meta >= 0.55),1,84,5.24582392092611,3578.739250814245,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,1,3.506061576548527,3506.061576548527,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,2,8.867857142857142,9178.769674806072,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,3,2.2419103171362926,2526.29285767174,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,4,-3.529523521496194,-4066.4037248082564,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,5,0.33183480600194304,368.8168672683721,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,6,1.1140499034968299,1242.3164541360861,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,7,-0.8770418019521827,-988.9159711463589,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,8,3.4198830264527684,3822.298532767385,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,9,9.669315180360716,11176.687569251595,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,10,1.9419451909863092,2461.724761752185,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,11,-7.075203684285945,-9143.119354739289,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,12,9.955817008647067,11955.395987178934,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,13,-0.9666508416177764,-1276.365048513918,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,14,0.6030509796221826,788.5709306674369,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,15,-11.675473448000744,-15359.334138358816,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,16,-16.867106744663673,-19598.363095296165,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,17,8.56174133149344,8270.165569356326,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,18,1.7107453133248531,1793.9662204028086,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,19,11.174483452343384,11918.543771183018,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,20,1.6301230672140448,1932.9528134191632,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,21,0.4206150783731652,506.8834927953061,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,22,0.7684214402161978,929.9201574096967,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,23,1.2794891878336763,1560.296964140536,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,24,0.5548349066976014,685.2608518629249,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,25,4.7721484509156555,5926.646824696907,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,26,1.293973103970474,1683.7057759815784,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,27,1.2820444954296966,1689.770238639636,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,28,0.10120611530513363,135.10262059433498,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,29,-3.6489942399364406,-4876.06522152855,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,30,3.57971794142501,4608.943550818393,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,31,1.9706981431914885,2628.133439369401,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,32,2.820945893676662,3836.166546887709,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,33,-4.897182049419719,-6847.476352727742,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,34,7.373064112604245,9804.505354978437,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,35,-2.2830859548971945,-3259.8325118350995,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,36,-2.518086052519276,-3513.284626174755,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,37,0.3909736752152256,531.7583668875604,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,38,-0.9463493371358399,-1292.1500951552248,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,39,1.6143156548802753,2183.335248777162,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,40,-2.5429283739305792,-3494.7892587249257,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,41,2.305434151323749,3087.82688676623,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,42,0.7636731717242692,1046.4210291498073,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,43,3.6568282454790157,5049.024502586037,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,44,1.946052006356463,2785.192862717105,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,45,-2.9135851145762532,-4251.076818351114,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,46,-2.437910515127719,-3453.4046380571554,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,47,0.8923019818112098,1233.169168331595,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,48,-7.919574857283126,-11042.583698165085,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,49,4.425782811459028,5682.327297126751,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,50,0.4433290324749044,594.3880369552526,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,51,-0.16087328349583696,-216.64512017528358,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,52,0.2828274322048332,380.26581871196123,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,53,-12.641667038229528,-17044.987084766944,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,54,3.676354270105177,4330.260487585464,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,55,-1.5516970574285969,-1894.8870182985784,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,56,2.97220117584448,3573.2452061039435,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,57,-0.005976470588235306,-7.398597495770105,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,58,2.8307711538037723,3504.1559000745274,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,59,-9.060198424409327,-11532.92479726057,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,60,-4.020611298970489,-4654.230009583328,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,61,2.8779923774673777,3197.5943817355246,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,62,2.6832258303768985,3066.997623650547,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,63,1.2586960839999544,1477.3268741912239,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,64,-10.951594849050931,-13015.63666415224,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,65,-14.95215425531915,-15824.061506705813,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,66,19.224609535167232,17303.54308559471,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,67,-5.220262061657108,-5601.904814952795,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,68,5.6769037864596195,5773.915941940465,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,69,-7.521360759697426,-8084.16974106088,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,70,5.0349036594149785,5004.62567291763,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,71,2.8287016240695673,2953.256821191488,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,72,-1.7519192151314804,-1880.7995150071238,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,73,2.3043820309868988,2430.563566260768,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,74,5.339725775206127,5761.89970043968,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,75,5.4187229641684125,6159.364014354425,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,76,-12.554457560377024,-15043.698719008482,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,77,-4.943434124101868,-5179.920585414614,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,78,1.1696707105719237,1165.0379860939745,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,79,-17.01404727776936,-17144.879713456696,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,80,18.072993631587725,15113.375998192556,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,81,4.431010521805534,4375.067394078884,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,82,-1.3681773925551737,-1410.7623357907048,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,83,-1.2216573635273265,-1242.4471437212778,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,84,5.58973049569841,5615.4053216396505,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,85,-16.711492811395225,-17726.670323535516,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,86,-7.776092148356232,-6870.026273420865,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,87,-14.80802000590226,-12065.282994846495,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,88,-7.75220574583116,-5381.0189679713885,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,89,-0.2551481142500532,-163.37574681589945,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,90,-7.860556546342878,-5020.40795338838,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,91,11.822594124930244,6957.353619431566,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,92,-15.116434392646399,-9947.414704748142,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,93,-0.40219300644201966,-224.65650031150977,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,94,4.164405558247866,2316.793190449408,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,95,0.3911824713592246,226.69032047932745,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,96,2.543384922616076,1479.657679351319,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,97,-0.17810670403061687,-106.25199082992528,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,98,-10.134948136236863,-6035.373374917083,0
Candidate E: Meta-Filtered + Mission 25 Exit,1,99,9.741184561165063,5212.969849663789,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,100,7.681976951872968,4511.449339134297,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,101,1.046694214876033,661.9206485774453,1
Candidate E: Meta-Filtered + Mission 25 Exit,1,102,8.561325465274624,5470.779648188448,1
Candidate F: Meta-Filtered + Tiered Sizing,1,1,3.506061576548527,3506.061576548527,1
Candidate F: Meta-Filtered + Tiered Sizing,1,2,8.867857142857142,9178.769674806072,1
Candidate F: Meta-Filtered + Tiered Sizing,1,3,2.2419103171362926,2526.29285767174,1
Candidate F: Meta-Filtered + Tiered Sizing,1,4,-6.650095539108915,-7661.6498249315955,0
Candidate F: Meta-Filtered + Tiered Sizing,1,5,0.9634215231940824,1036.1547833350535,1
Candidate F: Meta-Filtered + Tiered Sizing,1,6,-0.8202009058917569,-890.620313279322,0
Candidate F: Meta-Filtered + Tiered Sizing,1,7,4.864876908052885,5239.229612006199,1
Candidate F: Meta-Filtered + Tiered Sizing,1,8,11.744441720257061,13263.49580712946,1
Candidate F: Meta-Filtered + Tiered Sizing,1,9,2.138849567917158,2699.179692086574,1
Candidate F: Meta-Filtered + Tiered Sizing,1,10,1.904391849230437,2454.7023215617346,1
Candidate F: Meta-Filtered + Tiered Sizing,1,11,0.7414116061328017,973.8561272529437,1
Candidate F: Meta-Filtered + Tiered Sizing,1,12,-5.79033851446468,-7662.092787855689,0
Candidate F: Meta-Filtered + Tiered Sizing,1,13,-5.292544025811025,-6597.864245494992,0
Candidate F: Meta-Filtered + Tiered Sizing,1,14,-6.169732441471571,-7284.326398472358,0
Candidate F: Meta-Filtered + Tiered Sizing,1,15,7.794466842342675,8634.8030349889,1
Candidate F: Meta-Filtered + Tiered Sizing,1,16,3.1630402384500744,3777.1758754901725,1
Candidate F: Meta-Filtered + Tiered Sizing,1,17,0.6147255932919244,757.2999316096727,1
Candidate F: Meta-Filtered + Tiered Sizing,1,18,2.9413394496058847,3645.804005150348,1
Candidate F: Meta-Filtered + Tiered Sizing,1,19,2.5356191963138346,3235.3555597565874,1
Candidate F: Meta-Filtered + Tiered Sizing,1,20,-1.3309616726826459,-1741.318814968391,0
Candidate F: Meta-Filtered + Tiered Sizing,1,21,6.683272597768281,8627.457212643561,1
Candidate F: Meta-Filtered + Tiered Sizing,1,22,3.7229629747573845,5127.18142619145,1
Candidate F: Meta-Filtered + Tiered Sizing,1,23,-3.6489942399364406,-5212.403892201895,0
Candidate F: Meta-Filtered + Tiered Sizing,1,24,2.5404118710538377,3496.4334664202165,1
Candidate F: Meta-Filtered + Tiered Sizing,1,25,8.492955222829172,11986.020796501722,1
Candidate F: Meta-Filtered + Tiered Sizing,1,26,-2.5484697513279833,-3902.089395624984,0
Candidate F: Meta-Filtered + Tiered Sizing,1,27,7.503150533681496,11195.669109550588,1
Candidate F: Meta-Filtered + Tiered Sizing,1,28,2.6802750902334473,4299.39113723246,1
Candidate F: Meta-Filtered + Tiered Sizing,1,29,-0.08076108344159005,-133.01993974206164,0
Candidate F: Meta-Filtered + Tiered Sizing,1,30,-1.2194931073616089,-2006.9801521253726,0
Candidate F: Meta-Filtered + Tiered Sizing,1,31,-7.262665309791042,-11806.767434433712,0
Candidate F: Meta-Filtered + Tiered Sizing,1,32,6.20346938604105,9352.424938202,1
Candidate F: Meta-Filtered + Tiered Sizing,1,33,-5.8401143472215375,-9350.81882910747,0
Candidate F: Meta-Filtered + Tiered Sizing,1,34,5.207873535478182,7851.536322821284,1
Candidate F: Meta-Filtered + Tiered Sizing,1,35,0.6069633218343713,962.7308866396418,1
Candidate F: Meta-Filtered + Tiered Sizing,1,36,-2.931638940982372,-4678.223645997963,0
Candidate F: Meta-Filtered + Tiered Sizing,1,37,-1.9345894578030913,-2996.6568316705843,0
Candidate F: Meta-Filtered + Tiered Sizing,1,38,-4.073510768520017,-6187.752215938272,0
Candidate F: Meta-Filtered + Tiered Sizing,1,39,-2.8903124473834865,-4211.602638395061,0
Candidate F: Meta-Filtered + Tiered Sizing,1,40,2.3939584071057998,3387.51910563482,1
Candidate F: Meta-Filtered + Tiered Sizing,1,41,-0.05245522134571706,-76.00255794556699,0
Candidate F: Meta-Filtered + Tiered Sizing,1,42,-2.3506267993045062,-3404.0450459337067,0
Candidate F: Meta-Filtered + Tiered Sizing,1,43,-8.819431487692851,-12471.585433187724,0
Candidate F: Meta-Filtered + Tiered Sizing,1,44,-1.649437803245513,-2126.7640709283005,0
Candidate F: Meta-Filtered + Tiered Sizing,1,45,2.3738947413968736,3010.382468727213,1
Candidate F: Meta-Filtered + Tiered Sizing,1,46,2.89963968292097,3764.3801825148244,1
Candidate F: Meta-Filtered + Tiered Sizing,1,47,-2.1874649617209365,-2922.1627688537696,0
Candidate F: Meta-Filtered + Tiered Sizing,1,48,-5.80598348073223,-7586.362807984192,0
Candidate F: Meta-Filtered + Tiered Sizing,1,49,-2.9971163024827394,-3688.7967330858314,0
Candidate F: Meta-Filtered + Tiered Sizing,1,50,10.467491766018037,12497.07573323266,1
Candidate F: Meta-Filtered + Tiered Sizing,1,51,4.32808928020215,5708.164467340615,1
Candidate F: Meta-Filtered + Tiered Sizing,1,52,-11.069463005004476,-15230.987919434046,0
Candidate F: Meta-Filtered + Tiered Sizing,1,53,-19.07174472259201,-23336.883612632657,0
Candidate F: Meta-Filtered + Tiered Sizing,1,54,19.224609535167232,19037.509829881332,1
Candidate F: Meta-Filtered + Tiered Sizing,1,55,-8.42630507583333,-9948.456387436496,0
Candidate F: Meta-Filtered + Tiered Sizing,1,56,-1.9999799140690264,-2162.2947488356986,0
Candidate F: Meta-Filtered + Tiered Sizing,1,57,-5.60799095047901,-5941.86428979303,0
Candidate F: Meta-Filtered + Tiered Sizing,1,58,7.465291918334669,7466.162685410126,1
Candidate F: Meta-Filtered + Tiered Sizing,1,59,1.5365777758758918,1651.4804020175684,1
Candidate F: Meta-Filtered + Tiered Sizing,1,60,8.85744327228786,9666.066487012533,1
Candidate F: Meta-Filtered + Tiered Sizing,1,61,-0.6786786253272886,-806.2388097298333,0
Candidate F: Meta-Filtered + Tiered Sizing,1,62,2.051511282883194,2420.5604165134846,1
Candidate F: Meta-Filtered + Tiered Sizing,1,63,-9.648925797385779,-11618.242160833002,0
Candidate F: Meta-Filtered + Tiered Sizing,1,64,-3.626872253417969,-3945.7270311812836,0
Candidate F: Meta-Filtered + Tiered Sizing,1,65,-8.659694425947503,-9079.31950722596,0
Candidate F: Meta-Filtered + Tiered Sizing,1,66,6.341046919885095,6072.59278161345,1
Candidate F: Meta-Filtered + Tiered Sizing,1,67,-0.1658995868276799,-168.9504793505625,0
Candidate F: Meta-Filtered + Tiered Sizing,1,68,-2.61788282436885,-2661.6027500597506,0
Candidate F: Meta-Filtered + Tiered Sizing,1,69,-6.446766290288218,-6382.843136791598,0
Candidate F: Meta-Filtered + Tiered Sizing,1,70,-18.56691823808526,-17197.71999585913,0
Candidate F: Meta-Filtered + Tiered Sizing,1,71,-12.490826514459425,-9421.566022571214,0
Candidate F: Meta-Filtered + Tiered Sizing,1,72,-1.1300820957165252,-745.9255714262706,0
Candidate F: Meta-Filtered + Tiered Sizing,1,73,-3.5384186046511634,-2309.185834805798,0
Candidate F: Meta-Filtered + Tiered Sizing,1,74,2.565920156137102,1615.2776750582882,1
Candidate F: Meta-Filtered + Tiered Sizing,1,75,-10.514645838005803,-6788.9370547731405,0
Candidate F: Meta-Filtered + Tiered Sizing,1,76,4.295348949621123,2481.7472280991105,1
Candidate F: Meta-Filtered + Tiered Sizing,1,77,0.3911824713592246,235.72379364547982,1
Candidate F: Meta-Filtered + Tiered Sizing,1,78,-0.27954945633307854,-169.11349203057563,0
Candidate F: Meta-Filtered + Tiered Sizing,1,79,-3.017956570834085,-1820.6095785335083,0
Candidate F: Meta-Filtered + Tiered Sizing,1,80,-5.185072064878768,-3033.5416686752214,0
Candidate F: Meta-Filtered + Tiered Sizing,1,81,10.583042298139683,5870.599039289467,1
Candidate F: Meta-Filtered + Tiered Sizing,1,82,13.56815450538954,8323.025045237697,1
Candidate F: Meta-Filtered + Tiered Sizing,1,83,-2.0736972540340015,-1444.6490029495521,0
Candidate F: Meta-Filtered + Tiered Sizing,1,84,5.24582392092611,3578.739250814245,1
Candidate A: Baseline Control (P(up) >= 0.55),2,1,19.451238510408547,19451.238510408548,1
Candidate A: Baseline Control (P(up) >= 0.55),2,2,3.6290033594624864,4334.889458462274,1
Candidate A: Baseline Control (P(up) >= 0.55),2,3,11.913880936333326,14747.731901908477,1
Candidate A: Baseline Control (P(up) >= 0.55),2,4,3.5095659717647534,4861.937205397137,1
Candidate A: Baseline Control (P(up) >= 0.55),2,5,10.926177914469601,15667.679910414836,1
Candidate A: Baseline Control (P(up) >= 0.55),2,6,-3.2665294968244973,-5195.85539444165,0
Candidate A: Baseline Control (P(up) >= 0.55),2,7,6.4104539699897085,9863.613056882696,1
Candidate A: Baseline Control (P(up) >= 0.55),2,8,8.822994727895491,14445.998201002316,1
Candidate A: Baseline Control (P(up) >= 0.55),2,9,8.020986077238508,14291.571039710114,1
Candidate A: Baseline Control (P(up) >= 0.55),2,10,-2.874348577176781,-5532.224326114046,0
Candidate A: Baseline Control (P(up) >= 0.55),2,11,11.441938976728816,21389.16935885473,1
Candidate A: Baseline Control (P(up) >= 0.55),2,12,4.111776574398004,8565.889342633956,1
Candidate A: Baseline Control (P(up) >= 0.55),2,13,7.765866192556342,16843.514410512496,1
Candidate A: Baseline Control (P(up) >= 0.55),2,14,4.560158949550795,10658.694482984038,1
Candidate A: Baseline Control (P(up) >= 0.55),2,15,7.6910838095179095,18796.53561027425,1
Candidate A: Baseline Control (P(up) >= 0.55),2,16,-7.6317100250001255,-20085.92682660959,0
Candidate A: Baseline Control (P(up) >= 0.55),2,17,-3.158714789326636,-7678.976403360871,0
Candidate A: Baseline Control (P(up) >= 0.55),2,18,6.3843902356999855,15030.481328032654,1
Candidate A: Baseline Control (P(up) >= 0.55),2,19,-1.7039274503014794,-4267.587868128331,0
Candidate A: Baseline Control (P(up) >= 0.55),2,20,6.737414700867698,16586.731634249772,1
Candidate A: Baseline Control (P(up) >= 0.55),2,21,0.4796540109006687,1260.4113290209675,1
Candidate A: Baseline Control (P(up) >= 0.55),2,22,2.5981003545395547,6859.907676321527,1
Candidate A: Baseline Control (P(up) >= 0.55),2,23,2.5063217738196677,6789.510986930658,1
Candidate A: Baseline Control (P(up) >= 0.55),2,24,8.333815677675341,23141.750616349684,1
Candidate A: Baseline Control (P(up) >= 0.55),2,25,7.962635340977574,23953.7319541467,1
Candidate A: Baseline Control (P(up) >= 0.55),2,26,8.08934900130149,26272.621434854766,1
Candidate A: Baseline Control (P(up) >= 0.55),2,27,-4.166645210927392,-14627.134621921068,0
Candidate A: Baseline Control (P(up) >= 0.55),2,28,3.851290439720582,12956.73867783357,1
Candidate A: Baseline Control (P(up) >= 0.55),2,29,-1.7743253217268475,-6199.1846989069645,0
Candidate A: Baseline Control (P(up) >= 0.55),2,30,-1.3147455680513773,-4511.989304178794,0
Candidate A: Baseline Control (P(up) >= 0.55),2,31,-5.209998729570956,-17644.779215830942,0
Candidate A: Baseline Control (P(up) >= 0.55),2,32,-15.314953427030664,-49165.08798031567,0
Candidate A: Baseline Control (P(up) >= 0.55),2,33,5.895517752965283,16027.648979184112,1
Candidate A: Baseline Control (P(up) >= 0.55),2,34,1.6650986691142722,4793.6400780417825,1
Candidate A: Baseline Control (P(up) >= 0.55),2,35,0.8128557780368393,2379.089787117052,1
Candidate A: Baseline Control (P(up) >= 0.55),2,36,12.58445523343841,37131.942825742284,1
Candidate A: Baseline Control (P(up) >= 0.55),2,37,1.842762430849356,6121.544813510314,1
Candidate A: Baseline Control (P(up) >= 0.55),2,38,-3.6845881458603875,-12465.531628470593,0
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,1,19.451238510408547,19451.238510408548,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,2,3.6290033594624864,4334.889458462274,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,3,11.913880936333326,14747.731901908477,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,4,6.0305060341405685,8354.292778835184,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,5,3.443670644777014,5058.344193450023,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,6,8.02098607723851,12187.607356633856,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,7,11.345784923380418,18622.302448414885,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,8,7.765866192556342,14192.617998616619,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,9,7.691083809517912,15147.514547608085,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,10,6.7374147008677,14289.82341171095,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,11,2.5981003545395542,5881.7448894969575,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,12,2.5063217738196677,5821.3861517997375,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,13,8.333815677675343,19841.939548480324,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,14,7.9626353409775765,20538.139455140805,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,15,8.08934900130149,22526.37559416951,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,16,-4.166645210927393,-12541.433262641463,0
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,17,3.851290439720582,11109.221158463193,1
Candidate B: Prob + Return (P >= 0.55 & Ret > 1%),2,18,-5.295778110744685,-15864.230766281817,0
