config_id,total_folds,mean_roc_auc,std_roc_auc,mean_pr_auc,mean_mcc,mean_f1,mean_ppr,mean_return_spread_pct,net_spread_10bps_pct,net_spread_50bps_pct,pos_auc_folds,pos_mcc_folds,pos_spread_folds
C5,75,0.5317354123937807,0.04828633591064901,0.5948722196353102,0.03606087804044415,0.5081155936490844,0.4881475322862283,0.7793521884355481,0.6793521884355482,0.2793521884355481,52,54,54
C57,75,0.5307467539473214,0.048725821919464465,0.5934343350290221,0.03661308187181561,0.5099464905516086,0.4906366330872486,0.7108773961120026,0.6108773961120026,0.2108773961120025,52,51,53
C8,75,0.5278773790920177,0.05504357711429836,0.594386619330933,0.03026437173370543,0.5257902736358375,0.5186943027405565,0.5401703793169483,0.4401703793169483,0.04017037931694824,51,47,47
C7,75,0.5252929880820261,0.04169644546990241,0.5870492786312594,0.039839866941158625,0.5229445791896287,0.5201124756949147,0.6175036872212696,0.5175036872212695,0.1175036872212696,55,57,56
C0,75,0.5210119320349846,0.04006908499916985,0.5853960859394353,0.032105665594978676,0.5175178449441247,0.5186164601403558,0.428939735593833,0.32893973559383305,-0.07106026440616692,53,54,59
