strategy,roc_auc,mcc,precision,cum_return_pct,total_trades,win_rate_pct,profit_factor,expectancy_pct,daily_sharpe,max_drawdown_pct
Candidate A: Baseline P(up) >= 0.55,0.5794808622770559,0.11754179501728661,0.6612798989106501,57.750940914974265,47.2,60.92997198879552,7.388043600983844,1.6407906473211535,0.7861398003858302,26.386326323697723
Candidate B1: P(up) >= 0.60,0.5794808622770559,0.11754179501728661,0.7099840707501446,41.77519012736256,35.6,66.3471924834617,12.175245620213678,2.425972667719072,0.8247898165894666,24.9019061342868
Candidate B2: P(up) >= 0.65,0.5794808622770559,0.11754179501728661,0.7662869901633946,26.480009479816363,26.8,78.52777777777777,40.61906123800315,3.251995076267143,0.8849917967808212,22.02083823299674
Candidate B3: P(up) >= 0.70,0.5794808622770559,0.11754179501728661,0.5936153186153186,10.238416621068195,20.6,55.56051239564081,21.23041686241546,2.5619548568606287,0.47759280349860056,19.108018830289392
Candidate C: Combined P(up) >= 0.55 & ExpRet > 1.0%,0.5794808622770559,0.11754179501728661,0.6972868536312473,21.55870434742958,30.4,69.3073593073593,21.71772162859771,2.807172679073901,0.6057952337550838,23.474551508024703
Candidate D: Cost-Adjusted ExpRet - 10bps > 0.5%,0.5794808622770559,0.11754179501728661,0.6311348014884113,36.116856892198584,46.2,61.57974889560567,1.8144622943042985,1.4065247317984693,0.5964091959259685,28.810625565491364
Candidate E: Expected Value Score > 0.8%,0.5794808622770559,0.11754179501728661,0.7115731929762843,26.392188573516552,27.0,73.82862235803412,24.216948729767385,2.9308909546185338,0.7870624085673033,26.07189897651866
