asset,config_id,fold,feature,train_mean,val_mean,mean_shift,train_std,val_std
infy_ns,C8,1,POSITION_IN_20D_RANGE,0.493823967248985,0.6148890136324681,0.12106504638348309,0.2995207103607792,0.2727503660219713
infy_ns,C8,1,MOMENTUM_ACCELERATION,3.721168442000672e-05,-1.596147412421602e-05,-5.317315854422274e-05,0.11509236227303611,0.0603565404523994
infy_ns,C8,2,POSITION_IN_20D_RANGE,0.564311744727459,0.5418231498804285,-0.022488594847030585,0.2903579546265749,0.29674939159687375
infy_ns,C8,2,MOMENTUM_ACCELERATION,6.252643150402412e-06,-0.00013022407135849482,-0.00013647671450889724,0.08745897100320074,0.06753858669590439
infy_ns,C8,3,POSITION_IN_20D_RANGE,0.5559631657370995,0.5417870133133581,-0.014176152423741373,0.29288997149246054,0.3071640814984228
infy_ns,C8,3,MOMENTUM_ACCELERATION,-4.441244460507943e-05,-0.00026030693289263746,-0.00021589448828755801,0.08062618034307692,0.05760336153572999
infy_ns,C8,4,POSITION_IN_20D_RANGE,0.5521222555772296,0.5315457765276426,-0.020576479049587038,0.2968473225507087,0.27910043778598015
infy_ns,C8,4,MOMENTUM_ACCELERATION,-0.0001029072539677975,-2.5457803004443176e-05,7.744945096335433e-05,0.07508081288382844,0.04665965718493984
infy_ns,C8,5,POSITION_IN_20D_RANGE,0.547728368637972,0.5792028979468119,0.03147452930883987,0.29323815079138676,0.2936624382069129
infy_ns,C8,5,MOMENTUM_ACCELERATION,-8.636875239906678e-05,9.590327837430422e-05,0.000182272030773371,0.06998299711446616,0.06071711062728945
icicibank_ns,C5,1,POSITION_IN_20D_RANGE,0.6246727261541907,0.5244456359798362,-0.1002270901743545,0.24853044375145014,0.28077367758892235
icicibank_ns,C5,2,POSITION_IN_20D_RANGE,0.5654189747303585,0.5601323211853515,-0.005286653545007014,0.272467329148003,0.28845479895263965
icicibank_ns,C5,3,POSITION_IN_20D_RANGE,0.5634547635318183,0.5107640529659127,-0.052690710565905685,0.27846321548951497,0.30660649794357764
icicibank_ns,C5,4,POSITION_IN_20D_RANGE,0.5491811992862993,0.5516074221119487,0.0024262228256494156,0.2872665596402409,0.29533878927014745
icicibank_ns,C5,5,POSITION_IN_20D_RANGE,0.5496993148632698,0.5889325978828384,0.03923328301956852,0.2889734385740276,0.29242643290186465
icicibank_ns,C7,1,MOMENTUM_ACCELERATION,-0.0014795517823731968,0.0008291444618970746,0.0023086962442702714,0.0788684036227938,0.12278652906202307
icicibank_ns,C7,2,MOMENTUM_ACCELERATION,-0.00029582025349280246,-0.0007785102903996626,-0.00048269003690686014,0.1037113223152569,0.08786919815178579
icicibank_ns,C7,3,MOMENTUM_ACCELERATION,-0.00045942432850209884,-0.00027262511782710986,0.00018679921067498898,0.09860973296132518,0.06776429501668411
icicibank_ns,C7,4,MOMENTUM_ACCELERATION,-0.0004121376342378735,0.00016235311846709376,0.0005744907527049672,0.09177706316028288,0.06412421307534219
icicibank_ns,C7,5,MOMENTUM_ACCELERATION,-0.0002958683840484194,-3.0341213399104478e-05,0.00026552717064931493,0.08688717251218574,0.06865056424818973
icicibank_ns,C57,1,POSITION_IN_20D_RANGE,0.6246727261541907,0.5244456359798362,-0.1002270901743545,0.24853044375145014,0.28077367758892235
icicibank_ns,C57,1,MOMENTUM_ACCELERATION,-0.0015825504316929711,0.0008291444618970746,0.0024116948935900455,0.08440565910097145,0.12278652906202307
icicibank_ns,C57,2,POSITION_IN_20D_RANGE,0.5654189747303585,0.5601323211853515,-0.005286653545007014,0.272467329148003,0.28845479895263965
icicibank_ns,C57,2,MOMENTUM_ACCELERATION,-0.00015676854491646582,-0.0007785102903996626,-0.0006217417454831967,0.10871879741503782,0.08786919815178579
icicibank_ns,C57,3,POSITION_IN_20D_RANGE,0.5634547635318183,0.5107640529659127,-0.052690710565905685,0.27846321548951497,0.30660649794357764
