feature,importance,model,fold,config
LOWER_WICK,5.284128208920601e-15,logistic_regression,2,ALL_EXCEPT_TREND
UPPER_WICK,3.611686610195934e-15,logistic_regression,2,ALL_EXCEPT_TREND
RSI_14,2.4104785590495854e-15,logistic_regression,2,ALL_EXCEPT_TREND
HIST_VOL_20,2.1484067958751015e-15,logistic_regression,2,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,1.5549837985386632e-15,logistic_regression,2,ALL_EXCEPT_TREND
VOLUME_RATIO,1.2024288083843895e-15,logistic_regression,2,ALL_EXCEPT_TREND
DAILY_RETURN,1.224738644689702e-16,logistic_regression,2,ALL_EXCEPT_TREND
GAP_PCT,0.04297651190731227,random_forest,2,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,0.041907244574145026,random_forest,2,ALL_EXCEPT_TREND
ROC_12,0.041188631505297384,random_forest,2,ALL_EXCEPT_TREND
HIST_VOL_20,0.04086327192433798,random_forest,2,ALL_EXCEPT_TREND
VOLUME_RATIO,0.040485081924594185,random_forest,2,ALL_EXCEPT_TREND
RSI_14,0.040262448613972816,random_forest,2,ALL_EXCEPT_TREND
MOMENTUM_20,0.039701844806083894,random_forest,2,ALL_EXCEPT_TREND
ROLLING_STD_20,0.03830260019540609,random_forest,2,ALL_EXCEPT_TREND
VOLUME_SMA_20,0.03745618847807386,random_forest,2,ALL_EXCEPT_TREND
VOLUME_EMA_20,0.03736170756652649,random_forest,2,ALL_EXCEPT_TREND
MOMENTUM_10,0.03708961729157119,random_forest,2,ALL_EXCEPT_TREND
BODY_SIZE,0.03662662941396216,random_forest,2,ALL_EXCEPT_TREND
LOWER_WICK,0.03646472223249887,random_forest,2,ALL_EXCEPT_TREND
Volume,0.036136207141134316,random_forest,2,ALL_EXCEPT_TREND
OBV,0.03582573828530491,random_forest,2,ALL_EXCEPT_TREND
UPPER_WICK,0.035475351925306486,random_forest,2,ALL_EXCEPT_TREND
ATR_14,0.035079197342201864,random_forest,2,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,0.0348266412865657,random_forest,2,ALL_EXCEPT_TREND
HIGH_LOW_PCT,0.03434933113144784,random_forest,2,ALL_EXCEPT_TREND
DAILY_RETURN,0.03410574765366392,random_forest,2,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,0.03402787387246453,random_forest,2,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,0.03401539112577345,random_forest,2,ALL_EXCEPT_TREND
TRUE_RANGE,0.03252773002810827,random_forest,2,ALL_EXCEPT_TREND
Low,0.029255989989779307,random_forest,2,ALL_EXCEPT_TREND
High,0.029173106996000783,random_forest,2,ALL_EXCEPT_TREND
Adj Close,0.028512413237409214,random_forest,2,ALL_EXCEPT_TREND
Close,0.028045078659371905,random_forest,2,ALL_EXCEPT_TREND
Open,0.02795770089168514,random_forest,2,ALL_EXCEPT_TREND
High,0.040890756994485855,xgboost,2,ALL_EXCEPT_TREND
ROC_12,0.03981839492917061,xgboost,2,ALL_EXCEPT_TREND
Open,0.038790203630924225,xgboost,2,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,0.03770271688699722,xgboost,2,ALL_EXCEPT_TREND
LOWER_WICK,0.03735411539673805,xgboost,2,ALL_EXCEPT_TREND
Close,0.03714347630739212,xgboost,2,ALL_EXCEPT_TREND
TRUE_RANGE,0.036977969110012054,xgboost,2,ALL_EXCEPT_TREND
VOLUME_EMA_20,0.03693724796175957,xgboost,2,ALL_EXCEPT_TREND
GAP_PCT,0.03625044971704483,xgboost,2,ALL_EXCEPT_TREND
BODY_SIZE,0.03611881658434868,xgboost,2,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,0.035850170999765396,xgboost,2,ALL_EXCEPT_TREND
Volume,0.03584671765565872,xgboost,2,ALL_EXCEPT_TREND
ROLLING_STD_20,0.035769324749708176,xgboost,2,ALL_EXCEPT_TREND
Low,0.03568769246339798,xgboost,2,ALL_EXCEPT_TREND
VOLUME_SMA_20,0.035655707120895386,xgboost,2,ALL_EXCEPT_TREND
ATR_14,0.03540373221039772,xgboost,2,ALL_EXCEPT_TREND
HIGH_LOW_PCT,0.03532153740525246,xgboost,2,ALL_EXCEPT_TREND
Adj Close,0.035256464034318924,xgboost,2,ALL_EXCEPT_TREND
HIST_VOL_20,0.034929580986499786,xgboost,2,ALL_EXCEPT_TREND
UPPER_WICK,0.03440254181623459,xgboost,2,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,0.03407440334558487,xgboost,2,ALL_EXCEPT_TREND
OBV,0.03396279737353325,xgboost,2,ALL_EXCEPT_TREND
RSI_14,0.03386218845844269,xgboost,2,ALL_EXCEPT_TREND
VOLUME_RATIO,0.033391229808330536,xgboost,2,ALL_EXCEPT_TREND
MOMENTUM_20,0.03328971192240715,xgboost,2,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,0.03328943997621536,xgboost,2,ALL_EXCEPT_TREND
MOMENTUM_10,0.033262066543102264,xgboost,2,ALL_EXCEPT_TREND
DAILY_RETURN,0.03276054933667183,xgboost,2,ALL_EXCEPT_TREND
VOLUME_EMA_20,1.6210878601601138e-09,logistic_regression,3,ALL_EXCEPT_TREND
Volume,1.5979177913139506e-09,logistic_regression,3,ALL_EXCEPT_TREND
VOLUME_SMA_20,8.256355518100055e-11,logistic_regression,3,ALL_EXCEPT_TREND
OBV,2.5757058219540368e-12,logistic_regression,3,ALL_EXCEPT_TREND
High,5.053713453218767e-13,logistic_regression,3,ALL_EXCEPT_TREND
Close,5.018186646784811e-13,logistic_regression,3,ALL_EXCEPT_TREND
Open,5.016524975805167e-13,logistic_regression,3,ALL_EXCEPT_TREND
Low,4.904650729287758e-13,logistic_regression,3,ALL_EXCEPT_TREND
Adj Close,4.557543381662724e-13,logistic_regression,3,ALL_EXCEPT_TREND
MOMENTUM_20,6.577730048848672e-14,logistic_regression,3,ALL_EXCEPT_TREND
MOMENTUM_10,4.193560101930316e-14,logistic_regression,3,ALL_EXCEPT_TREND
ROC_12,3.649646307261847e-14,logistic_regression,3,ALL_EXCEPT_TREND
RSI_14,2.5338145788198362e-14,logistic_regression,3,ALL_EXCEPT_TREND
TRUE_RANGE,1.9203460954326236e-14,logistic_regression,3,ALL_EXCEPT_TREND
ATR_14,1.3592017005059424e-14,logistic_regression,3,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,1.1597925432632308e-14,logistic_regression,3,ALL_EXCEPT_TREND
ROLLING_STD_20,1.0770336094632375e-14,logistic_regression,3,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,1.0430058109187398e-14,logistic_regression,3,ALL_EXCEPT_TREND
GAP_PCT,8.151200991585836e-15,logistic_regression,3,ALL_EXCEPT_TREND
LOWER_WICK,7.904176479547931e-15,logistic_regression,3,ALL_EXCEPT_TREND
BODY_SIZE,6.7326634424320276e-15,logistic_regression,3,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,6.2387173407064165e-15,logistic_regression,3,ALL_EXCEPT_TREND
HIGH_LOW_PCT,6.2387173407064165e-15,logistic_regression,3,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,3.4878243575403348e-15,logistic_regression,3,ALL_EXCEPT_TREND
HIST_VOL_20,1.9213360154813267e-15,logistic_regression,3,ALL_EXCEPT_TREND
UPPER_WICK,2.6943247112975987e-16,logistic_regression,3,ALL_EXCEPT_TREND
VOLUME_RATIO,1.9302765216241117e-16,logistic_regression,3,ALL_EXCEPT_TREND
DAILY_RETURN,1.1597925432651008e-16,logistic_regression,3,ALL_EXCEPT_TREND
GAP_PCT,0.0440963962616836,random_forest,3,ALL_EXCEPT_TREND
VOLUME_RATIO,0.042007912869354944,random_forest,3,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,0.041730682374507104,random_forest,3,ALL_EXCEPT_TREND
ROC_12,0.04039184823687247,random_forest,3,ALL_EXCEPT_TREND
MOMENTUM_20,0.04016222697589504,random_forest,3,ALL_EXCEPT_TREND
MOMENTUM_10,0.0398937809664847,random_forest,3,ALL_EXCEPT_TREND
ROLLING_STD_20,0.03931673473051248,random_forest,3,ALL_EXCEPT_TREND
HIST_VOL_20,0.039237437822364093,random_forest,3,ALL_EXCEPT_TREND
RSI_14,0.038891455491313946,random_forest,3,ALL_EXCEPT_TREND
BODY_SIZE,0.03721369396535047,random_forest,3,ALL_EXCEPT_TREND
UPPER_WICK,0.036908569355342535,random_forest,3,ALL_EXCEPT_TREND
Volume,0.036802769169191514,random_forest,3,ALL_EXCEPT_TREND
LOWER_WICK,0.03664227047387111,random_forest,3,ALL_EXCEPT_TREND
OBV,0.03655706831124845,random_forest,3,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,0.0351942273372737,random_forest,3,ALL_EXCEPT_TREND
VOLUME_EMA_20,0.03507658703871308,random_forest,3,ALL_EXCEPT_TREND
ATR_14,0.03466851342743336,random_forest,3,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,0.03414925185551806,random_forest,3,ALL_EXCEPT_TREND
TRUE_RANGE,0.034121270408241484,random_forest,3,ALL_EXCEPT_TREND
HIGH_LOW_PCT,0.033875254217005386,random_forest,3,ALL_EXCEPT_TREND
VOLUME_SMA_20,0.033832818344604006,random_forest,3,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,0.0334057091464675,random_forest,3,ALL_EXCEPT_TREND
DAILY_RETURN,0.033306954206345586,random_forest,3,ALL_EXCEPT_TREND
Adj Close,0.030076243663783087,random_forest,3,ALL_EXCEPT_TREND
Open,0.028908973266718145,random_forest,3,ALL_EXCEPT_TREND
High,0.028165577352640886,random_forest,3,ALL_EXCEPT_TREND
Low,0.02773139030755149,random_forest,3,ALL_EXCEPT_TREND
Close,0.027634382423712012,random_forest,3,ALL_EXCEPT_TREND
Close,0.04078458994626999,xgboost,3,ALL_EXCEPT_TREND
Low,0.039589378982782364,xgboost,3,ALL_EXCEPT_TREND
ROC_12,0.03918088227510452,xgboost,3,ALL_EXCEPT_TREND
TRUE_RANGE,0.03873802348971367,xgboost,3,ALL_EXCEPT_TREND
GAP_PCT,0.038591645658016205,xgboost,3,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,0.03790988400578499,xgboost,3,ALL_EXCEPT_TREND
High,0.03760820999741554,xgboost,3,ALL_EXCEPT_TREND
VOLUME_RATIO,0.03726210445165634,xgboost,3,ALL_EXCEPT_TREND
UPPER_WICK,0.03722994029521942,xgboost,3,ALL_EXCEPT_TREND
OBV,0.03718402236700058,xgboost,3,ALL_EXCEPT_TREND
HIST_VOL_20,0.037026599049568176,xgboost,3,ALL_EXCEPT_TREND
VOLUME_SMA_20,0.036188215017318726,xgboost,3,ALL_EXCEPT_TREND
ROLLING_STD_20,0.03606249764561653,xgboost,3,ALL_EXCEPT_TREND
MOMENTUM_10,0.035879191011190414,xgboost,3,ALL_EXCEPT_TREND
Open,0.03583088517189026,xgboost,3,ALL_EXCEPT_TREND
Volume,0.03578123077750206,xgboost,3,ALL_EXCEPT_TREND
Adj Close,0.035571396350860596,xgboost,3,ALL_EXCEPT_TREND
LOWER_WICK,0.034609269350767136,xgboost,3,ALL_EXCEPT_TREND
BODY_SIZE,0.03446110710501671,xgboost,3,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,0.034391142427921295,xgboost,3,ALL_EXCEPT_TREND
RSI_14,0.034308888018131256,xgboost,3,ALL_EXCEPT_TREND
DAILY_RETURN,0.03356762230396271,xgboost,3,ALL_EXCEPT_TREND
ATR_14,0.0335422083735466,xgboost,3,ALL_EXCEPT_TREND
MOMENTUM_20,0.03329696133732796,xgboost,3,ALL_EXCEPT_TREND
VOLUME_EMA_20,0.03253020718693733,xgboost,3,ALL_EXCEPT_TREND
HIGH_LOW_PCT,0.03206050023436546,xgboost,3,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,0.03168722614645958,xgboost,3,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,0.02912607230246067,xgboost,3,ALL_EXCEPT_TREND
VOLUME_SMA_20,4.438439070800394e-09,logistic_regression,1,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,3.686898545951289e-09,logistic_regression,1,ALL_EXCEPT_MOMENTUM
Volume,3.746123713133898e-10,logistic_regression,1,ALL_EXCEPT_MOMENTUM
OBV,1.3608372297340548e-11,logistic_regression,1,ALL_EXCEPT_MOMENTUM
Close,3.3641879136436875e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
High,3.261538415942462e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
Low,3.183151134160877e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
Open,3.1663350246319833e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
EMA_20,2.7303572538558472e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
SMA_20,2.6189979210088314e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
EMA_50,2.3891402930397117e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
SMA_50,2.351514920353325e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
Adj Close,2.3435223066012623e-14,logistic_regression,1,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,5.7805461448350306e-15,logistic_regression,1,ALL_EXCEPT_MOMENTUM
GAP_PCT,3.0996157003530027e-15,logistic_regression,1,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,2.6877414057508567e-15,logistic_regression,1,ALL_EXCEPT_MOMENTUM
DAILY_RANGE_PCT,2.392481761617826e-15,logistic_regression,1,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,2.392481761617826e-15,logistic_regression,1,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,1.7724128342716836e-15,logistic_regression,1,ALL_EXCEPT_MOMENTUM
LOWER_WICK,1.2420362065108413e-15,logistic_regression,1,ALL_EXCEPT_MOMENTUM
ATR_14,1.2072727454425187e-15,logistic_regression,1,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,9.334427981756256e-16,logistic_regression,1,ALL_EXCEPT_MOMENTUM
BODY_SIZE,8.41865713482311e-16,logistic_regression,1,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,6.263581788087505e-16,logistic_regression,1,ALL_EXCEPT_MOMENTUM
UPPER_WICK,3.837023247872827e-16,logistic_regression,1,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,3.6586509558335605e-16,logistic_regression,1,ALL_EXCEPT_MOMENTUM
GAP_PCT,0.04986626690175727,random_forest,1,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,0.048262689954989425,random_forest,1,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,0.046345553961090885,random_forest,1,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,0.04596761212327127,random_forest,1,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,0.04494901263204031,random_forest,1,ALL_EXCEPT_MOMENTUM
ATR_14,0.044462618471958565,random_forest,1,ALL_EXCEPT_MOMENTUM
LOWER_WICK,0.044061112785820894,random_forest,1,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,0.04340127942527186,random_forest,1,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,0.04137587401109985,random_forest,1,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,0.04119264093662831,random_forest,1,ALL_EXCEPT_MOMENTUM
OBV,0.03991188264629328,random_forest,1,ALL_EXCEPT_MOMENTUM
Volume,0.039477838298623,random_forest,1,ALL_EXCEPT_MOMENTUM
BODY_SIZE,0.0388906869353199,random_forest,1,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,0.03646256557797222,random_forest,1,ALL_EXCEPT_MOMENTUM
DAILY_RANGE_PCT,0.03639641612138058,random_forest,1,ALL_EXCEPT_MOMENTUM
UPPER_WICK,0.03609393929326593,random_forest,1,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,0.03585993577976677,random_forest,1,ALL_EXCEPT_MOMENTUM
EMA_50,0.034347124389737554,random_forest,1,ALL_EXCEPT_MOMENTUM
SMA_20,0.03288792798516072,random_forest,1,ALL_EXCEPT_MOMENTUM
SMA_50,0.032762015375199176,random_forest,1,ALL_EXCEPT_MOMENTUM
Adj Close,0.03275408450728176,random_forest,1,ALL_EXCEPT_MOMENTUM
Open,0.03155037212849624,random_forest,1,ALL_EXCEPT_MOMENTUM
EMA_20,0.03149612752042805,random_forest,1,ALL_EXCEPT_MOMENTUM
High,0.03140256687692987,random_forest,1,ALL_EXCEPT_MOMENTUM
Low,0.031226817571440448,random_forest,1,ALL_EXCEPT_MOMENTUM
Close,0.028595037788775958,random_forest,1,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,0.04552271589636803,xgboost,1,ALL_EXCEPT_MOMENTUM
Adj Close,0.04283208027482033,xgboost,1,ALL_EXCEPT_MOMENTUM
LOWER_WICK,0.0415964350104332,xgboost,1,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,0.04111307114362717,xgboost,1,ALL_EXCEPT_MOMENTUM
GAP_PCT,0.04042135551571846,xgboost,1,ALL_EXCEPT_MOMENTUM
ATR_14,0.04013320803642273,xgboost,1,ALL_EXCEPT_MOMENTUM
Low,0.039965372532606125,xgboost,1,ALL_EXCEPT_MOMENTUM
Open,0.03971049189567566,xgboost,1,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,0.03968045115470886,xgboost,1,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,0.039343226701021194,xgboost,1,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,0.039252981543540955,xgboost,1,ALL_EXCEPT_MOMENTUM
SMA_50,0.039240241050720215,xgboost,1,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,0.03901585191488266,xgboost,1,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,0.038073305040597916,xgboost,1,ALL_EXCEPT_MOMENTUM
High,0.037954479455947876,xgboost,1,ALL_EXCEPT_MOMENTUM
DAILY_RANGE_PCT,0.037531837821006775,xgboost,1,ALL_EXCEPT_MOMENTUM
EMA_20,0.037242501974105835,xgboost,1,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,0.037008319050073624,xgboost,1,ALL_EXCEPT_MOMENTUM
UPPER_WICK,0.03682829439640045,xgboost,1,ALL_EXCEPT_MOMENTUM
OBV,0.036736857146024704,xgboost,1,ALL_EXCEPT_MOMENTUM
SMA_20,0.03659149631857872,xgboost,1,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,0.03603503108024597,xgboost,1,ALL_EXCEPT_MOMENTUM
Volume,0.0357523187994957,xgboost,1,ALL_EXCEPT_MOMENTUM
Close,0.03461141139268875,xgboost,1,ALL_EXCEPT_MOMENTUM
BODY_SIZE,0.03458453342318535,xgboost,1,ALL_EXCEPT_MOMENTUM
EMA_50,0.03322210907936096,xgboost,1,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,1.3689396414468248e-09,logistic_regression,2,ALL_EXCEPT_MOMENTUM
Volume,1.14582659294001e-09,logistic_regression,2,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,1.833031778208184e-10,logistic_regression,2,ALL_EXCEPT_MOMENTUM
OBV,7.484362078043987e-12,logistic_regression,2,ALL_EXCEPT_MOMENTUM
High,4.763336394864532e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
Open,4.68667658447264e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
Close,4.651149847481514e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
Low,4.556810421088489e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
SMA_20,4.485777564424933e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
EMA_20,4.4371717134579427e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
EMA_50,4.377044321803301e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
SMA_50,4.2772171178393725e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
Adj Close,4.1298316669225856e-13,logistic_regression,2,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,2.849148746663352e-14,logistic_regression,2,ALL_EXCEPT_MOMENTUM
ATR_14,1.9728464631590285e-14,logistic_regression,2,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,1.9047584520875592e-14,logistic_regression,2,ALL_EXCEPT_MOMENTUM
BODY_SIZE,1.1662223859992485e-14,logistic_regression,2,ALL_EXCEPT_MOMENTUM
GAP_PCT,1.160097442442506e-14,logistic_regression,2,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,1.1145171536986089e-14,logistic_regression,2,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,6.113026553413293e-15,logistic_regression,2,ALL_EXCEPT_MOMENTUM
DAILY_RANGE_PCT,6.113026553413293e-15,logistic_regression,2,ALL_EXCEPT_MOMENTUM
LOWER_WICK,5.379167558865109e-15,logistic_regression,2,ALL_EXCEPT_MOMENTUM
UPPER_WICK,3.611205958778295e-15,logistic_regression,2,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,2.3571285141013628e-15,logistic_regression,2,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,2.197161741193316e-15,logistic_regression,2,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,1.1374039919345595e-15,logistic_regression,2,ALL_EXCEPT_MOMENTUM
GAP_PCT,0.04929931977856217,random_forest,2,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,0.047488218687274895,random_forest,2,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,0.046809726983832074,random_forest,2,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,0.045814582298188154,random_forest,2,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,0.045097129251839764,random_forest,2,ALL_EXCEPT_MOMENTUM
LOWER_WICK,0.04339565184272314,random_forest,2,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,0.04292818177843253,random_forest,2,ALL_EXCEPT_MOMENTUM
BODY_SIZE,0.04221323406729673,random_forest,2,ALL_EXCEPT_MOMENTUM
UPPER_WICK,0.04215098676359944,random_forest,2,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,0.04158352648218597,random_forest,2,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,0.04140354123520675,random_forest,2,ALL_EXCEPT_MOMENTUM
ATR_14,0.0407122298627951,random_forest,2,ALL_EXCEPT_MOMENTUM
OBV,0.04011500698996624,random_forest,2,ALL_EXCEPT_MOMENTUM
Volume,0.03919228195843729,random_forest,2,ALL_EXCEPT_MOMENTUM
DAILY_RANGE_PCT,0.03786763013057109,random_forest,2,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,0.037129335857426844,random_forest,2,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,0.03698749300526088,random_forest,2,ALL_EXCEPT_MOMENTUM
SMA_50,0.033548830636366864,random_forest,2,ALL_EXCEPT_MOMENTUM
SMA_20,0.03333266073743558,random_forest,2,ALL_EXCEPT_MOMENTUM
EMA_50,0.03266894392784569,random_forest,2,ALL_EXCEPT_MOMENTUM
EMA_20,0.03149288639878946,random_forest,2,ALL_EXCEPT_MOMENTUM
High,0.031415967513877076,random_forest,2,ALL_EXCEPT_MOMENTUM
Low,0.03076015150847647,random_forest,2,ALL_EXCEPT_MOMENTUM
Adj Close,0.02990639137466306,random_forest,2,ALL_EXCEPT_MOMENTUM
Open,0.028695051871865933,random_forest,2,ALL_EXCEPT_MOMENTUM
Close,0.027991039057080818,random_forest,2,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,0.04528475180268288,xgboost,2,ALL_EXCEPT_MOMENTUM
SMA_20,0.044205956161022186,xgboost,2,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,0.042149435728788376,xgboost,2,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,0.04082280024886131,xgboost,2,ALL_EXCEPT_MOMENTUM
Adj Close,0.040597300976514816,xgboost,2,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,0.0402354821562767,xgboost,2,ALL_EXCEPT_MOMENTUM
EMA_50,0.04022427648305893,xgboost,2,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,0.040007736533880234,xgboost,2,ALL_EXCEPT_MOMENTUM
ATR_14,0.0393221490085125,xgboost,2,ALL_EXCEPT_MOMENTUM
EMA_20,0.03893495351076126,xgboost,2,ALL_EXCEPT_MOMENTUM
Open,0.03892283886671066,xgboost,2,ALL_EXCEPT_MOMENTUM
BODY_SIZE,0.03837931156158447,xgboost,2,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,0.03819599747657776,xgboost,2,ALL_EXCEPT_MOMENTUM
DAILY_RANGE_PCT,0.03797220438718796,xgboost,2,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,0.037916988134384155,xgboost,2,ALL_EXCEPT_MOMENTUM
Low,0.03747991845011711,xgboost,2,ALL_EXCEPT_MOMENTUM
GAP_PCT,0.03706146776676178,xgboost,2,ALL_EXCEPT_MOMENTUM
Volume,0.03646288439631462,xgboost,2,ALL_EXCEPT_MOMENTUM
SMA_50,0.03637158125638962,xgboost,2,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,0.036040086299180984,xgboost,2,ALL_EXCEPT_MOMENTUM
UPPER_WICK,0.0360284224152565,xgboost,2,ALL_EXCEPT_MOMENTUM
LOWER_WICK,0.035878561437129974,xgboost,2,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,0.03584236279129982,xgboost,2,ALL_EXCEPT_MOMENTUM
OBV,0.03557595983147621,xgboost,2,ALL_EXCEPT_MOMENTUM
Close,0.03522968292236328,xgboost,2,ALL_EXCEPT_MOMENTUM
High,0.034856799989938736,xgboost,2,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,3.5975499314806406e-09,logistic_regression,3,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,2.4903697849230293e-09,logistic_regression,3,ALL_EXCEPT_MOMENTUM
Volume,1.266081189389395e-09,logistic_regression,3,ALL_EXCEPT_MOMENTUM
OBV,2.351422259279886e-12,logistic_regression,3,ALL_EXCEPT_MOMENTUM
High,5.166237189478071e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
Close,5.132390437434232e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
Open,5.129386011841537e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
Low,5.015675440185642e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
SMA_20,4.795104807119768e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
EMA_20,4.729103131711681e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
Adj Close,4.661548686214269e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
EMA_50,4.572258919696667e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
SMA_50,4.3743246790178383e-13,logistic_regression,3,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,1.9535497079793506e-14,logistic_regression,3,ALL_EXCEPT_MOMENTUM
ATR_14,1.3810386948579749e-14,logistic_regression,3,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,1.0872428740860378e-14,logistic_regression,3,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,1.0774951526081672e-14,logistic_regression,3,ALL_EXCEPT_MOMENTUM
GAP_PCT,8.894544842561928e-15,logistic_regression,3,ALL_EXCEPT_MOMENTUM
LOWER_WICK,8.111934716121632e-15,logistic_regression,3,ALL_EXCEPT_MOMENTUM
BODY_SIZE,6.81868745835315e-15,logistic_regression,3,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,4.419682196733224e-15,logistic_regression,3,ALL_EXCEPT_MOMENTUM
