feature,importance,model,fold,config
VOLUME_SMA_20,0.20165438950061798,xgboost,2,VOLUME
VOLUME_RATIO,0.20073311030864716,xgboost,2,VOLUME
OBV,0.19675137102603912,xgboost,2,VOLUME
VOLUME_CHANGE_PCT,0.19291283190250397,xgboost,2,VOLUME
VOLUME_EMA_20,3.437787998187921e-09,logistic_regression,3,VOLUME
VOLUME_SMA_20,3.417876639741608e-09,logistic_regression,3,VOLUME
OBV,2.6332375324117794e-12,logistic_regression,3,VOLUME
VOLUME_CHANGE_PCT,6.6792477135654086e-15,logistic_regression,3,VOLUME
VOLUME_RATIO,1.0846037357460743e-15,logistic_regression,3,VOLUME
OBV,0.20570494467014677,random_forest,3,VOLUME
VOLUME_CHANGE_PCT,0.20366971521469382,random_forest,3,VOLUME
VOLUME_RATIO,0.20054065285432665,random_forest,3,VOLUME
VOLUME_SMA_20,0.19641003292577694,random_forest,3,VOLUME
VOLUME_EMA_20,0.1936746543350559,random_forest,3,VOLUME
OBV,0.21291309595108032,xgboost,3,VOLUME
VOLUME_RATIO,0.20307065546512604,xgboost,3,VOLUME
VOLUME_SMA_20,0.19895757734775543,xgboost,3,VOLUME
VOLUME_CHANGE_PCT,0.19286859035491943,xgboost,3,VOLUME
VOLUME_EMA_20,0.19219006597995758,xgboost,3,VOLUME
LOWER_WICK,0.3637490470797906,logistic_regression,1,PRICE
BODY_SIZE,0.16279694858680457,logistic_regression,1,PRICE
HIGH_LOW_PCT,0.030990026487162255,logistic_regression,1,PRICE
GAP_PCT,0.019408369871631737,logistic_regression,1,PRICE
UPPER_WICK,0.018283209278998947,logistic_regression,1,PRICE
OPEN_CLOSE_PCT,0.00800605823491986,logistic_regression,1,PRICE
GAP_PCT,0.18475050022385608,random_forest,1,PRICE
HIGH_LOW_PCT,0.1712205357773368,random_forest,1,PRICE
OPEN_CLOSE_PCT,0.1679385665039378,random_forest,1,PRICE
BODY_SIZE,0.16310996973649675,random_forest,1,PRICE
LOWER_WICK,0.1578416095395296,random_forest,1,PRICE
UPPER_WICK,0.15513881821884312,random_forest,1,PRICE
GAP_PCT,0.18614575266838074,xgboost,1,PRICE
UPPER_WICK,0.16710808873176575,xgboost,1,PRICE
LOWER_WICK,0.1659090369939804,xgboost,1,PRICE
HIGH_LOW_PCT,0.1646541953086853,xgboost,1,PRICE
BODY_SIZE,0.16077321767807007,xgboost,1,PRICE
OPEN_CLOSE_PCT,0.15540969371795654,xgboost,1,PRICE
LOWER_WICK,0.007726779325844747,logistic_regression,2,PRICE
GAP_PCT,0.0068538967807410265,logistic_regression,2,PRICE
BODY_SIZE,0.004611423669298112,logistic_regression,2,PRICE
HIGH_LOW_PCT,0.00406022499541288,logistic_regression,2,PRICE
OPEN_CLOSE_PCT,0.002900649418760907,logistic_regression,2,PRICE
UPPER_WICK,0.0007103760960965076,logistic_regression,2,PRICE
GAP_PCT,0.18022008883871674,random_forest,2,PRICE
HIGH_LOW_PCT,0.17618269723211785,random_forest,2,PRICE
BODY_SIZE,0.16730230041383448,random_forest,2,PRICE
OPEN_CLOSE_PCT,0.16233813843556727,random_forest,2,PRICE
UPPER_WICK,0.15819298581013663,random_forest,2,PRICE
LOWER_WICK,0.15576378926962692,random_forest,2,PRICE
GAP_PCT,0.17673783004283905,xgboost,2,PRICE
UPPER_WICK,0.17401179671287537,xgboost,2,PRICE
HIGH_LOW_PCT,0.17077656090259552,xgboost,2,PRICE
OPEN_CLOSE_PCT,0.16217757761478424,xgboost,2,PRICE
LOWER_WICK,0.1584724634885788,xgboost,2,PRICE
BODY_SIZE,0.15782377123832703,xgboost,2,PRICE
LOWER_WICK,0.031181062215618487,logistic_regression,3,PRICE
UPPER_WICK,0.013122766624708997,logistic_regression,3,PRICE
OPEN_CLOSE_PCT,0.006356914297882262,logistic_regression,3,PRICE
HIGH_LOW_PCT,0.006043492358150474,logistic_regression,3,PRICE
GAP_PCT,0.005569643459493163,logistic_regression,3,PRICE
BODY_SIZE,0.0030564621378592776,logistic_regression,3,PRICE
GAP_PCT,0.18314083224214076,random_forest,3,PRICE
HIGH_LOW_PCT,0.1721615154814404,random_forest,3,PRICE
BODY_SIZE,0.16434320505363093,random_forest,3,PRICE
OPEN_CLOSE_PCT,0.164314665887886,random_forest,3,PRICE
UPPER_WICK,0.15966564156049834,random_forest,3,PRICE
LOWER_WICK,0.15637413977440362,random_forest,3,PRICE
GAP_PCT,0.1768353134393692,xgboost,3,PRICE
UPPER_WICK,0.17444823682308197,xgboost,3,PRICE
HIGH_LOW_PCT,0.16931751370429993,xgboost,3,PRICE
LOWER_WICK,0.16454575955867767,xgboost,3,PRICE
BODY_SIZE,0.158880814909935,xgboost,3,PRICE
OPEN_CLOSE_PCT,0.1559724062681198,xgboost,3,PRICE
EMA_20,0.06852190228899276,logistic_regression,1,TREND_MOMENTUM
EMA_50,0.06372224349798673,logistic_regression,1,TREND_MOMENTUM
MOMENTUM_10,0.04542960474713394,logistic_regression,1,TREND_MOMENTUM
ROC_12,0.023512154423868066,logistic_regression,1,TREND_MOMENTUM
SMA_20,0.010092137680456147,logistic_regression,1,TREND_MOMENTUM
MOMENTUM_20,0.008248525954461147,logistic_regression,1,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.007197667937160755,logistic_regression,1,TREND_MOMENTUM
RSI_14,0.0037516624677870866,logistic_regression,1,TREND_MOMENTUM
SMA_50,0.002036345762148845,logistic_regression,1,TREND_MOMENTUM
DAILY_RETURN,7.197667937222096e-05,logistic_regression,1,TREND_MOMENTUM
ROC_12,0.11247224680480492,random_forest,1,TREND_MOMENTUM
MOMENTUM_20,0.11105693241903722,random_forest,1,TREND_MOMENTUM
MOMENTUM_10,0.10920534352758293,random_forest,1,TREND_MOMENTUM
RSI_14,0.10815561016853302,random_forest,1,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.1027612741144995,random_forest,1,TREND_MOMENTUM
DAILY_RETURN,0.10050344624364452,random_forest,1,TREND_MOMENTUM
EMA_50,0.09122597988967406,random_forest,1,TREND_MOMENTUM
EMA_20,0.0886897049324411,random_forest,1,TREND_MOMENTUM
SMA_20,0.08840498028719035,random_forest,1,TREND_MOMENTUM
SMA_50,0.0875244816125923,random_forest,1,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.11114944517612457,xgboost,1,TREND_MOMENTUM
EMA_20,0.10471665859222412,xgboost,1,TREND_MOMENTUM
EMA_50,0.10415541380643845,xgboost,1,TREND_MOMENTUM
ROC_12,0.10102704912424088,xgboost,1,TREND_MOMENTUM
MOMENTUM_10,0.10006649047136307,xgboost,1,TREND_MOMENTUM
MOMENTUM_20,0.09912486374378204,xgboost,1,TREND_MOMENTUM
DAILY_RETURN,0.09609506279230118,xgboost,1,TREND_MOMENTUM
SMA_20,0.09609250724315643,xgboost,1,TREND_MOMENTUM
RSI_14,0.09545411169528961,xgboost,1,TREND_MOMENTUM
SMA_50,0.09211836755275726,xgboost,1,TREND_MOMENTUM
EMA_20,0.11692570012604439,logistic_regression,2,TREND_MOMENTUM
SMA_20,0.09623516062599578,logistic_regression,2,TREND_MOMENTUM
EMA_50,0.02395042450792312,logistic_regression,2,TREND_MOMENTUM
ROC_12,0.02079450582169855,logistic_regression,2,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.01074127079506008,logistic_regression,2,TREND_MOMENTUM
MOMENTUM_20,0.008230539501368143,logistic_regression,2,TREND_MOMENTUM
RSI_14,0.007031106666040322,logistic_regression,2,TREND_MOMENTUM
MOMENTUM_10,0.004499223866793688,logistic_regression,2,TREND_MOMENTUM
SMA_50,0.0028965616860478762,logistic_regression,2,TREND_MOMENTUM
DAILY_RETURN,0.00010741270795061173,logistic_regression,2,TREND_MOMENTUM
MOMENTUM_10,0.11198791709190953,random_forest,2,TREND_MOMENTUM
MOMENTUM_20,0.11097968639530377,random_forest,2,TREND_MOMENTUM
RSI_14,0.10973707610323494,random_forest,2,TREND_MOMENTUM
ROC_12,0.10962591940473322,random_forest,2,TREND_MOMENTUM
DAILY_RETURN,0.09840358628115024,random_forest,2,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.0974296317343421,random_forest,2,TREND_MOMENTUM
SMA_50,0.09207049700259297,random_forest,2,TREND_MOMENTUM
EMA_20,0.09093278467048425,random_forest,2,TREND_MOMENTUM
SMA_20,0.08981769481231902,random_forest,2,TREND_MOMENTUM
EMA_50,0.08901520650392994,random_forest,2,TREND_MOMENTUM
SMA_20,0.10750100016593933,xgboost,2,TREND_MOMENTUM
EMA_20,0.10406681150197983,xgboost,2,TREND_MOMENTUM
EMA_50,0.10367367416620255,xgboost,2,TREND_MOMENTUM
RSI_14,0.10071513801813126,xgboost,2,TREND_MOMENTUM
MOMENTUM_20,0.09984218329191208,xgboost,2,TREND_MOMENTUM
ROC_12,0.0988265797495842,xgboost,2,TREND_MOMENTUM
SMA_50,0.09880030900239944,xgboost,2,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.09732620418071747,xgboost,2,TREND_MOMENTUM
MOMENTUM_10,0.09688988327980042,xgboost,2,TREND_MOMENTUM
DAILY_RETURN,0.09235814213752747,xgboost,2,TREND_MOMENTUM
EMA_20,0.11950534840547991,logistic_regression,3,TREND_MOMENTUM
SMA_20,0.10002974371842081,logistic_regression,3,TREND_MOMENTUM
EMA_50,0.028871193069732435,logistic_regression,3,TREND_MOMENTUM
ROC_12,0.018273959686062602,logistic_regression,3,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.013381140719707564,logistic_regression,3,TREND_MOMENTUM
SMA_50,0.008911129960673975,logistic_regression,3,TREND_MOMENTUM
MOMENTUM_10,0.007531768097452114,logistic_regression,3,TREND_MOMENTUM
MOMENTUM_20,0.0072268385002921065,logistic_regression,3,TREND_MOMENTUM
RSI_14,0.005226655205369052,logistic_regression,3,TREND_MOMENTUM
DAILY_RETURN,0.0001338114071971705,logistic_regression,3,TREND_MOMENTUM
MOMENTUM_10,0.11520499493763389,random_forest,3,TREND_MOMENTUM
MOMENTUM_20,0.11227728506037453,random_forest,3,TREND_MOMENTUM
ROC_12,0.1105327572273427,random_forest,3,TREND_MOMENTUM
RSI_14,0.10895451257847293,random_forest,3,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.09844663353622633,random_forest,3,TREND_MOMENTUM
DAILY_RETURN,0.09746459180272272,random_forest,3,TREND_MOMENTUM
SMA_20,0.09067579629430728,random_forest,3,TREND_MOMENTUM
SMA_50,0.08959647460835354,random_forest,3,TREND_MOMENTUM
EMA_50,0.0888426529256256,random_forest,3,TREND_MOMENTUM
EMA_20,0.08800430102894059,random_forest,3,TREND_MOMENTUM
MOMENTUM_10,0.1057448610663414,xgboost,3,TREND_MOMENTUM
SMA_20,0.10552392899990082,xgboost,3,TREND_MOMENTUM
EMA_50,0.10402945429086685,xgboost,3,TREND_MOMENTUM
EMA_20,0.10090197622776031,xgboost,3,TREND_MOMENTUM
MOMENTUM_20,0.10051028430461884,xgboost,3,TREND_MOMENTUM
ROC_12,0.09884064644575119,xgboost,3,TREND_MOMENTUM
PRICE_CHANGE_PCT,0.0974215492606163,xgboost,3,TREND_MOMENTUM
RSI_14,0.09585694968700409,xgboost,3,TREND_MOMENTUM
SMA_50,0.09561815112829208,xgboost,3,TREND_MOMENTUM
DAILY_RETURN,0.09555219858884811,xgboost,3,TREND_MOMENTUM
VOLUME_EMA_20,2.1860198186979332e-09,logistic_regression,1,PRICE_VOLUME
VOLUME_SMA_20,8.51248189599761e-10,logistic_regression,1,PRICE_VOLUME
OBV,1.5455187482312085e-11,logistic_regression,1,PRICE_VOLUME
HIGH_LOW_PCT,4.0035089841732e-15,logistic_regression,1,PRICE_VOLUME
OPEN_CLOSE_PCT,3.553129657354018e-15,logistic_regression,1,PRICE_VOLUME
GAP_PCT,2.7344599679865425e-15,logistic_regression,1,PRICE_VOLUME
VOLUME_CHANGE_PCT,1.969578532483409e-15,logistic_regression,1,PRICE_VOLUME
VOLUME_RATIO,1.4518973628181112e-15,logistic_regression,1,PRICE_VOLUME
LOWER_WICK,1.0096581230295545e-15,logistic_regression,1,PRICE_VOLUME
BODY_SIZE,4.814272739460625e-16,logistic_regression,1,PRICE_VOLUME
UPPER_WICK,4.15074189011554e-16,logistic_regression,1,PRICE_VOLUME
OBV,0.10180088134106313,random_forest,1,PRICE_VOLUME
VOLUME_EMA_20,0.10020434420387847,random_forest,1,PRICE_VOLUME
VOLUME_SMA_20,0.09702436416529114,random_forest,1,PRICE_VOLUME
GAP_PCT,0.09672870912117386,random_forest,1,PRICE_VOLUME
VOLUME_RATIO,0.09600869673186216,random_forest,1,PRICE_VOLUME
LOWER_WICK,0.08951671136624163,random_forest,1,PRICE_VOLUME
VOLUME_CHANGE_PCT,0.08839005835719899,random_forest,1,PRICE_VOLUME
HIGH_LOW_PCT,0.08819073909093542,random_forest,1,PRICE_VOLUME
OPEN_CLOSE_PCT,0.08424444731515472,random_forest,1,PRICE_VOLUME
BODY_SIZE,0.0796462918118892,random_forest,1,PRICE_VOLUME
UPPER_WICK,0.07824475649531136,random_forest,1,PRICE_VOLUME
GAP_PCT,0.09810987114906311,xgboost,1,PRICE_VOLUME
VOLUME_RATIO,0.09594829380512238,xgboost,1,PRICE_VOLUME
LOWER_WICK,0.09519925713539124,xgboost,1,PRICE_VOLUME
VOLUME_EMA_20,0.09498478472232819,xgboost,1,PRICE_VOLUME
VOLUME_SMA_20,0.09019402414560318,xgboost,1,PRICE_VOLUME
UPPER_WICK,0.08925800025463104,xgboost,1,PRICE_VOLUME
BODY_SIZE,0.08898229897022247,xgboost,1,PRICE_VOLUME
VOLUME_CHANGE_PCT,0.08885974436998367,xgboost,1,PRICE_VOLUME
HIGH_LOW_PCT,0.08779463917016983,xgboost,1,PRICE_VOLUME
OBV,0.08664118498563766,xgboost,1,PRICE_VOLUME
OPEN_CLOSE_PCT,0.08402791619300842,xgboost,1,PRICE_VOLUME
VOLUME_SMA_20,9.012882220694024e-10,logistic_regression,2,PRICE_VOLUME
VOLUME_EMA_20,3.603275814220634e-10,logistic_regression,2,PRICE_VOLUME
OBV,7.883051519698891e-12,logistic_regression,2,PRICE_VOLUME
GAP_PCT,8.58715818834501e-15,logistic_regression,2,PRICE_VOLUME
BODY_SIZE,7.978687703415185e-15,logistic_regression,2,PRICE_VOLUME
VOLUME_CHANGE_PCT,7.210306847966553e-15,logistic_regression,2,PRICE_VOLUME
HIGH_LOW_PCT,4.144617652045327e-15,logistic_regression,2,PRICE_VOLUME
LOWER_WICK,3.824504264312956e-15,logistic_regression,2,PRICE_VOLUME
UPPER_WICK,2.5905366234841717e-15,logistic_regression,2,PRICE_VOLUME
OPEN_CLOSE_PCT,7.199408539076831e-16,logistic_regression,2,PRICE_VOLUME
VOLUME_RATIO,1.7562827686508783e-17,logistic_regression,2,PRICE_VOLUME
OBV,0.09894791917059807,random_forest,2,PRICE_VOLUME
VOLUME_RATIO,0.0965739671380166,random_forest,2,PRICE_VOLUME
GAP_PCT,0.0965583920570078,random_forest,2,PRICE_VOLUME
VOLUME_CHANGE_PCT,0.09386982612209296,random_forest,2,PRICE_VOLUME
VOLUME_EMA_20,0.09318892355912142,random_forest,2,PRICE_VOLUME
HIGH_LOW_PCT,0.0917691165821446,random_forest,2,PRICE_VOLUME
VOLUME_SMA_20,0.09001096279290566,random_forest,2,PRICE_VOLUME
BODY_SIZE,0.08642725770204898,random_forest,2,PRICE_VOLUME
OPEN_CLOSE_PCT,0.08594469383872787,random_forest,2,PRICE_VOLUME
UPPER_WICK,0.08465517214545121,random_forest,2,PRICE_VOLUME
LOWER_WICK,0.08205376889188487,random_forest,2,PRICE_VOLUME
HIGH_LOW_PCT,0.09675116837024689,xgboost,2,PRICE_VOLUME
OBV,0.09505264461040497,xgboost,2,PRICE_VOLUME
GAP_PCT,0.0925849974155426,xgboost,2,PRICE_VOLUME
OPEN_CLOSE_PCT,0.09169619530439377,xgboost,2,PRICE_VOLUME
VOLUME_RATIO,0.09153307974338531,xgboost,2,PRICE_VOLUME
LOWER_WICK,0.0915326252579689,xgboost,2,PRICE_VOLUME
VOLUME_EMA_20,0.09085963666439056,xgboost,2,PRICE_VOLUME
UPPER_WICK,0.08869771659374237,xgboost,2,PRICE_VOLUME
VOLUME_CHANGE_PCT,0.08827102184295654,xgboost,2,PRICE_VOLUME
VOLUME_SMA_20,0.08693527430295944,xgboost,2,PRICE_VOLUME
BODY_SIZE,0.08608561754226685,xgboost,2,PRICE_VOLUME
VOLUME_EMA_20,3.437787995541523e-09,logistic_regression,3,PRICE_VOLUME
VOLUME_SMA_20,3.4178766449912414e-09,logistic_regression,3,PRICE_VOLUME
OBV,2.6332375466774728e-12,logistic_regression,3,PRICE_VOLUME
GAP_PCT,6.693866430963909e-15,logistic_regression,3,PRICE_VOLUME
VOLUME_CHANGE_PCT,6.679248371845762e-15,logistic_regression,3,PRICE_VOLUME
LOWER_WICK,5.712933472602886e-15,logistic_regression,3,PRICE_VOLUME
BODY_SIZE,4.024453580877664e-15,logistic_regression,3,PRICE_VOLUME
HIGH_LOW_PCT,2.2766234960053354e-15,logistic_regression,3,PRICE_VOLUME
OPEN_CLOSE_PCT,2.0549958987125565e-15,logistic_regression,3,PRICE_VOLUME
VOLUME_RATIO,1.0846038128225964e-15,logistic_regression,3,PRICE_VOLUME
UPPER_WICK,5.210930191176261e-17,logistic_regression,3,PRICE_VOLUME
GAP_PCT,0.1002839807513838,random_forest,3,PRICE_VOLUME
VOLUME_RATIO,0.09776712249769966,random_forest,3,PRICE_VOLUME
OBV,0.09731395931351115,random_forest,3,PRICE_VOLUME
VOLUME_CHANGE_PCT,0.09187931762616902,random_forest,3,PRICE_VOLUME
HIGH_LOW_PCT,0.08934580737616263,random_forest,3,PRICE_VOLUME
VOLUME_EMA_20,0.08903524022501703,random_forest,3,PRICE_VOLUME
VOLUME_SMA_20,0.08899174590493139,random_forest,3,PRICE_VOLUME
BODY_SIZE,0.08848755827521662,random_forest,3,PRICE_VOLUME
UPPER_WICK,0.08689708122538896,random_forest,3,PRICE_VOLUME
OPEN_CLOSE_PCT,0.0858363501514157,random_forest,3,PRICE_VOLUME
LOWER_WICK,0.08416183665310413,random_forest,3,PRICE_VOLUME
UPPER_WICK,0.09435680508613586,xgboost,3,PRICE_VOLUME
LOWER_WICK,0.09417799115180969,xgboost,3,PRICE_VOLUME
HIGH_LOW_PCT,0.09224171191453934,xgboost,3,PRICE_VOLUME
OBV,0.09206053614616394,xgboost,3,PRICE_VOLUME
VOLUME_RATIO,0.09190104156732559,xgboost,3,PRICE_VOLUME
GAP_PCT,0.09189344197511673,xgboost,3,PRICE_VOLUME
VOLUME_EMA_20,0.0914958268404007,xgboost,3,PRICE_VOLUME
VOLUME_CHANGE_PCT,0.08983562886714935,xgboost,3,PRICE_VOLUME
OPEN_CLOSE_PCT,0.08910688757896423,xgboost,3,PRICE_VOLUME
BODY_SIZE,0.08722008764743805,xgboost,3,PRICE_VOLUME
VOLUME_SMA_20,0.08571002632379532,xgboost,3,PRICE_VOLUME
VOLUME_EMA_20,3.162624967309892e-09,logistic_regression,1,ALL_EXCEPT_TREND
VOLUME_SMA_20,1.7840604142083354e-09,logistic_regression,1,ALL_EXCEPT_TREND
Volume,1.4604711290464803e-10,logistic_regression,1,ALL_EXCEPT_TREND
OBV,1.4550449199399691e-11,logistic_regression,1,ALL_EXCEPT_TREND
RSI_14,8.196211071891731e-14,logistic_regression,1,ALL_EXCEPT_TREND
Close,3.3009144138242994e-14,logistic_regression,1,ALL_EXCEPT_TREND
High,3.237191390057506e-14,logistic_regression,1,ALL_EXCEPT_TREND
Open,3.127254503886492e-14,logistic_regression,1,ALL_EXCEPT_TREND
Low,3.114042535724559e-14,logistic_regression,1,ALL_EXCEPT_TREND
ROC_12,2.320865438369346e-14,logistic_regression,1,ALL_EXCEPT_TREND
Adj Close,2.2902837271403855e-14,logistic_regression,1,ALL_EXCEPT_TREND
MOMENTUM_20,5.644233402900898e-15,logistic_regression,1,ALL_EXCEPT_TREND
HIGH_LOW_PCT,5.252306740192543e-15,logistic_regression,1,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,5.252306740192543e-15,logistic_regression,1,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,4.500274102606088e-15,logistic_regression,1,ALL_EXCEPT_TREND
GAP_PCT,3.5430707574066782e-15,logistic_regression,1,ALL_EXCEPT_TREND
MOMENTUM_10,2.925382315055151e-15,logistic_regression,1,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,2.513535912009489e-15,logistic_regression,1,ALL_EXCEPT_TREND
VOLUME_RATIO,1.8412505807877663e-15,logistic_regression,1,ALL_EXCEPT_TREND
ATR_14,1.5302833783031952e-15,logistic_regression,1,ALL_EXCEPT_TREND
TRUE_RANGE,1.3782200027217545e-15,logistic_regression,1,ALL_EXCEPT_TREND
LOWER_WICK,1.3039358647477408e-15,logistic_regression,1,ALL_EXCEPT_TREND
ROLLING_STD_20,1.2304562004991158e-15,logistic_regression,1,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,1.0839009154555916e-15,logistic_regression,1,ALL_EXCEPT_TREND
BODY_SIZE,6.070332668795842e-16,logistic_regression,1,ALL_EXCEPT_TREND
UPPER_WICK,5.345859454614244e-16,logistic_regression,1,ALL_EXCEPT_TREND
HIST_VOL_20,4.2469714596014164e-16,logistic_regression,1,ALL_EXCEPT_TREND
DAILY_RETURN,1.0839009154555994e-17,logistic_regression,1,ALL_EXCEPT_TREND
GAP_PCT,0.04241520640791873,random_forest,1,ALL_EXCEPT_TREND
VOLUME_RATIO,0.04197474017698804,random_forest,1,ALL_EXCEPT_TREND
ROC_12,0.04166435936590587,random_forest,1,ALL_EXCEPT_TREND
ROLLING_STD_20,0.041279727751515824,random_forest,1,ALL_EXCEPT_TREND
HIST_VOL_20,0.04113340177180377,random_forest,1,ALL_EXCEPT_TREND
OBV,0.0403875041604398,random_forest,1,ALL_EXCEPT_TREND
MOMENTUM_20,0.040318530259227596,random_forest,1,ALL_EXCEPT_TREND
LOWER_WICK,0.039769140756842555,random_forest,1,ALL_EXCEPT_TREND
VOLUME_SMA_20,0.03919801971469692,random_forest,1,ALL_EXCEPT_TREND
ATR_14,0.03883653166229173,random_forest,1,ALL_EXCEPT_TREND
VOLUME_EMA_20,0.038339439806068895,random_forest,1,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,0.03776068521105344,random_forest,1,ALL_EXCEPT_TREND
MOMENTUM_10,0.03617307159393093,random_forest,1,ALL_EXCEPT_TREND
RSI_14,0.03608905348152119,random_forest,1,ALL_EXCEPT_TREND
Volume,0.03562749340504206,random_forest,1,ALL_EXCEPT_TREND
DAILY_RETURN,0.034312373913903196,random_forest,1,ALL_EXCEPT_TREND
UPPER_WICK,0.03338541412002697,random_forest,1,ALL_EXCEPT_TREND
HIGH_LOW_PCT,0.033100545983130995,random_forest,1,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,0.03294409774009846,random_forest,1,ALL_EXCEPT_TREND
TRUE_RANGE,0.03249828893255678,random_forest,1,ALL_EXCEPT_TREND
BODY_SIZE,0.03216929835320193,random_forest,1,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,0.031837973213622514,random_forest,1,ALL_EXCEPT_TREND
High,0.03108382575891243,random_forest,1,ALL_EXCEPT_TREND
Open,0.03070047847633381,random_forest,1,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,0.030012749738736206,random_forest,1,ALL_EXCEPT_TREND
Adj Close,0.029787552576162335,random_forest,1,ALL_EXCEPT_TREND
Low,0.029689708673230914,random_forest,1,ALL_EXCEPT_TREND
Close,0.02751078699483618,random_forest,1,ALL_EXCEPT_TREND
Open,0.0417775921523571,xgboost,1,ALL_EXCEPT_TREND
Volume,0.04153746739029884,xgboost,1,ALL_EXCEPT_TREND
VOLUME_EMA_20,0.039896316826343536,xgboost,1,ALL_EXCEPT_TREND
ROLLING_STD_20,0.03890750929713249,xgboost,1,ALL_EXCEPT_TREND
LOWER_WICK,0.03833850845694542,xgboost,1,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,0.038004059344530106,xgboost,1,ALL_EXCEPT_TREND
MOMENTUM_10,0.03737412020564079,xgboost,1,ALL_EXCEPT_TREND
ROC_12,0.037206199020147324,xgboost,1,ALL_EXCEPT_TREND
GAP_PCT,0.037114161998033524,xgboost,1,ALL_EXCEPT_TREND
HIGH_LOW_PCT,0.03694719448685646,xgboost,1,ALL_EXCEPT_TREND
TRUE_RANGE,0.03692655637860298,xgboost,1,ALL_EXCEPT_TREND
Adj Close,0.03612866625189781,xgboost,1,ALL_EXCEPT_TREND
OBV,0.036088768392801285,xgboost,1,ALL_EXCEPT_TREND
VOLUME_RATIO,0.035280875861644745,xgboost,1,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,0.035167574882507324,xgboost,1,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,0.0348055437207222,xgboost,1,ALL_EXCEPT_TREND
Close,0.0347185842692852,xgboost,1,ALL_EXCEPT_TREND
UPPER_WICK,0.03444121405482292,xgboost,1,ALL_EXCEPT_TREND
HIST_VOL_20,0.03434227779507637,xgboost,1,ALL_EXCEPT_TREND
MOMENTUM_20,0.0342981331050396,xgboost,1,ALL_EXCEPT_TREND
High,0.03391753137111664,xgboost,1,ALL_EXCEPT_TREND
OPEN_CLOSE_PCT,0.03384201601147652,xgboost,1,ALL_EXCEPT_TREND
Low,0.03372601047158241,xgboost,1,ALL_EXCEPT_TREND
VOLUME_SMA_20,0.03232356160879135,xgboost,1,ALL_EXCEPT_TREND
DAILY_RETURN,0.0321204774081707,xgboost,1,ALL_EXCEPT_TREND
ATR_14,0.03189100697636604,xgboost,1,ALL_EXCEPT_TREND
BODY_SIZE,0.031657565385103226,xgboost,1,ALL_EXCEPT_TREND
RSI_14,0.031220540404319763,xgboost,1,ALL_EXCEPT_TREND
VOLUME_EMA_20,4.377961185357093e-09,logistic_regression,2,ALL_EXCEPT_TREND
VOLUME_SMA_20,2.3958324655759486e-09,logistic_regression,2,ALL_EXCEPT_TREND
Volume,1.483141252828684e-09,logistic_regression,2,ALL_EXCEPT_TREND
OBV,7.792719843125822e-12,logistic_regression,2,ALL_EXCEPT_TREND
High,4.634103437646123e-13,logistic_regression,2,ALL_EXCEPT_TREND
Open,4.558679372435862e-13,logistic_regression,2,ALL_EXCEPT_TREND
Close,4.5234238990995046e-13,logistic_regression,2,ALL_EXCEPT_TREND
Low,4.4312754179082746e-13,logistic_regression,2,ALL_EXCEPT_TREND
Adj Close,4.013988737592291e-13,logistic_regression,2,ALL_EXCEPT_TREND
MOMENTUM_20,3.7749679548808296e-14,logistic_regression,2,ALL_EXCEPT_TREND
ROC_12,2.8832969565607896e-14,logistic_regression,2,ALL_EXCEPT_TREND
TRUE_RANGE,2.781798671473898e-14,logistic_regression,2,ALL_EXCEPT_TREND
MOMENTUM_10,2.0216755595892718e-14,logistic_regression,2,ALL_EXCEPT_TREND
ATR_14,1.9302891375860746e-14,logistic_regression,2,ALL_EXCEPT_TREND
ROLLING_STD_20,1.8769731584474794e-14,logistic_regression,2,ALL_EXCEPT_TREND
PRICE_CHANGE_PCT,1.2247386446903936e-14,logistic_regression,2,ALL_EXCEPT_TREND
BODY_SIZE,1.1386987154759669e-14,logistic_regression,2,ALL_EXCEPT_TREND
GAP_PCT,1.0756198947026459e-14,logistic_regression,2,ALL_EXCEPT_TREND
VOLUME_CHANGE_PCT,1.0695664867472325e-14,logistic_regression,2,ALL_EXCEPT_TREND
HIGH_LOW_PCT,7.890502476401238e-15,logistic_regression,2,ALL_EXCEPT_TREND
DAILY_RANGE_PCT,7.890502476401238e-15,logistic_regression,2,ALL_EXCEPT_TREND
