asset,total_trades,win_rate_pct,mean_net_return_pct
tcs_ns,207,62.31884057971014,1.4469232027219239
infy_ns,205,55.1219512195122,0.3983322511184264
reliance_ns,195,56.41025641025641,1.2901613428998426
icicibank_ns,170,53.529411764705884,1.2807547186511916
hdfcbank_ns,193,51.29533678756477,1.034561558415366
