architecture,cum_return_pct,daily_sharpe,sortino_ratio,calmar_ratio,max_drawdown_pct,return_retention_pct,drawdown_reduction_pct,expectancy_pct,win_rate_pct,total_trades,rebalance_count
Candidate A: Equal-Weight Baseline Control,350.0962520103408,0.8523561399797592,1.162062089316525,0.12370826388418757,53.14026106081421,99.99999999714365,1.8818124836172956e-08,1.035091281108558,56.82951146560319,1003,1003
Candidate B: Mission 28 Drawdown Governor,224.20639323295046,0.670518363280145,0.8303886851124928,0.09642488149220993,52.93494727243312,64.0413577520744,0.3863620430985315,1.035091281108558,56.82951146560319,1003,1003
Candidate C: Volatility Expansion Exposure Governor,327.3558315074028,0.8190785074507151,1.1044725660151924,0.11937430868144386,53.1126995681092,93.50452328989321,0.051865576400322855,1.0350912811085582,56.82951146560319,1003,1003
Candidate D: Correlation Cluster Exposure Cap,348.93875415058034,0.8521790884904719,1.1621202401618045,0.12348970473100587,53.14026106081421,99.6693772460914,1.8818124836172956e-08,1.032931086221518,56.82951146560319,1003,1003
Candidate E: Drawdown Governor 2.0 with Hysteresis,176.81922809099942,0.6126881074818317,0.7659779392094076,0.10142142810669484,43.419437880357165,50.505890043269055,18.292765211490337,1.035091281108558,56.82951146560319,1003,1003
Candidate F: Combined Adaptive Portfolio Overlay,89.74202975741923,0.3991384279926503,0.4750721556780094,0.057156846380892454,48.07720394035515,25.63353056181966,9.52772347827212,1.035091281108558,56.82951146560319,1003,1003
