date,fold,cash,position_value,total_equity,daily_return,cumulative_return,exposure
2006-06-16,1,110781.18888236435,0.0,110781.18888236435,0.08561741331493426,0.10781188882364354,0.0
2006-06-19,1,0.0,110781.18888236434,110781.18888236434,-1.3135727622330492e-16,0.10781188882364338,100.0
2006-06-20,1,0.0,106730.71261755496,106730.71261755496,-0.03656285246325051,0.06730712617554964,100.0
2006-06-21,1,0.0,108984.37526571791,108984.37526571791,0.021115408984838633,0.08984375265717914,100.0
2006-06-22,1,0.0,111338.96100552795,111338.96100552795,0.021604801000778797,0.11338961005527948,100.0
2006-06-23,1,0.0,112540.82201379792,112540.82201379792,0.010794613111310624,0.12540822013797923,100.0
2006-06-26,1,0.0,108466.44227157571,108466.44227157571,-0.03620357190675823,0.0846644227157571,100.0
2006-06-27,1,0.0,109200.84398995907,109200.84398995907,0.006770773549892844,0.09200843989959073,100.0
2006-06-28,1,0.0,112789.1620412562,112789.1620412562,0.032859801446471174,0.12789162041256205,100.0
2006-06-29,1,0.0,111607.2246503076,111607.2246503076,-0.010479175211145475,0.11607224650307602,100.0
2006-06-30,1,0.0,115455.8385205801,115455.8385205801,0.034483555005790506,0.15455838520580104,100.0
2006-07-03,1,0.0,119415.99191735327,119415.99191735327,0.0343001570775242,0.1941599191735327,100.0
2006-07-04,1,0.0,120404.38278684518,120404.38278684518,0.008276871913235579,0.20404382786845177,100.0
2006-07-05,1,0.0,122228.59113413986,122228.59113413986,0.015150680607068298,0.2222859113413986,100.0
2006-07-06,1,0.0,119687.97127623526,119687.97127623526,-0.020785806613089385,0.19687971276235258,100.0
2006-07-07,1,0.0,115867.0774962527,115867.0774962527,-0.03192379099787793,0.15867077496252707,100.0
2006-07-10,1,0.0,119293.93806251141,119293.93806251141,0.029575791849669603,0.19293938062511415,100.0
2006-07-11,1,0.0,117410.0267316203,117410.0267316203,-0.015792179900238745,0.17410026731620296,100.0
2006-07-12,1,0.0,125392.76828959316,125392.76828959316,0.06799028822487267,0.25392768289593165,100.0
2006-07-13,1,0.0,123871.04264299625,123871.04264299625,-0.01213567311220455,0.23871042642996254,100.0
2006-07-14,1,0.0,124331.41070571262,124331.41070571262,0.0037165107590413893,0.24331410705712625,100.0
2006-07-17,1,0.0,123193.16779284342,123193.16779284342,-0.009154910303104148,0.23193167792843422,100.0
2006-07-18,1,0.0,121569.58919632666,121569.58919632666,-0.013179128563743916,0.21569589196326663,100.0
2006-07-19,1,0.0,116470.89360104334,116470.89360104334,-0.04194055132529299,0.16470893601043338,100.0
2006-07-20,1,0.0,119691.54177053581,119691.54177053581,0.027651957239414732,0.19691541770535811,100.0
2006-07-21,1,0.0,117133.57874247876,117133.57874247876,-0.021371293160890207,0.17133578742478756,100.0
2006-07-24,1,0.0,120480.1387067276,120480.1387067276,0.028570457764347298,0.20480138706727594,100.0
2006-07-25,1,0.0,122417.82941313129,122417.82941313129,0.01608307167640647,0.22417829413131288,100.0
2006-07-26,1,0.0,125167.97275008826,125167.97275008826,0.022465218915750308,0.2516797275008826,100.0
2006-07-27,1,0.0,125890.29308271827,125890.29308271827,0.00577080795318309,0.25890293082718274,100.0
2006-07-28,1,0.0,123054.00553102564,123054.00553102564,-0.0225298351623425,0.23054005531025643,100.0
2006-07-31,1,0.0,123950.46772445309,123950.46772445309,0.00728511184628949,0.2395046772445309,100.0
2006-08-01,1,0.0,123400.98585319756,123400.98585319756,-0.004433076222649264,0.23400985853197562,100.0
2006-08-02,1,0.0,124486.70429778546,124486.70429778546,0.008798296359475662,0.24486704297785458,100.0
2006-08-03,1,0.0,125082.52450845003,125082.52450845003,0.004786215636645913,0.2508252450845003,100.0
2006-08-04,1,0.0,125592.27856726488,125592.27856726488,0.004075341945791985,0.25592278567264876,100.0
2006-08-07,1,0.0,123943.8410348271,123943.8410348271,-0.013125309543252722,0.23943841034827099,100.0
2006-08-08,1,0.0,126419.80663763234,126419.80663763234,0.019976511798674348,0.2641980663763234,100.0
2006-08-09,1,0.0,127915.97577259097,127915.97577259097,0.011834926620693444,0.27915975772590973,100.0
2006-08-10,1,0.0,127869.63743318192,127869.63743318192,-0.00036225607574951455,0.27869637433181926,100.0
2006-08-11,1,0.0,128114.58250947917,128114.58250947917,0.0019155843499222924,0.28114582509479163,100.0
2006-08-14,1,0.0,127596.27172960344,127596.27172960344,-0.004045681371497087,0.2759627172960344,100.0
2006-08-16,1,0.0,128594.92437004884,128594.92437004884,0.007826660034093373,0.28594924370048846,100.0
2006-08-17,1,0.0,127001.04733914953,127001.04733914953,-0.012394556307002603,0.2700104733914953,100.0
2006-08-18,1,0.0,128264.24415313,128264.24415313,0.009946349580938233,0.28264244153129997,100.0
2006-08-21,1,0.0,128211.332089124,128211.332089124,-0.00041252388267169255,0.28211332089124,100.0
2006-08-22,1,0.0,129018.19666235446,129018.19666235446,0.006293239139498051,0.29018196662354456,100.0
2006-08-23,1,0.0,127391.24353651577,127391.24353651577,-0.012610260939365658,0.27391243536515775,100.0
2006-08-24,1,0.0,128356.83622851678,128356.83622851678,0.007579741473551356,0.2835683622851678,100.0
2006-08-25,1,0.0,128885.92457558692,128885.92457558692,0.004122011437927534,0.2888592457558692,100.0
2006-08-28,1,0.0,129772.14109833144,129772.14109833144,0.006875975989331467,0.2977214109833144,100.0
2006-08-29,1,0.0,130831.62728936004,130831.62728936004,0.008164203673158172,0.3083162728936004,100.0
2006-08-30,1,0.0,129999.14806990603,129999.14806990603,-0.00636298146481671,0.29999148069906034,100.0
2006-08-31,1,0.0,131882.140429107,131882.140429107,0.014484651531627025,0.3188214042910701,100.0
2006-09-01,1,0.0,132040.70981975878,132040.70981975878,0.0012023568175025838,0.3204070981975878,100.0
2006-09-04,1,0.0,134406.01572861423,134406.01572861423,0.017913459508693965,0.34406015728614237,100.0
2006-09-05,1,0.0,132906.22399288297,132906.22399288297,-0.011158665239802747,0.32906223992882966,100.0
2006-09-06,1,0.0,131294.11664074272,131294.11664074272,-0.012129660325212236,0.31294116640742725,100.0
2006-09-07,1,0.0,130382.35675854997,130382.35675854997,-0.0069444077580991855,0.3038235675854997,100.0
2006-09-08,1,0.0,130950.55634864242,130950.55634864242,0.00435794845421209,0.3095055634864242,100.0
2006-09-11,1,0.0,125988.70792041438,125988.70792041438,-0.03789100685466069,0.25988707920414383,100.0
2006-09-12,1,129090.30847439164,0.0,129090.30847439164,0.024618083677280862,0.2909030847439164,0.0
2006-09-13,1,129090.30847439164,0.0,129090.30847439164,0.0,0.2909030847439164,0.0
2006-09-14,1,129090.30847439164,0.0,129090.30847439164,0.0,0.2909030847439164,0.0
2006-09-15,1,129090.30847439164,0.0,129090.30847439164,0.0,0.2909030847439164,0.0
2006-09-18,1,0.0,129090.30847439166,129090.30847439166,1.1272662836074635e-16,0.2909030847439166,100.0
2006-09-19,1,0.0,130891.59393982262,130891.59393982262,0.01395368472442913,0.3089159393982262,100.0
2006-09-20,1,0.0,133483.3863257673,133483.3863257673,0.01980106061766083,0.33483386325767295,100.0
2006-09-21,1,0.0,136457.45268489045,136457.45268489045,0.02228042336193752,0.3645745268489045,100.0
2006-09-22,1,0.0,134714.48395207923,134714.48395207923,-0.012772983069206989,0.3471448395207923,100.0
2006-09-25,1,0.0,132906.7047883598,132906.7047883598,-0.013419337777833018,0.32906704788359814,100.0
2006-09-26,1,0.0,135330.0327652352,135330.0327652352,0.01823330117720009,0.353300327652352,100.0
2006-09-27,1,0.0,135116.20738212898,135116.20738212898,-0.0015800290499977392,0.35116207382128983,100.0
2006-09-28,1,0.0,132239.32503137403,132239.32503137403,-0.021291911655118446,0.3223932503137403,100.0
2006-09-29,1,0.0,132446.66462569032,132446.66462569032,0.0015679117710794331,0.3244666462569032,100.0
2006-10-03,1,131310.90579292635,0.0,131310.90579292635,-0.008575216567165013,0.3131090579292635,0.0
2006-10-04,1,131310.90579292635,0.0,131310.90579292635,0.0,0.3131090579292635,0.0
2006-10-05,1,131310.90579292635,0.0,131310.90579292635,0.0,0.3131090579292635,0.0
2006-10-06,1,0.0,131310.90579292635,131310.90579292635,0.0,0.3131090579292635,100.0
2006-10-09,1,0.0,132360.9191616173,132360.9191616173,0.00799639117825279,0.3236091916161729,100.0
2006-10-10,1,0.0,133595.8354241968,133595.8354241968,0.009329916038673197,0.3359583542419679,100.0
2006-10-11,1,0.0,137987.39402810638,137987.39402810638,0.03287197231833918,0.37987394028106386,100.0
2006-10-12,1,0.0,142979.90920583135,142979.90920583135,0.036180951259272676,0.42979909205831357,100.0
2006-10-13,1,0.0,145760.1193401152,145760.1193401152,0.019444760803991712,0.45760119340115196,100.0
2006-10-16,1,0.0,149207.32452346117,149207.32452346117,0.023649851543427296,0.49207324523461166,100.0
2006-10-17,1,0.0,147516.7492307489,147516.7492307489,-0.011330377366604796,0.4751674923074889,100.0
2006-10-18,1,0.0,146110.12648345795,146110.12648345795,-0.009535342628047396,0.46110126483457947,100.0
2006-10-19,1,0.0,144280.8639436576,144280.8639436576,-0.01251975194209038,0.44280863943657606,100.0
2006-10-20,1,0.0,143767.1309911727,143767.1309911727,-0.003560645108734132,0.43767130991172687,100.0
2006-10-23,1,0.0,142513.65469251393,142513.65469251393,-0.008718796083756605,0.42513654692513925,100.0
2006-10-26,1,0.0,142401.50477131276,142401.50477131276,-0.000786941584251299,0.4240150477131276,100.0
2006-10-27,1,0.0,141794.5615743252,141794.5615743252,-0.004262196512335095,0.417945615743252,100.0
2006-10-30,1,0.0,142414.69603735665,142414.69603735665,0.004373471423347905,0.42414696037356653,100.0
2006-10-31,1,0.0,143437.26880731512,143437.26880731512,0.007180247533514643,0.4343726880731512,100.0
2006-11-01,1,0.0,142922.68057918694,142922.68057918694,-0.0035875489850510714,0.4292268057918694,100.0
2006-11-02,1,0.0,142507.06711276795,142507.06711276795,-0.002907960197323028,0.42507067112767954,100.0
2006-11-03,1,0.0,140778.57638411273,140778.57638411273,-0.012129157968618066,0.40778576384112736,100.0
2006-11-06,1,0.0,139782.40225279404,139782.40225279404,-0.007076177049842046,0.3978240225279404,100.0
2006-11-07,1,0.0,140400.54419039076,140400.54419039076,0.004422172803117409,0.40400544190390764,100.0
2006-11-08,1,0.0,140156.6934904413,140156.6934904413,-0.0017368216152978853,0.4015669349044131,100.0
2006-11-09,1,0.0,140196.22771477493,140196.22771477493,0.0002820716110594901,0.4019622771477493,100.0
2006-11-10,1,0.0,140868.4704329002,140868.4704329002,0.0047950128836058556,0.4086847043290021,100.0
2006-11-13,1,0.0,141797.75801619823,141797.75801619823,0.006596845840962458,0.41797758016198233,100.0
2006-11-14,1,0.0,145818.05234061752,145818.05234061752,0.028352312340227757,0.4581805234061752,100.0
2006-11-15,1,0.0,144572.42660086905,144572.42660086905,-0.008542328742937852,0.4457242660086905,100.0
2006-11-16,1,0.0,143326.78477067518,143326.78477067518,-0.00861604013628959,0.4332678477067518,100.0
2006-11-17,1,0.0,144354.93205047533,144354.93205047533,0.007173448294714756,0.44354932050475326,100.0
2006-11-20,1,0.0,147347.07909509446,147347.07909509446,0.02072770914105588,0.47347079095094463,100.0
2006-11-21,1,151242.35191385535,0.0,151242.35191385535,0.026436036891148467,0.5124235191385536,0.0
2006-11-22,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-11-23,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-11-24,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-11-27,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-11-28,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-11-29,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-11-30,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-12-01,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-12-04,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-12-05,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-12-06,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-12-07,1,151242.35191385535,0.0,151242.35191385535,0.0,0.5124235191385536,0.0
2006-12-08,1,0.0,151242.35191385535,151242.35191385535,0.0,0.5124235191385536,100.0
2006-12-11,1,0.0,150798.98613885397,150798.98613885397,-0.0029314922003719776,0.5079898613885397,100.0
2006-12-12,1,0.0,143994.43606422446,143994.43606422446,-0.04512331447881197,0.43994436064224457,100.0
2006-12-13,1,0.0,144039.41110852014,144039.41110852014,0.00031233876478134714,0.44039411108520143,100.0
2006-12-14,1,0.0,147734.04746447413,147734.04746447413,0.025650176764263698,0.47734047464474133,100.0
2006-12-15,1,0.0,149096.2406878491,149096.2406878491,0.00922057742784393,0.49096240687849085,100.0
2006-12-18,1,0.0,151801.36332071855,151801.36332071855,0.01814346639720421,0.5180136332071855,100.0
2006-12-19,1,0.0,146738.10201199958,146738.10201199958,-0.03335451802248676,0.4673810201199958,100.0
