asset,mean_cum_return_pct,daily_sharpe,win_rate_pct,profit_factor,expectancy_pct,max_drawdown_pct,positive_folds,total_trades
tcs_ns,79.83927385805731,1.087744334317676,66.34842916267066,3.5793324703680733,2.094325562932975,23.695811512603186,5,207
infy_ns,11.985065384727353,0.3066150030673239,64.01295515908775,20.732823270236057,2.8355393308945294,31.135392821161844,4,205
reliance_ns,53.35329875695398,0.6974535786678944,57.746252432812945,2.1717081719772824,1.599642771263294,26.109074684436848,5,195
icicibank_ns,44.97752246522128,0.45202950021896326,52.08987427522898,1.5049687569973265,1.191815878863546,38.30546321901545,4,170
hdfcbank_ns,42.73585355187486,0.5407915404653373,53.67261904761905,2.183139869629745,1.2330657843483857,30.21245060902013,4,193
