mode_a_same_bar_close_10bps_mean_pct,mode_a_next_bar_open_10bps_mean_pct,cost_sensitivity_incorrect_unfiltered_mean_pct,mode_b_same_bar_close_10bps_mean_pct,random_signal_mean_pct,true_buy_hold_mean_return_pct,true_buy_hold_mean_wealth_multiple,artificial_compounded_buy_hold_mean_wealth,audit_verdict
59.98160752071105,65.19654895635571,62.58907823853338,30.576841343862714,107.08834701414646,102.37576804752135,2.023757680475213,227154.30933825352,DISCREPANCIES EXPLAINED & CORRECTED
