config,model,fold,roc_auc,mcc,precision,unrestricted_return_pct,unrestricted_trades,unrestricted_win_rate_pct,unrestricted_expectancy_pct,unrestricted_sharpe,unrestricted_max_dd_pct,regime_filtered_return_pct,regime_filtered_trades,regime_filtered_win_rate_pct,regime_filtered_expectancy_pct,regime_filtered_sharpe,regime_filtered_max_dd_pct
C59_VOL_VOL,logistic_regression,4,0.4741580355305577,-0.08345009218005138,0.572139303482587,-4.676944466187692,48,43.75,0.0053792151044356265,0.002817017361769805,21.225294892581754,-34.63934091713366,27,37.03703703703704,-1.5134580664045933,-0.963090076499864,37.09982770248709
C59_VOL_VOL,logistic_regression,5,0.5794672661625452,0.08924708147718917,0.6503267973856209,67.05442649736169,68,57.35294117647059,0.8750501280711167,0.747647844677663,25.581992484265598,15.05007353344529,34,55.88235294117647,0.5025086977096563,0.34915748191040286,30.102588406798407
C60_FULL_GROUP_H,random_forest,1,0.5211425671103089,-0.03974666748620592,0.5142857142857142,-16.58959113658816,82,50.0,-0.027681241155681238,0.07671532279161432,66.74228857830197,19.794649843397753,35,60.0,0.717284877912654,0.36565347870827153,40.360777941042336
C60_FULL_GROUP_H,random_forest,2,0.5979450202794051,0.13014891325552944,0.8452380952380952,218.34177690578446,24,83.33333333333334,5.066803245630536,1.8609259980126982,10.81209466152401,185.78372775693657,21,85.71428571428571,5.25383388592077,1.8384379332104581,10.81209466152401
C60_FULL_GROUP_H,random_forest,3,0.6086021505376344,0.15206523825365081,0.6626506024096386,49.9878359167004,43,58.139534883720934,1.0258295617124917,0.8293516953345478,12.610241526083863,13.436488333891102,15,40.0,1.0032412680600764,0.4115367175950183,20.611111083733583
C60_FULL_GROUP_H,random_forest,4,0.5742706404188672,0.11294418226813624,0.657439446366782,57.64340888392648,54,57.407407407407405,0.9516884873255256,0.8371258412022846,22.709538596913017,-16.827201135018942,26,42.30769230769231,-0.6586088476055961,-0.38424053564562266,32.87760193171177
C60_FULL_GROUP_H,random_forest,5,0.6052552399118923,0.1626865710332672,0.6283783783783784,18.10569210858483,50,56.00000000000001,0.45545746882096216,0.342945203388703,26.296788356775757,26.593887940833795,18,66.66666666666666,1.410263474001974,0.7017858712732373,13.0211722765878
C60_FULL_GROUP_H,xgboost,1,0.4840739905256034,-0.04209667019258338,0.5151515151515151,-19.987758421195846,78,53.84615384615385,-0.07228441584200246,0.04486603452434162,66.84721412012308,13.536238618382137,31,61.29032258064516,0.6268695879200434,0.29309370483644265,40.50970734819011
C60_FULL_GROUP_H,xgboost,2,0.5520985428871864,0.10079077176339389,0.734375,143.50974471573542,35,74.28571428571429,2.696578745326854,1.3269686253678716,19.825017278234437,104.93839650809322,27,77.77777777777779,2.7983945679563265,1.2136712841184325,17.641195168863614
C60_FULL_GROUP_H,xgboost,3,0.5842788283277716,0.13484212825829509,0.6603053435114504,65.21148404083407,42,61.904761904761905,1.2755860023148895,1.0740653630547439,18.601999163860313,37.843247673692474,11,63.63636363636363,3.0886583370871876,1.1553066507719179,9.266241197499363
C60_FULL_GROUP_H,xgboost,4,0.5938964720945652,0.10761899637873412,0.6529209621993127,32.37629214376142,48,56.25,0.6997514777698892,0.5697476865780505,19.31352019639302,-18.971446548824403,24,45.83333333333333,-0.7908159577541818,-0.4691308245597093,32.29763804271827
C60_FULL_GROUP_H,xgboost,5,0.6162488362059177,0.21067680818160828,0.6666666666666666,44.36858220610005,55,63.63636363636363,0.7783961008289311,0.5984362309737171,23.54624181296647,1.3023555878069892,21,57.14285714285714,0.15985284461020233,0.09230559360808945,24.465006254892295
C60_FULL_GROUP_H,logistic_regression,1,0.5714752988946536,0.09599671800891184,0.592274678111588,-6.259231932261318,39,53.84615384615385,0.19898113765563227,0.11034587557316389,47.98978174898097,42.02477023129465,12,83.33333333333334,3.0938689066799574,0.9007485824394416,14.969756815171198
C60_FULL_GROUP_H,logistic_regression,2,0.5972840618897401,0.10578605769164658,0.7777777777777778,29.680252112722023,13,53.84615384615385,2.125189139329349,0.5430023864344943,16.05161891480251,39.33417473791476,12,58.333333333333336,2.879672464389749,0.6754848393440621,16.05161891480251
C60_FULL_GROUP_H,logistic_regression,3,0.46340378197997767,-0.07610180485181292,0.4926829268292683,0.6442315099957195,59,50.847457627118644,0.08450276636920054,0.10962050355038928,32.801867919606195,-8.532778594270741,30,40.0,-0.18711044904813837,-0.09481076474501296,28.988279782978903
C60_FULL_GROUP_H,logistic_regression,4,0.44944211994421207,-0.10813513727599079,0.5274261603375527,11.191539884071506,53,47.16981132075472,0.3028390636488388,0.2623270224248467,20.965908491572357,-20.990755100560595,33,39.39393939393939,-0.637460649903765,-0.3964987230130738,30.921937220277336
C60_FULL_GROUP_H,logistic_regression,5,0.5655925698844153,0.0756563290170085,0.6228070175438597,101.06439880304472,69,57.971014492753625,1.1562915038555253,0.9716933727731377,27.818256301318268,34.6122098291046,31,51.61290322580645,1.1291433489762697,0.6732105007696246,31.372799879379578
C61_PRUNED_H,random_forest,1,0.5174420567056706,-0.08316196160488298,0.5064432989690721,-33.24529395110832,83,48.19277108433735,-0.22705378166272605,-0.08267064595025778,67.07955198212528,-1.7590685069636964,35,60.0,0.14313131014463554,0.07785524582448265,44.64136471886594
C61_PRUNED_H,random_forest,2,0.5899831795952327,0.13489120813939304,0.7407407407407407,234.45140972197592,49,61.224489795918366,2.6531102681960914,1.5047740573639177,16.05161891480251,193.77323140795517,39,61.53846153846154,2.987399868071668,1.4580820558754635,23.951261234242416
C61_PRUNED_H,random_forest,3,0.6113002525037592,0.16536207566607386,0.6426229508196721,16.083040342459263,53,56.60377358490566,0.3800043770987156,0.33741952218110777,22.562237859416435,-12.423918571529939,23,39.130434782608695,-0.44032458913461175,-0.25424507913604827,26.093253423052737
C61_PRUNED_H,random_forest,4,0.5938964720945653,0.1479037279945417,0.6578073089700996,55.54785383790149,52,53.84615384615385,0.9504159563539665,0.8126560308573337,23.41576997174028,-11.45812207580448,26,46.15384615384615,-0.3926346615215228,-0.23036629461002311,32.73775985248658
C61_PRUNED_H,random_forest,5,0.6102482003769557,0.17451033142357386,0.6491228070175439,47.640206634389,57,57.89473684210527,0.8201168374581241,0.6270802988799824,26.296788356775753,17.263878732437384,19,68.42105263157895,0.9572454630771348,0.4742941064737889,17.91484453120496
C61_PRUNED_H,xgboost,1,0.4930524302430243,-0.09538608207275182,0.5026954177897575,-19.64386091637997,81,49.382716049382715,0.0058916626365166005,0.04936828896685233,68.54080724625203,10.505468726506734,33,60.60606060606061,0.5324114354014189,0.24911111816687087,47.13162602800117
C61_PRUNED_H,xgboost,2,0.5681585547620901,0.10365833343412556,0.6982456140350877,129.3301180491637,53,62.264150943396224,1.7401562796911907,1.0530583221159842,30.015267675628422,169.43616403308377,41,68.29268292682927,2.6021746245543746,1.3378566556902922,16.05161891480251
C61_PRUNED_H,xgboost,3,0.5576815048089199,0.09504021254069689,0.6227544910179641,31.16374444755187,55,50.90909090909091,0.5931948973507883,0.5219638676490612,21.425334256301024,-1.5538928224897537,24,41.66666666666667,0.05288252268856389,0.03179119220636344,20.075403407394603
C61_PRUNED_H,xgboost,4,0.5797208313327389,0.10880660873402012,0.625,32.70128854982048,56,48.214285714285715,0.6056748096312822,0.5419110226177076,24.20753906002058,-18.606398920640917,30,46.666666666666664,-0.6040317203390181,-0.38537618871644985,35.234877067866535
C61_PRUNED_H,xgboost,5,0.6037934010037014,0.17791144299492012,0.6596385542168675,28.658770160492857,52,61.53846153846154,0.5910558935605661,0.44453159983657936,26.314040470244322,-0.13385341375796997,20,50.0,0.06921791905646114,0.05683537567636785,22.15910800108334
C61_PRUNED_H,logistic_regression,1,0.557262601260126,0.08128203504892112,0.5762195121951219,-2.2546112959858293,56,53.57142857142857,0.30547365074356003,0.16580376239634737,48.01035770764866,55.64465539023862,15,80.0,3.1064068898531283,1.0624611818627592,14.96975681517119
C61_PRUNED_H,logistic_regression,2,0.5802441053759451,0.148582836446226,0.7819548872180451,174.8724980420369,33,75.75757575757575,3.2639604326681853,1.3991188475443195,16.05161891480251,174.8724980420369,33,75.75757575757575,3.2639604326681853,1.3991188475443195,16.05161891480251
C61_PRUNED_H,logistic_regression,3,0.45164127443470364,-0.044036792301037304,0.5071428571428571,23.47296018562242,64,48.4375,0.43612452264244206,0.4034119048816497,29.590833277532525,-8.009455140895007,40,35.0,-0.0823845948405108,-0.060435493573569955,32.538178034453615
C61_PRUNED_H,logistic_regression,4,0.5010174451837117,-0.04961681690762242,0.594306049822064,56.95838286927104,57,63.1578947368421,0.8908902635947396,0.8021029929005462,17.755665219097526,-3.343973143866213,36,58.333333333333336,-0.01030993122494171,0.008435517380016775,30.591652368070456
C61_PRUNED_H,logistic_regression,5,0.5472670708722212,0.044782464995456066,0.58994708994709,74.08671469125801,67,56.71641791044776,0.9710094864558927,0.7954161332421124,28.201637155518583,49.04204164812653,32,50.0,1.403951567601105,0.8617119816773258,27.921323306231592
