asset,config,model,fold,feature,importance
reliance_ns,SHORTLIST_16,random_forest,1,HIGH_LOW_PCT,0.05280242968401883
reliance_ns,SHORTLIST_16,random_forest,1,PRICE_CHANGE_PCT,0.0518187218838318
reliance_ns,SHORTLIST_16,xgboost,1,GAP_PCT,0.06905582547187805
reliance_ns,SHORTLIST_16,xgboost,1,LOWER_WICK,0.0684061348438263
reliance_ns,SHORTLIST_16,xgboost,1,DAILY_RANGE_PCT,0.06832794100046158
reliance_ns,SHORTLIST_16,xgboost,1,ROLLING_STD_20,0.0669296458363533
reliance_ns,SHORTLIST_16,xgboost,1,HIGH_LOW_PCT,0.06572242826223373
reliance_ns,SHORTLIST_16,xgboost,1,DAILY_RETURN,0.06478551030158997
reliance_ns,SHORTLIST_16,xgboost,1,PRICE_CHANGE_PCT,0.06411217153072357
reliance_ns,SHORTLIST_16,xgboost,1,VOLUME_RATIO,0.06222238764166832
reliance_ns,SHORTLIST_16,xgboost,1,ROC_12,0.06163828447461128
reliance_ns,SHORTLIST_16,xgboost,1,VOLUME_CHANGE_PCT,0.06111757457256317
reliance_ns,SHORTLIST_16,xgboost,1,HIST_VOL_20,0.0600513331592083
reliance_ns,SHORTLIST_16,xgboost,1,ATR_14,0.05912502482533455
reliance_ns,SHORTLIST_16,xgboost,1,OPEN_CLOSE_PCT,0.05777791142463684
reliance_ns,SHORTLIST_16,xgboost,1,BODY_SIZE,0.0574658177793026
reliance_ns,SHORTLIST_16,xgboost,1,UPPER_WICK,0.05745421722531319
reliance_ns,SHORTLIST_16,xgboost,1,RSI_14,0.055807776749134064
reliance_ns,SHORTLIST_16,logistic_regression,2,ROC_12,0.18662927624013176
reliance_ns,SHORTLIST_16,logistic_regression,2,RSI_14,0.13665650122442716
reliance_ns,SHORTLIST_16,logistic_regression,2,ROLLING_STD_20,0.1095255489397139
reliance_ns,SHORTLIST_16,logistic_regression,2,VOLUME_CHANGE_PCT,0.07893116039879824
reliance_ns,SHORTLIST_16,logistic_regression,2,HIST_VOL_20,0.07794095466463936
reliance_ns,SHORTLIST_16,logistic_regression,2,ATR_14,0.05526445151485437
reliance_ns,SHORTLIST_16,logistic_regression,2,VOLUME_RATIO,0.041258051800985976
reliance_ns,SHORTLIST_16,logistic_regression,2,GAP_PCT,0.036685572413491574
reliance_ns,SHORTLIST_16,logistic_regression,2,LOWER_WICK,0.029175461348393276
reliance_ns,SHORTLIST_16,logistic_regression,2,PRICE_CHANGE_PCT,0.021777731282157257
reliance_ns,SHORTLIST_16,logistic_regression,2,DAILY_RETURN,0.021777731282154968
reliance_ns,SHORTLIST_16,logistic_regression,2,OPEN_CLOSE_PCT,0.019582887936087617
reliance_ns,SHORTLIST_16,logistic_regression,2,BODY_SIZE,0.016837743082660058
reliance_ns,SHORTLIST_16,logistic_regression,2,HIGH_LOW_PCT,0.010604432682917636
reliance_ns,SHORTLIST_16,logistic_regression,2,DAILY_RANGE_PCT,0.010604432682917636
reliance_ns,SHORTLIST_16,logistic_regression,2,UPPER_WICK,0.0031658110790654488
reliance_ns,SHORTLIST_16,random_forest,2,HIST_VOL_20,0.07136193318173877
