fold,date,equity_interp_a,equity_interp_b1,equity_interp_b2,equity_buy_hold
1,2006-02-14,2.1217965927308673,1.07702901903828,1.0837262526771876,2.2066505723741985
1,2006-02-15,2.278007612845096,1.07702901903828,1.0917048677826717,2.3713153672037315
1,2006-02-16,2.433230897614079,1.07702901903828,1.0991437373729218,2.5352679514152547
1,2006-02-17,2.551725513518516,1.1294786817702527,1.1044963989354344,2.661266883424345
1,2006-02-20,2.6952377701677643,1.1294786817702527,1.1107082257887713,2.813601151562325
1,2006-02-21,2.7875067133732516,1.1294786817702527,1.1145106314739956,2.912735755532217
1,2006-02-22,2.8865339582973646,1.1294786817702527,1.1184699732306993,3.019124545956424
1,2006-02-23,2.977471397750371,1.1294786817702527,1.121993603887401,3.1172582472111685
1,2006-02-24,3.1413689130952713,1.1294786817702527,1.1281697157401953,3.2919677101030076
1,2006-02-27,3.3951330623156646,1.1294786817702527,1.1372832275884084,3.5611894072800556
1,2006-02-28,3.596068691569994,1.1294786817702527,1.144014060129623,3.7755140104657667
1,2006-03-01,3.7892005923228895,1.1294786817702527,1.1501581477116767,3.982058787162951
1,2006-03-02,4.044725040211178,1.1294786817702527,1.1579142302551473,4.254570671240983
1,2006-03-03,4.520234969958211,1.2622635616520512,1.1715270150256285,4.759005249421452
1,2006-03-06,4.95859021128928,1.2622635616520512,1.1828880396363066,5.225274532006137
1,2006-03-07,5.438536832532811,1.2622635616520512,1.1943373244882851,5.736259054599528
1,2006-03-08,5.911861945741434,1.2622635616520512,1.204731845417905,6.241231698368992
1,2006-03-09,6.4769622611274125,1.2622635616520512,1.2162475802582897,6.844056888474218
1,2006-03-10,6.937988562236503,1.2622635616520512,1.224904757813957,7.338056822556926
1,2006-03-13,7.154905616131428,1.2622635616520512,1.2287344373959197,7.57482011595691
1,2006-03-14,7.524708950853464,1.2622635616520512,1.2350851863339958,7.973901671323834
1,2006-03-16,8.061222869492582,1.2622635616520512,1.2438913793376205,8.55041706216993
1,2006-03-17,8.289237222328273,1.2622635616520512,1.2474097672106432,8.800818851470444
1,2006-03-20,8.466717306162726,1.2892897688571885,1.250080584610634,8.99805318062892
1,2006-03-21,8.60572897547171,1.2892897688571885,1.252133042281696,9.15478669584745
1,2006-03-22,8.77302341562933,1.2892897688571885,1.2545671753680205,9.341909545377893
1,2006-03-23,8.834745670266134,1.2892897688571885,1.2554498210762162,9.416976085126192
1,2006-03-24,8.838242064808407,1.2892897688571885,1.2554995061273353,9.430119876336235
1,2006-03-27,8.314522498351106,1.2892897688571885,1.2480599083858968,8.880758071635176
1,2006-03-28,7.9078370618361875,1.2892897688571885,1.2419553150224254,8.455257303448077
1,2006-03-29,7.934924179459801,1.2892897688571885,1.242380728311018,8.492674784849658
1,2006-03-30,8.093904584190687,1.2892897688571885,1.2448699038412396,8.671322692880242
1,2006-03-31,8.49678078605412,1.2892897688571885,1.2510662761045508,9.111611353694869
1,2006-04-03,8.658763266051496,1.313868766415594,1.253451306660795,9.294426564212403
1,2006-04-04,8.874509977488222,1.313868766415594,1.2565744778233374,9.535306253510491
1,2006-04-05,9.082438478239416,1.313868766415594,1.2595186138704972,9.76825242284549
1,2006-04-07,9.254594982723646,1.313868766415594,1.2619060159147422,9.96317669873778
1,2006-04-10,9.481139368787307,1.313868766415594,1.2649950514066153,10.217029721796392
1,2006-04-12,10.350452153201111,1.313868766415594,1.2765936191275813,11.16403232236772
1,2006-04-13,11.38196609353387,1.313868766415594,1.2893160016358922,12.287790741910772
1,2006-04-17,12.006974941473022,1.313868766415594,1.2963959200101858,12.974828208781311
1,2006-04-18,12.006974941473022,1.313868766415594,1.2963959200101858,13.11726437226952
1,2006-04-19,12.179537959651963,1.313868766415594,1.2982590869927293,13.318901621181064
1,2006-04-20,12.269941050286768,1.3236210080495534,1.2992227248113204,13.431080584194104
1,2006-04-21,12.382882754636217,1.3236210080495534,1.3004186264726922,13.568141364889877
1,2006-04-24,12.655787882809362,1.3236210080495534,1.3032846062204484,13.880736431699109
1,2006-04-25,13.265360498594234,1.3236210080495534,1.3095619444145017,14.56319006884957
1,2006-04-26,13.773459444760718,1.3236210080495534,1.3145779184920041,15.135562564409122
1,2006-04-27,14.115726855583656,1.3236210080495534,1.3178446154485077,15.526813498064234
1,2006-04-28,13.979154606611573,1.3236210080495534,1.3165695765874634,15.392115540249021
1,2006-05-02,13.698113004200904,1.3236210080495534,1.3139227010509822,15.098059413913772
1,2006-05-03,13.583275033581447,1.3236210080495534,1.31282117548689,14.986583068308972
1,2006-05-04,12.785149655619978,1.3236210080495534,1.3051073075552544,14.120988771863768
1,2006-05-05,12.044117964437138,1.246903477124998,1.297542860510494,13.316652372756064
1,2006-05-08,10.606909686757225,1.246903477124998,1.2820594573648547,11.740910940707666
1,2006-05-09,9.576606888415464,1.246903477124998,1.2696061652602497,10.612197774586203
1,2006-05-10,8.472615425710387,1.246903477124998,1.2549701424624407,9.39943556844188
1,2006-05-11,7.869250822001492,1.246903477124998,1.2460330607630212,8.739468293510214
1,2006-05-12,7.349684551177631,1.246903477124998,1.2378061435462788,8.171185494633496
1,2006-05-15,6.928767661735759,1.246903477124998,1.230717220095951,7.711392380775638
1,2006-05-16,6.520646268759172,1.246903477124998,1.223467994104442,7.264883866547108
1,2006-05-17,5.758574393783437,1.246903477124998,1.209169249627119,6.423097377057368
1,2006-05-18,5.105983096869994,1.246903477124998,1.1954663211791707,5.701622011922553
1,2006-05-19,4.835481297701609,1.180845750815957,1.1891330493177263,5.405266423179399
1,2006-05-22,4.79561193446395,1.180845750815957,1.1881525889547901,5.366104351388595
1,2006-05-23,4.577788834040499,1.180845750815957,1.1827558411728782,5.12773482763064
1,2006-05-24,4.351563932062282,1.180845750815957,1.1769109052456497,4.879460461399109
1,2006-05-25,3.8161573755889817,1.180845750815957,1.1624304604011955,4.28398217373311
1,2006-05-26,3.4132147157027624,1.180845750815957,1.1501565215787817,3.8359265372550446
1,2006-05-29,3.0191527132919065,1.180845750815957,1.1368777501058325,3.396897593493499
1,2006-05-30,2.545496536696812,1.180845750815957,1.1190419789638015,2.867376258983095
1,2006-05-31,2.115717685315599,1.180845750815957,1.1001481965746682,2.3861189635728453
1,2006-06-01,1.9170513192311835,1.180845750815957,1.0898177802868632,2.164447975660452
1,2006-06-02,1.7986579057067131,1.1079189815205819,1.0830872746486746,2.032940266994349
1,2006-06-05,1.6958755436469342,1.1079189815205819,1.0768980894761033,1.918803032874559
1,2006-06-06,1.5569309475691648,1.1079189815205819,1.068074967365538,1.763512591777276
1,2006-06-07,1.4981208190280473,1.1079189815205819,1.0640405157271795,1.6986627440474364
1,2006-06-08,1.5228595719583193,1.1079189815205819,1.0657975859909419,1.7284117465258395
1,2006-06-09,1.542933505487478,1.1079189815205819,1.067202492279787,1.7529236263935657
1,2006-06-12,1.5364381413281971,1.1079189815205819,1.0667532267220428,1.7472971799717107
1,2006-06-13,1.607498957117228,1.1079189815205819,1.071686998703967,1.8298575991998813
1,2006-06-14,1.838772120639113,1.1079189815205819,1.0871055121280766,2.094951674724578
1,2006-06-15,1.991381840666835,1.1079189815205819,1.096127993271025,2.270918083858752
1,2006-06-16,1.991381840666835,1.1079189815205819,1.096127993271025,2.343371839565091
1,2006-06-19,2.146756804287506,1.1943629110237088,1.1046803885776457,2.5285537343271147
1,2006-06-20,2.422063288588211,1.1943629110237088,1.118847138786512,2.8553515474264106
1,2006-06-21,2.716699135548092,1.1943629110237088,1.1324575376521484,3.2055508042747443
1,2006-06-22,2.920623763645351,1.1943629110237088,1.140958147056401,3.449375843286246
1,2006-06-23,3.0070350241611976,1.1943629110237088,1.1443338516887536,3.554880443880306
1,2006-06-26,3.3075111541415363,1.1943629110237088,1.1557685374971387,3.9136545717680704
1,2006-06-27,3.5564057888213827,1.1943629110237088,1.16446585020475,4.212075963277811
1,2006-06-28,3.954217132941319,1.1943629110237088,1.1774912964715336,4.687441135930353
1,2006-06-29,4.389160152773449,1.1943629110237088,1.1904430794185776,5.207722368303128
1,2006-06-30,4.726915357120221,1.1943629110237088,1.199603791982191,5.613675397624067
1,2006-07-03,4.876583987449097,1.2321801020464462,1.2034021053201451,5.79703524455144
1,2006-07-04,4.923828966839003,1.2321801020464462,1.2045679769181725,5.858994710578744
1,2006-07-05,4.691659934262213,1.2321801020464462,1.1988881821130006,5.588589614276255
1,2006-07-06,4.6918047308574,1.2321801020464462,1.1988918821877976,5.594350682023938
1,2006-07-07,4.743145188921583,1.2321801020464462,1.2002037794625529,5.661161673862785
1,2006-07-10,4.79036066624495,1.2321801020464462,1.2013985182292468,5.723176676709481
1,2006-07-11,4.994889681797216,1.2321801020464462,1.2065280037385706,5.973256337808615
1,2006-07-12,4.994889681797216,1.2321801020464462,1.2065280037385706,5.968516410667277
1,2006-07-13,5.076399034924895,1.2321801020464462,1.2084968824001665,6.071882455903925
1,2006-07-14,5.024195994027883,1.2321801020464462,1.2072541272159933,6.015514264995483
1,2006-07-17,5.055116957820106,1.239763444011243,1.2079971209447418,6.05855172247301
1,2006-07-18,5.131351538466916,1.239763444011243,1.2098188622556982,6.155977329348428
1,2006-07-19,5.484862296775679,1.239763444011243,1.2181535861623753,6.586232922055073
1,2006-07-20,5.732156742724342,1.239763444011243,1.223645841024407,6.889770788987323
1,2006-07-21,6.146519566646364,1.239763444011243,1.2324912611502765,7.394704316853233
1,2006-07-24,6.323409854634345,1.239763444011243,1.2360382397576593,7.614910737135683
1,2006-07-25,6.530342526840262,1.239763444011243,1.2400831570061324,7.871722499519268
1,2006-07-26,6.673863127033349,1.239763444011243,1.2428085497133503,8.052595000008768
1,2006-07-27,6.778906471237382,1.239763444011243,1.244764669636434,8.187391505128131
1,2006-07-28,7.05797379946768,1.239763444011243,1.249888993922435,8.53262934602447
1,2006-07-31,7.265787638987589,1.2762668384296005,1.2535691468697339,8.792395334402139
1,2006-08-01,7.571917507765981,1.2762668384296005,1.2588508173162616,9.17163825261245
1,2006-08-02,7.72501336812387,1.2762668384296005,1.261396075485564,9.366250348679731
1,2006-08-03,7.921718683651279,1.2762668384296005,1.2646080221995628,9.614113432930097
1,2006-08-04,8.087088478120481,1.2762668384296005,1.267247953975313,9.824426918039581
1,2006-08-07,8.418519582524018,1.2762668384296005,1.272441484256025,10.23688335181486
1,2006-08-08,8.418519582524018,1.2762668384296005,1.272441484256025,10.32587162993006
1,2006-08-09,8.418519582524018,1.2762668384296005,1.272441484256025,10.371831420141957
1,2006-08-10,8.485504013932015,1.2762668384296005,1.273453939812935,10.464729784110654
1,2006-08-11,8.59540865778752,1.2762668384296005,1.275103323296718,10.610734182260773
1,2006-08-14,8.813582258725598,1.308661776586004,1.2783398638113996,10.890672667723734
1,2006-08-16,8.909929484677289,1.308661776586004,1.2797373035366573,11.020616645787715
1,2006-08-17,9.252720844148971,1.308661776586004,1.284660831728439,11.455633004343985
1,2006-08-18,9.52542933249781,1.308661776586004,1.2884471549015102,11.804724281210776
1,2006-08-21,9.986132055576073,1.308661776586004,1.2946788017080264,12.387471104971695
1,2006-08-22,9.986132055576073,1.308661776586004,1.2946788017080264,12.773547236325717
1,2006-08-23,9.986132055576073,1.308661776586004,1.2946788017080264,13.178067224472235
1,2006-08-24,10.143884821407633,1.308661776586004,1.2967240296370812,13.399421644803704
1,2006-08-25,10.143884821407633,1.308661776586004,1.2967240296370812,13.627695522673504
1,2006-08-28,10.143884821407633,1.308661776586004,1.2967240296370812,13.243631419608198
1,2006-08-29,10.008748609987027,1.2912278646644515,1.294996541838192,13.080444205547403
1,2006-08-30,10.008748609987027,1.2912278646644515,1.294996541838192,13.295172296508538
1,2006-08-31,10.008748609987027,1.2912278646644515,1.294996541838192,13.499652416874504
1,2006-09-01,10.008748609987027,1.2912278646644515,1.294996541838192,13.54626133919514
1,2006-09-04,10.008748609987027,1.2912278646644515,1.294996541838192,13.266586285078153
1,2006-09-05,10.008748609987027,1.2912278646644515,1.294996541838192,13.322644141904442
1,2006-09-06,10.008748609987027,1.2912278646644515,1.294996541838192,13.811383440097005
1,2006-09-07,10.008748609987027,1.2912278646644515,1.294996541838192,14.739420880204293
1,2006-09-08,10.008748609987027,1.2912278646644515,1.294996541838192,15.461519370045064
1,2006-09-11,10.008748609987027,1.2912278646644515,1.294996541838192,16.631531475607627
1,2006-09-12,10.008748609987027,1.2912278646644515,1.294996541838192,17.76082288419031
1,2006-09-13,10.008748609987027,1.2912278646644515,1.294996541838192,18.51924815015734
1,2006-09-14,10.008748609987027,1.2912278646644515,1.294996541838192,18.64808224355403
1,2006-09-15,10.008748609987027,1.2912278646644515,1.294996541838192,19.00795053092254
1,2006-09-18,10.181100365606104,1.3134629509925393,1.2972265401746848,19.354277487293626
1,2006-09-19,10.181100365606104,1.3134629509925393,1.2972265401746848,18.920265624900292
1,2006-09-20,10.181100365606104,1.3134629509925393,1.2972265401746848,18.363705317051373
1,2006-09-21,10.181100365606104,1.3134629509925393,1.2972265401746848,17.33826785411092
1,2006-09-22,10.181100365606104,1.3134629509925393,1.2972265401746848,16.714486784818206
1,2006-09-25,10.181100365606104,1.3134629509925393,1.2972265401746848,16.48469557849259
1,2006-09-26,10.181100365606104,1.3134629509925393,1.2972265401746848,16.4917982384052
1,2006-09-27,10.181100365606104,1.3134629509925393,1.2972265401746848,17.122904685378092
1,2006-09-28,10.181100365606104,1.3134629509925393,1.2972265401746848,18.5181409835779
1,2006-09-29,10.181100365606104,1.3134629509925393,1.2972265401746848,20.468610356443246
1,2006-10-03,10.181100365606104,1.3134629509925393,1.2972265401746848,22.539082797957885
1,2006-10-04,10.181100365606104,1.3134629509925393,1.2972265401746848,25.252035374454266
1,2006-10-05,10.181100365606104,1.3134629509925393,1.2972265401746848,27.592222115087385
1,2006-10-06,11.147862123931125,1.4381848087875952,1.3095445506636274,30.239875451440227
1,2006-10-09,11.147862123931125,1.4381848087875952,1.3095445506636274,32.592015108635316
1,2006-10-10,11.883395091165903,1.4381848087875952,1.3181848906531939,34.77501958081529
1,2006-10-11,11.883395091165903,1.4381848087875952,1.3181848906531939,35.77025665615951
1,2006-10-12,11.883395091165903,1.4381848087875952,1.3181848906531939,35.664517950299704
1,2006-10-13,11.883395091165903,1.4381848087875952,1.3181848906531939,35.13129526164614
1,2006-10-16,11.883395091165903,1.4381848087875952,1.3181848906531939,33.68524294662926
1,2006-10-17,11.883395091165903,1.4381848087875952,1.3181848906531939,32.5738629188234
1,2006-10-18,11.883395091165903,1.4381848087875952,1.3181848906531939,31.416661198389132
1,2006-10-19,11.883395091165903,1.4381848087875952,1.3181848906531939,30.467604262855897
1,2006-10-20,11.604855642251993,1.404474644225798,1.3150951466011582,29.783930021627828
1,2006-10-23,11.604855642251993,1.404474644225798,1.3150951466011582,29.320669347400226
1,2006-10-26,11.424970708664024,1.404474644225798,1.3130566395279044,28.895495206910564
1,2006-10-27,11.350288481209413,1.404474644225798,1.3121983266524093,28.7355079469241
1,2006-10-30,11.350288481209413,1.404474644225798,1.3121983266524093,28.63966588512919
1,2006-10-31,11.350288481209413,1.404474644225798,1.3121983266524093,29.14417357828336
1,2006-11-01,11.481446537197806,1.404474644225798,1.3137146350870352,29.510092729541206
1,2006-11-02,11.54756678966171,1.404474644225798,1.3144711873477286,29.70954785273262
1,2006-11-03,11.84122775573701,1.404474644225798,1.3178139597757716,30.4947875207406
1,2006-11-06,12.482698938957174,1.404474644225798,1.324952912741454,32.17726703792753
1,2006-11-07,13.44759724025347,1.513038922276103,1.3351946466890054,34.6967101163964
1,2006-11-08,14.506617628224781,1.513038922276103,1.3457095240123775,37.46382978299492
1,2006-11-09,15.59074657387843,1.513038922276103,1.3557664696410061,40.301093216219755
1,2006-11-10,15.59074657387843,1.513038922276103,1.3557664696410061,43.366949860746296
1,2006-11-13,16.807778423051968,1.513038922276103,1.3663497407228362,46.79559146258996
1,2006-11-14,16.807778423051968,1.513038922276103,1.3663497407228362,48.63991837359419
1,2006-11-15,16.807778423051968,1.513038922276103,1.3663497407228362,51.644435444259834
1,2006-11-16,16.807778423051968,1.513038922276103,1.3663497407228362,56.937833376891945
1,2006-11-17,18.236701249078564,1.513038922276103,1.377965840624395,61.83537344388435
1,2006-11-20,18.236701249078564,1.513038922276103,1.377965840624395,65.95920956700151
1,2006-11-21,18.236701249078564,1.513038922276103,1.377965840624395,68.4487224335193
1,2006-11-22,18.236701249078564,1.513038922276103,1.377965840624395,71.45948853089561
1,2006-11-23,18.236701249078564,1.513038922276103,1.377965840624395,74.59167838185165
1,2006-11-24,18.236701249078564,1.513038922276103,1.377965840624395,76.33647661624966
1,2006-11-27,18.236701249078564,1.513038922276103,1.377965840624395,77.16835888179261
1,2006-11-28,18.236701249078564,1.513038922276103,1.377965840624395,75.19863283293712
1,2006-11-29,18.236701249078564,1.513038922276103,1.377965840624395,72.37678265499194
1,2006-11-30,18.236701249078564,1.513038922276103,1.377965840624395,69.40635984666753
1,2006-12-01,18.236701249078564,1.513038922276103,1.377965840624395,67.70526502550285
1,2006-12-04,18.236701249078564,1.513038922276103,1.377965840624395,67.0721592367254
1,2006-12-05,18.236701249078564,1.513038922276103,1.377965840624395,64.25567733720017
1,2006-12-06,18.236701249078564,1.513038922276103,1.377965840624395,60.5110940027418
1,2006-12-07,18.236701249078564,1.513038922276103,1.377965840624395,57.60536093026229
1,2006-12-08,17.862840772929303,1.4820209522941092,1.3751409494433802,56.48203080445117
1,2006-12-11,17.862840772929303,1.4820209522941092,1.3751409494433802,57.34602725252711
1,2006-12-12,17.862840772929303,1.4820209522941092,1.3751409494433802,61.210038905865616
1,2006-12-13,17.862840772929303,1.4820209522941092,1.3751409494433802,66.18231633151935
1,2006-12-14,17.862840772929303,1.4820209522941092,1.3751409494433802,70.35037602179464
1,2006-12-15,19.204476103885753,1.4820209522941092,1.3854693048615967,75.7045752109318
1,2006-12-18,19.204476103885753,1.4820209522941092,1.3854693048615967,82.04293232129572
1,2006-12-19,19.204476103885753,1.4820209522941092,1.3854693048615967,90.46386141237491
1,2006-12-20,19.204476103885753,1.4820209522941092,1.3854693048615967,101.2233505770361
1,2006-12-21,19.204476103885753,1.4820209522941092,1.3854693048615967,110.73628022103775
1,2006-12-22,20.890284901037674,1.6121158294168108,1.3976312421604073,120.56767716133965
1,2006-12-26,20.890284901037674,1.6121158294168108,1.3976312421604073,125.0204031025767
1,2006-12-27,20.890284901037674,1.6121158294168108,1.3976312421604073,133.5554524049022
1,2006-12-28,20.890284901037674,1.6121158294168108,1.3976312421604073,145.90373061152337
1,2006-12-29,20.890284901037674,1.6121158294168108,1.3976312421604073,158.36285559287333
1,2007-01-02,20.890284901037674,1.6121158294168108,1.3976312421604073,167.95214515357864
1,2007-01-03,20.890284901037674,1.6121158294168108,1.3976312421604073,171.1664774410354
1,2007-01-04,20.890284901037674,1.6121158294168108,1.3976312421604073,178.83398249469346
1,2007-01-05,20.890284901037674,1.6121158294168108,1.3976312421604073,183.81103621658775
1,2007-01-08,20.890284901037674,1.6121158294168108,1.3976312421604073,194.10402561970838
1,2007-01-09,20.890284901037674,1.6121158294168108,1.3976312421604073,201.25700396653724
1,2007-01-10,20.890284901037674,1.6121158294168108,1.3976312421604073,212.9456794961074
1,2007-01-11,20.890284901037674,1.6121158294168108,1.3976312421604073,219.2457858902954
1,2007-01-12,20.890284901037674,1.6121158294168108,1.3976312421604073,214.90708042799247
1,2007-01-15,20.890284901037674,1.6121158294168108,1.3976312421604073,207.0567862033278
1,2007-01-16,20.890284901037674,1.6121158294168108,1.3976312421604073,202.0449631122594
1,2007-01-17,20.890284901037674,1.6121158294168108,1.3976312421604073,201.40226850913714
1,2007-01-18,20.716147273621978,1.598677524147935,1.3964662020967373,199.92481798265266
1,2007-01-19,20.716147273621978,1.598677524147935,1.3964662020967373,199.96331985343465
1,2007-01-22,20.716147273621978,1.598677524147935,1.3964662020967373,198.87479858316587
1,2007-01-23,20.72405634936276,1.598677524147935,1.3965195168217968,199.14960042668417
1,2007-01-24,20.390208240490512,1.598677524147935,1.3942698346561309,196.14060793541287
1,2007-01-25,19.44521126235318,1.598677524147935,1.3878080037374958,187.24648915988033
1,2007-01-29,19.44521126235318,1.598677524147935,1.3878080037374958,180.77528864562632
1,2007-01-31,19.44521126235318,1.598677524147935,1.3878080037374958,178.34919853333196
1,2007-02-01,19.428775294256592,1.598677524147935,1.387690699956293,178.37679895893623
1,2007-02-02,19.548284280521163,1.598677524147935,1.3885442870007092,179.6523952220064
1,2007-02-05,19.435171306253913,1.589427036122714,1.3877408283853618,178.79251819018577
1,2007-02-06,19.197942938573853,1.589427036122714,1.386046932888928,176.7889446990773
1,2007-02-07,19.002387875026155,1.589427036122714,1.3846350707070867,175.16491709661943
1,2007-02-08,18.58789656823013,1.589427036122714,1.3816148229168221,171.51928139277854
1,2007-02-09,18.58789656823013,1.589427036122714,1.3816148229168221,171.34607692132687
1,2007-02-12,18.58789656823013,1.589427036122714,1.3816148229168221,172.48537896258287
1,2007-02-13,18.58789656823013,1.589427036122714,1.3816148229168221,164.29407890009523
1,2007-02-14,18.58789656823013,1.589427036122714,1.3816148229168221,163.49916327827913
1,2007-02-15,18.58789656823013,1.589427036122714,1.3816148229168221,152.9092062397538
1,2007-02-19,16.380285203373926,1.589427036122714,1.3652059270865213,134.90169044863393
1,2007-02-20,16.380285203373926,1.589427036122714,1.3652059270865213,124.28228449936981
1,2007-02-21,16.380285203373926,1.589427036122714,1.3652059270865213,115.37144958640468
1,2007-02-22,16.380285203373926,1.589427036122714,1.3652059270865213,108.6058654792092
1,2007-02-23,16.380285203373926,1.589427036122714,1.3652059270865213,103.06228129197386
1,2007-02-26,16.380285203373926,1.589427036122714,1.3652059270865213,98.9673585349374
1,2007-02-27,16.380285203373926,1.589427036122714,1.3652059270865213,99.06521812104627
1,2007-02-28,16.380285203373926,1.589427036122714,1.3652059270865213,100.73788991833703
1,2007-03-01,16.380285203373926,1.589427036122714,1.3652059270865213,99.10395729925914
1,2007-03-02,16.75831630392249,1.6261085007154887,1.3683566066545771,101.49022400014972
1,2007-03-05,18.269391607001893,1.6261085007154887,1.3806948979042613,110.74295401515008
1,2007-03-06,19.10183725577105,1.6261085007154887,1.3869860404051297,115.89970464062063
1,2007-03-07,20.288019165851527,1.6261085007154887,1.3955989174212695,123.21272005657009
1,2007-03-08,21.677269297777066,1.6261085007154887,1.4051554737528311,131.77309395013395
1,2007-03-09,23.015617362968896,1.6261085007154887,1.413830861246327,140.040498101202
1,2007-03-12,23.015617362968896,1.6261085007154887,1.413830861246327,143.02840393602725
1,2007-03-13,23.015617362968896,1.6261085007154887,1.413830861246327,135.7492570040919
1,2007-03-14,23.652600728994038,1.6261085007154887,1.4177437988259896,139.64202121742758
